personal_number,birthdate,address,phone_number
3090814071841,1951-09-05,"Soseaua Toma Nr. 87 Bl. 46  Sc. 74 Ap. 813, Vaslui, 521209",0786 036 831
6330731317476,2011-10-28,"Intrarea Tiberiu Nistor, Vatra Dornei, 567610",0721 940 363
4210428096379,1942-03-19,"Aleea Florea Nr. 53, Pancota, 965969",0241 794 887
6521210218143,1959-01-28,"Drumul Ene, Sabaoani, 622137",0237 942 991
7770117066593,1923-12-16,"Strada Ababei Nr. 61, Baia Sprie, 560714",0232 293 798
4760815375564,1952-05-03,"Drumul Albu Nr. 340, Pantelimon, 375829",0245 319 280
2010912297644,1923-04-30,"Soseaua Lia Dochioiu Nr. 59 Bl. 43  Sc. 67 Ap. 399, Baia, 642434",0733 641 785
8631027396121,1945-04-02,"Aleea Ariana Toma Nr. 312, Piatra-Neamt, 827755",0751 030 037
3150409287459,1930-11-04,"Aleea Diaconescu, Rosu, 346047",0740 921 665
7150123382578,1985-09-02,"Drumul Voinea, Otelu Rosu, 764964",0740 675 475
2380503349768,1921-07-03,"Bulevardul Preda, Cornetu, 373305",0749 575 507
1331003077561,1949-01-13,"Drumul Ionescu, Simleu Silvaniei, 657679",0784 544 438
1130412303075,1930-01-27,"Drumul Preda Nr. 849 Bl. 48  Sc. 61 Ap. 610, Seini, 162830",0768 708 865
8691004042458,1984-05-24,"Bulevardul Mirela Ardelean Nr. 10 Bl. 21  Sc. 90 Ap. 321, Baile Borsa, 745191",0725 480 492
2750601169404,1985-12-13,"Soseaua Ardelean, Calan, 539350",0786 904 551
1150712151789,1912-06-04,"Soseaua Ene, Medias, 366517",0786 877 104
8310327113879,1979-03-08,"Soseaua Beniamin Pușcașu, Curtea de Arges, 716343",0264 846 790
4140523247400,1932-05-31,"Drumul Nistor, Vicovu de Jos, 143865",0759 690 717
1631001233494,1917-01-01,"Strada Cristobal Dima Nr. 325 Bl. 76  Sc. 49 Ap. 361, Valea Mare (Babeni), 895452",0262 181 616
8840408107897,1975-10-27,"Soseaua Ababei Nr. 492, Alexandria, 645941",0768 818 720
6920119322916,1961-02-21,"Intrarea Dobre Nr. 392, Covasna, 705683",0728 976 958
1510413302008,1973-02-22,"Bulevardul Pușcașu Nr. 107 Bl. 64  Sc. 17 Ap. 917, Lugoj, 310208",0769 640 169
8770904412990,1958-12-26,"Intrarea Dinu Nr. 344, Videle, 382529",0730 141 059
3840324514210,1932-03-13,"Bulevardul Sabrina Cristea, Hunedoara, 315788",0235 683 225
1590711333942,1995-07-17,"Soseaua Cantemir Nistor Nr. 977, Gilau, 824940",0741 178 291
8290820343720,1959-09-15,"Intrarea Margareta Mocanu Nr. 935, Comanesti, 869202",0733 611 667
7820818173964,1978-09-27,"Aleea Agata Toma Nr. 26, Targu Secuiesc, 796206",0763 234 677
4411017213834,2020-05-24,"Bulevardul Dobre, Motru, 904244",0742 235 803
8460624036321,1995-02-06,"Aleea Larisa Tomescu Nr. 821 Bl. 58  Sc. 54 Ap. 485, Urlati, 941380",0743 005 806
4480606173710,2007-05-22,"Intrarea Dobre Nr. 757, Aiud, 992301",0253 648 429
7421207396985,1961-07-18,"Strada Oprea, Medgidia, 499587",0743 491 909
2300820109194,2013-04-06,"Drumul Popescu, Gura Humorului, 414783",0766 589 784
8560604288940,1937-12-20,"Aleea Mihaela Suciu Nr. 43, Bocsa, 567467",0261 946 868
6730411211730,1912-12-07,"Bulevardul Gheorghiu, Pogoanele, 380878",0247 312 066
8050721020931,2011-07-17,"Soseaua Stoica, Brasov, 104963",0725 421 069
8910223446064,1956-06-12,"Aleea Georgescu Nr. 333 Bl. 57  Sc. 75 Ap. 911, Babadag, 811458",0772 692 107
6890922145841,2013-05-30,"Intrarea Zaraza Dumitrescu Nr. 93 Bl. 53  Sc. 58 Ap. 361, Baia Sprie, 151472",0758 233 178
5110112222761,1977-11-16,"Bulevardul Ababei Nr. 97 Bl. 74  Sc. 75 Ap. 807, Curcani, 170697",0770 393 878
8350627217161,2008-07-26,"Aleea Filip Manole Nr. 621 Bl. 69  Sc. 34 Ap. 432, Corund, 212842",0785 479 811
6790520251436,2017-05-08,"Drumul Petrișor Gheorghiu, Pascani, 646744",0247 614 450
5241230383437,1942-07-07,"Intrarea Ene, Rodna, 708244",0759 876 516
7371018017200,2002-03-30,"Soseaua Stoica, Valu lui Traian, 404161",0260 488 327
6270502224110,2017-04-04,"Bulevardul Popescu Nr. 38 Bl. 79  Sc. 82 Ap. 836, Giarmata, 839397",0246 829 070
3870102368814,2000-01-14,"Aleea Mălina Suciu Nr. 470, Urlati, 115084",0755 041 433
7700630080119,1965-10-11,"Aleea Aanei, Bragadiru, 238166",0742 873 822
1980108416306,1983-11-09,"Aleea Artemisa Tomescu, Dragu-Brad, 189388",0239 354 936
5551021156818,1913-11-30,"Soseaua Stan, Curtici, 651188",0768 077 385
3460610269226,1996-10-30,"Soseaua Eleonora Albu Nr. 42 Bl. 79  Sc. 69 Ap. 682, Petrila, 487010",0254 381 956
6410206513485,1958-04-20,"Strada Eftimie Preda, Fundeni, 441649",0249 452 001
3900102351872,2000-01-20,"Aleea Stan Nr. 143 Bl. 94  Sc. 17 Ap. 918, Gaesti, 677939",0722 642 755
5510328186234,1943-12-19,"Intrarea Diaconescu Nr. 48 Bl. 53  Sc. 55 Ap. 718, Dorohoi, 581779",0738 505 039
7340517231043,1976-07-11,"Strada Ababei Nr. 25, Deta, 197520",0241 279 549
5200710296586,1955-05-28,"Soseaua Mazilescu Nr. 254, Balan, 144990",0759 864 042
7300219289564,1937-09-15,"Intrarea Manole Nr. 84, Roseti, 881363",0711 934 250
3141203163080,1978-11-24,"Soseaua Preda Nr. 566 Bl. 15  Sc. 61 Ap. 979, Aiud, 875730",0760 998 262
7330610515476,1983-06-18,"Strada Vasilică Eftimie Nr. 41 Bl. 64  Sc. 58 Ap. 912, Dorohoi, 388820",0253 352 042
7810715120532,1994-02-26,"Intrarea Viorica Nistor Nr. 83, Cobadin, 690675",0754 903 983
7781018137414,1932-11-10,"Soseaua Nemeș Nr. 919 Bl. 55  Sc. 29 Ap. 694, Podu Iloaiei, 845604",0247 813 315
3540119306914,1943-02-10,"Aleea Nistor Nr. 559, Hateg, 310573",0239 135 133
2400511106482,1929-07-12,"Aleea Ilinca Dochioiu, Urlati, 971831",0744 850 110
5131129099918,2017-10-13,"Bulevardul Diaconescu Nr. 29 Bl. 58  Sc. 37 Ap. 527, Greci, 297406",0240 920 928
5200821167292,1931-05-16,"Drumul Tomescu, Fetesti, 748755",0236 838 632
2380928157501,1941-11-25,"Intrarea Cristea, Reghin, 958240",0730 900 702
4361218057801,1980-04-03,"Aleea Florea Nr. 26, Modelu, 689852",0249 289 115
1990107456044,1929-08-17,"Strada Stănescu Nr. 39, Maieru, 238547",0755 712 170
5800829377889,2014-04-10,"Aleea Robertina Florea Nr. 547, Targu Ocna, 825199",0760 071 660
8130529388727,1975-11-23,"Soseaua Dima Nr. 50 Bl. 87  Sc. 64 Ap. 526, Poienile de sub Munte, 921442",0720 071 959
1110613236098,1963-11-26,"Aleea Ababei Nr. 74, Turda, 353537",0237 342 015
1930128134223,1956-02-17,"Drumul Diaconescu, Pancota, 438987",0785 172 269
4551125322773,1909-05-31,"Drumul Stancu, Bosanci, 506502",0748 416 345
1690520162873,2007-02-15,"Soseaua Gheorghiu Nr. 25, Onesti, 244424",0727 064 460
2770228441451,1913-07-10,"Drumul Ionescu Nr. 466 Bl. 19  Sc. 37 Ap. 443, Tufesti, 110809",0232 154 145
5300212159661,1944-05-23,"Intrarea Niță Nr. 386, Mogosoaia, 660694",0769 354 930
6670122271674,1945-10-23,"Bulevardul Popa, Santana, 129602",0733 784 213
7751021271806,2012-09-17,"Intrarea Ionescu, Valea Mare (Negresti), 145096",0769 616 696
5750606227480,1935-07-13,"Aleea Ardelean, Moinesti, 495040",0736 661 198
2540114346379,1939-08-13,"Intrarea Niță Nr. 456, Tufesti, 504466",0263 987 894
7310715115065,1945-09-07,"Soseaua Ardelean, Fundulea, 934896",0261 626 886
1701223437058,1914-08-01,"Strada Dobre, Braila, 973683",0740 278 551
3170111376517,1973-05-10,"Strada Marin, Tulcea, 942535",0238 184 214
8930222040827,1969-02-01,"Bulevardul Dora Dobre, Ineu, 563107",0261 580 314
5941119370308,1944-12-06,"Intrarea Ababei, Toplita, 144901",0731 699 459
5311016511327,2022-12-02,"Drumul Dinu Nr. 559 Bl. 35  Sc. 36 Ap. 731, Slobozia, 254441",0766 570 452
7351017462581,1996-05-31,"Intrarea Gheorghiu Nr. 62, Corabia, 210237",0731 127 304
5940630339042,1958-09-02,"Intrarea Dochioiu Nr. 326, Poienile de sub Munte, 545365",0233 915 120
1790611051113,2020-02-12,"Strada Nistor Nr. 935 Bl. 18  Sc. 78 Ap. 780, Targu Ocna, 715324",0744 691 673
6010928392059,1993-04-27,"Bulevardul Anamaria Ioniță, Lugoj, 785923",0252 632 582
5270114278081,1909-11-17,"Aleea Manole Nr. 717 Bl. 95  Sc. 73 Ap. 748, Marginea, 601908",0249 962 952
1330826363742,2002-09-04,"Intrarea Stănescu, Moldova Veche, 425365",0745 055 811
2400922065685,2021-04-08,"Strada Horațiu Tudor, Uricani, 529520",0731 155 849
2721030124754,1922-01-16,"Intrarea Ioniță, Homocea, 308618",0764 342 820
8800606401485,1933-09-16,"Strada Costache Toma Nr. 934, Husi, 689648",0253 387 708
1440410321596,1956-03-17,"Soseaua Mocanu Nr. 591, Covasna, 538824",0258 867 234
1320122227258,2017-01-11,"Bulevardul Toma Nr. 50, Sovata, 775213",0763 886 889
1490903192049,1964-08-05,"Aleea Elvira Toma, Tulcea, 406741",0738 031 348
8600121417092,1974-01-08,"Intrarea Marin Nr. 20, Pantelimon, 958236",0763 570 336
3621102194817,1982-10-27,"Bulevardul Doina Ardelean, Ploiesti, 831667",0785 623 247
2530716061695,1946-05-01,"Strada Ene Nr. 11 Bl. 27  Sc. 58 Ap. 294, Targu Lapus, 522962",0238 219 980
3341016442968,1999-09-08,"Drumul Maricica Ene, Barbulesti, 952070",0784 296 339
4890504314659,2019-09-20,"Aleea Suciu, Adjud, 704439",0744 332 687
6840902297203,1988-10-30,"Drumul Manole Nr. 738 Bl. 46  Sc. 32 Ap. 468, Petrila, 868790",0239 432 004
6631207305370,1942-09-21,"Strada Nemeș Nr. 48, Dancu, 423059",0750 360 742
5131027527116,2000-07-25,"Strada Toma Nr. 790 Bl. 63  Sc. 64 Ap. 541, Saveni, 994913",0711 441 383
5170723528974,1984-07-30,"Aleea Achim Oprea, Plosca, 356303",0244 015 272
4930815178294,1993-08-04,"Soseaua Cleopatra Tudor Nr. 61, Deta, 976537",0738 831 909
3520317013520,2016-08-01,"Drumul Ababei, Pipera (Voluntari), 198457",0239 923 844
3860921089023,2005-11-25,"Drumul Cristofor Dumitrescu, Ianca, 297782",0771 144 297
5270130302680,1941-06-28,"Bulevardul Popescu, Babadag, 874357",0233 043 089
8040307270462,1981-02-02,"Drumul Cristea Nr. 707, Magurele, 518751",0746 999 065
6830219289681,2018-04-16,"Bulevardul Albu Nr. 396 Bl. 90  Sc. 64 Ap. 594, Busteni, 578234",0780 849 978
2030212438706,1927-01-26,"Strada Roxana Georgescu Nr. 689, Pancota, 807335",0754 390 325
6470328094061,2000-07-11,"Drumul Mazilescu, Dumbraveni, 661772",0238 731 709
7041113442881,2019-09-02,"Aleea Smaranda Niță, Floresti, 812657",0729 816 779
7621102400647,2014-10-12,"Drumul Ovidiu Stan Nr. 56, Victoria, 426403",0734 502 408
7681117401102,1996-08-01,"Bulevardul Tudor Ioniță, Ianca, 342013",0251 011 405
6930121057990,2016-12-05,"Aleea Dochioiu Nr. 86 Bl. 34  Sc. 66 Ap. 778, Schela Cladovei, 825985",0756 958 236
1880616227682,1925-06-02,"Aleea Raluca Ababei, Pechea, 968088",0720 487 924
4300208427861,1957-02-06,"Drumul Stancu, Fetesti, 676369",0743 578 921
8140716232719,1976-02-06,"Soseaua Flora Dobre, Magurele, 565950",0731 261 560
3080417017895,1941-01-27,"Drumul Diaconu Nr. 140, Cudalbi, 288732",0242 184 815
8720214167141,1974-07-10,"Soseaua Stănescu Nr. 57 Bl. 46  Sc. 83 Ap. 883, Tulcea, 929564",0247 455 027
7361129344570,1931-07-29,"Bulevardul George Tomescu Nr. 511 Bl. 63  Sc. 35 Ap. 498, Nasaud, 758131",0732 853 890
1821003228621,2007-03-06,"Drumul Florea Nr. 22 Bl. 47  Sc. 54 Ap. 888, Borsa, 304133",0244 498 233
3560413366089,1948-12-03,"Drumul Gheorghiu Nr. 99 Bl. 20  Sc. 40 Ap. 789, Deta, 909007",0759 053 190
3640101259259,1973-05-21,"Intrarea Stancu, Salonta, 951904",0269 896 219
4841118049842,2003-12-09,"Intrarea Dumitrescu Nr. 542, Peris, 572661",0733 783 399
4731027270112,1997-01-21,"Bulevardul Mazilescu Nr. 118, Straja, 688065",0768 483 283
3960501361581,1960-08-16,"Strada Ionela Gheorghiu Nr. 347 Bl. 29  Sc. 41 Ap. 186, Lipova, 136391",0762 347 580
2651128386978,1978-03-15,"Intrarea Dochioiu Nr. 747, Tudora, 781148",0711 637 443
3790101098094,1981-09-06,"Drumul Suciu, Toflea, 612618",0733 464 708
3770322291167,1976-11-08,"Soseaua Marta Ionescu Nr. 192 Bl. 72  Sc. 81 Ap. 880, Bocsa, 620923",0260 012 671
2980510025805,1921-09-11,"Drumul Ababei, Teius, 456592",0723 594 888
3120924375656,2013-01-09,"Aleea Dochioiu Nr. 64 Bl. 25  Sc. 64 Ap. 407, Remetea, 703582",0723 699 946
4790119072274,1938-04-15,"Strada Nemeș, Cajvana, 802989",0728 875 471
7691215375411,2005-03-26,"Soseaua Simona Cristea Nr. 506 Bl. 65  Sc. 50 Ap. 987, Corund, 475341",0243 288 463
3890222454882,1974-04-21,"Drumul Marin Nr. 24 Bl. 64  Sc. 21 Ap. 319, Targu Lapus, 344241",0784 286 521
6780918090875,1994-04-01,"Drumul Gheorghiu Nr. 93, Cobadin, 158652",0749 213 195
6340215244099,1913-10-10,"Soseaua Evelina Georgescu Nr. 551, Valea Mare (Babeni), 922985",0761 593 719
7670630328675,1978-07-24,"Bulevardul Mugurel Dima Nr. 19 Bl. 75  Sc. 76 Ap. 815, Rucar, 981332",0768 090 279
8650504400589,1990-10-05,"Bulevardul Eftimie Nr. 210, Voluntari, 372539",0733 869 941
3431131352302,1991-12-03,"Drumul Tudor Nr. 726 Bl. 26  Sc. 13 Ap. 349, Huedin, 879073",0744 658 708
1050329217391,2008-01-22,"Soseaua Stănescu Nr. 121, Oravita, 270818",0722 451 227
4050309398817,1911-07-17,"Drumul Robert Ioniță Nr. 84, Orsova, 588259",0722 222 097
2450118230520,1946-12-12,"Strada Răducu Albu Nr. 511 Bl. 56  Sc. 43 Ap. 349, Uricani, 821588",0727 283 783
8060105240835,1983-05-13,"Bulevardul Rebeca Barbu Nr. 47, Moisei, 951814",0734 448 049
7180103252831,1997-02-11,"Aleea Tudor, Borcea, 173103",0734 963 586
7320825117680,2005-03-19,"Aleea Marin, Arad, 558259",0757 352 588
6900310290480,1989-06-23,"Soseaua Ababei, Bragadiru, 196548",0729 247 270
7160110237466,1917-09-17,"Soseaua Barbu Nr. 23 Bl. 74  Sc. 85 Ap. 967, Magurele, 401712",0738 222 103
3591223106098,1977-04-17,"Drumul Ecaterina Suciu, Popesti-Leordeni, 544026",0251 939 934
5860810147318,1969-04-07,"Aleea Mădălina Nistor Nr. 418 Bl. 92  Sc. 69 Ap. 225, Brasov, 239395",0241 402 163
6150211286547,1951-03-18,"Strada Tabacu Nr. 248, Macin, 285030",0269 680 222
6530312083484,1985-08-29,"Aleea Albu, Gugesti, 195174",0726 344 223
3840302459488,1972-11-22,"Drumul Tabacu, Sadova, 497454",0763 078 183
3471028523461,2013-09-23,"Drumul Tudor Nr. 391 Bl. 30  Sc. 11 Ap. 890, Navodari, 901493",0760 437 748
6011221180477,1973-02-12,"Bulevardul Eftimie Nr. 569, Bistrita, 898044",0788 447 036
3860315316104,2011-03-21,"Strada Geanina Toma, Sighetu Marmatiei, 998896",0246 350 730
2930117183301,1955-03-07,"Intrarea Georgescu, Poienile de sub Munte, 483870",0736 095 609
6110207010763,1987-07-18,"Aleea Barbu Nr. 64, Intorsura Buzaului, 483052",0240 665 978
2701110105661,1911-05-06,"Aleea Filip Suciu, Segarcea, 766941",0760 503 181
6211109075140,2008-01-27,"Intrarea Basarab Eftimie, Nasaud, 828219",0233 913 416
4660820226608,2006-10-11,"Aleea Cristea Nr. 91 Bl. 64  Sc. 19 Ap. 109, Mioveni, 399533",0749 008 844
8020417059951,1988-04-10,"Intrarea Nistor Nr. 444, Victoria, 841436",0752 702 600
2100501293466,1961-07-12,"Intrarea Mocanu, Suceava, 996781",0256 271 471
2020112356700,1997-01-20,"Intrarea Gicu Oprea Nr. 66 Bl. 49  Sc. 96 Ap. 987, Ploiesti, 941375",0268 234 444
3661104296020,1938-11-29,"Bulevardul Ioniță Nr. 717 Bl. 53  Sc. 81 Ap. 349, Urziceni, 254337",0740 842 431
3301103461281,1971-08-30,"Strada Ardelean Nr. 31 Bl. 81  Sc. 78 Ap. 742, Uricani, 611354",0245 719 478
8140410299996,1919-02-22,"Aleea Nistor Nr. 288 Bl. 44  Sc. 33 Ap. 945, Caracal, 776708",0729 456 257
1720620409510,1908-11-23,"Bulevardul Nistor, Targu Lapus, 488955",0756 508 347
2590718341314,1931-12-17,"Bulevardul Ioniță Nr. 25 Bl. 56  Sc. 49 Ap. 979, Cernavoda, 702441",0784 309 939
1001124445435,2008-08-10,"Soseaua Suciu Nr. 74, Harlau, 302976",0759 207 393
3020601292830,1973-11-16,"Bulevardul Marin, Comanesti, 682544",0268 895 089
3120701469216,1920-03-08,"Bulevardul Dobre Nr. 219 Bl. 18  Sc. 51 Ap. 275, Paunesti, 299501",0255 504 391
5500817025092,1961-06-06,"Intrarea Gheorghiu, Topoloveni, 135301",0262 467 430
5600116182253,2022-01-08,"Strada Loredana Popa Nr. 69, Rosiori de Vede, 924044",0245 623 785
1451012013935,1910-10-27,"Bulevardul Nemeș Nr. 66 Bl. 33  Sc. 27 Ap. 637, Dragasani, 932860",0257 947 477
7191123023007,1929-07-25,"Bulevardul Grațiela Tudor Nr. 54, Pancota, 188601",0788 180 135
3420217070326,1909-01-29,"Soseaua Pușcașu Nr. 93 Bl. 84  Sc. 49 Ap. 432, Falticeni, 617551",0744 331 904
1160604116732,1917-03-29,"Intrarea Cecilia Florea, Alesd, 798265",0243 555 287
6890913096375,1966-01-24,"Intrarea Manuela Mocanu, Tasnad, 828108",0754 858 014
6460508014174,1998-04-08,"Aleea Anda Gheorghiu Nr. 645, Lupeni, 716518",0736 844 179
7920805182081,2013-07-20,"Strada Oprea Nr. 494 Bl. 25  Sc. 44 Ap. 555, Strejnicu, 952213",0256 826 772
8600104190702,1948-07-17,"Soseaua Niță Nr. 697 Bl. 92  Sc. 68 Ap. 912, Iernut, 871094",0758 826 502
5510910526508,1972-06-22,"Aleea Artemisa Stoica, Ianca, 591505",0252 048 879
1040928224992,2023-02-22,"Strada Tabacu, Tecuci, 749164",0762 343 729
1490419148610,1944-07-15,"Soseaua Ene Nr. 26 Bl. 75  Sc. 90 Ap. 685, Dragalina, 662758",0263 256 743
7810104282171,1918-06-11,"Bulevardul Dobre Nr. 329, Simleu Silvaniei, 395351",0248 123 256
4520803117972,1986-02-15,"Aleea Tabacu Nr. 280 Bl. 22  Sc. 10 Ap. 644, Campina, 455298",0249 059 723
6300628254948,1960-04-10,"Drumul Diaconescu Nr. 49, Straja, 681686",0766 960 791
8610625283141,1995-01-04,"Soseaua Tudor Nr. 384 Bl. 51  Sc. 70 Ap. 752, Toplita, 324681",0727 265 005
3130324165277,1922-06-01,"Bulevardul Robert Pușcașu Nr. 455 Bl. 57  Sc. 70 Ap. 708, Siria, 850240",0235 831 455
6790328515395,1955-02-01,"Drumul Stan Nr. 516 Bl. 47  Sc. 92 Ap. 869, Buhusi, 882818",0246 265 782
2801014316557,1911-01-28,"Soseaua Nicodim Nistor, Targu Jiu, 168704",0738 356 247
2671120121751,1981-04-08,"Drumul Niță, Tunari, 908015",0788 580 759
8010931178646,1934-06-30,"Intrarea Toma, Ruscova, 253198",0237 889 701
2210508162613,1931-10-31,"Drumul Oprea, Deta, 927312",0772 578 635
4690820059897,1980-10-27,"Aleea Barbu, Baia Mare, 950003",0266 501 025
8990410277703,1922-12-28,"Strada Corneliu Tomescu Nr. 85, Motatei, 756539",0237 965 040
6140327360658,1970-07-02,"Drumul Stoica Nr. 825 Bl. 87  Sc. 14 Ap. 555, Bistrita, 572088",0788 736 488
7290225352621,1922-04-18,"Bulevardul Ioniță, Dragalina, 341589",0739 902 065
8340130058931,1984-02-07,"Soseaua Stănescu Nr. 51 Bl. 51  Sc. 73 Ap. 197, Orsova, 294846",0244 797 425
7360724352598,1930-12-27,"Aleea Ionescu, Vatra Dornei, 274261",0763 801 338
7991217292128,1932-03-13,"Aleea Dobre Nr. 85, Deva, 254654",0240 109 030
1951219042423,1953-02-20,"Bulevardul Popescu Nr. 597, Valu lui Traian, 382542",0751 641 594
1630229328588,1992-08-31,"Aleea Stan Nr. 125, Ploiesti, 939738",0249 961 373
3420919161262,1975-10-01,"Soseaua Popa Nr. 96, Podu Iloaiei, 808717",0262 221 259
5480224469243,1987-11-27,"Strada Preda, Fetesti, 263141",0737 176 878
1980506035895,1964-12-07,"Drumul Nistor, Sabaoani, 657365",0256 878 753
2850716521512,1977-06-17,"Intrarea Nemeș Nr. 73, Dobroesti, 243269",0267 799 531
8260730177461,1979-01-24,"Soseaua Bogdan Ene, Petrila, 465177",0242 767 374
6270303260900,1989-09-04,"Drumul Ene Nr. 25 Bl. 93  Sc. 52 Ap. 762, Tuzla, 207552",0764 097 794
7081014144201,1923-05-26,"Strada Mihai Niță Nr. 76, Blaj, 998545",0784 731 909
6570215458102,1945-12-31,"Aleea Tabacu Nr. 54 Bl. 10  Sc. 97 Ap. 154, Pipera (Voluntari), 256810",0765 184 037
6150220365804,1919-03-06,"Intrarea Toma Nr. 89 Bl. 29  Sc. 64 Ap. 621, Tandarei, 624062",0730 545 120
8940821224561,1921-05-08,"Bulevardul Georgescu Nr. 80 Bl. 64  Sc. 57 Ap. 387, Bocsa, 143796",0744 699 981
7661225425259,1911-10-02,"Strada Dochioiu Nr. 20 Bl. 30  Sc. 79 Ap. 327, Arad, 596278",0241 293 260
2190818191037,1940-05-13,"Soseaua Tudosia Nemeș, Floresti, 768580",0739 071 289
8361013364328,2015-12-07,"Intrarea Tabacu Nr. 66 Bl. 52  Sc. 91 Ap. 880, Victoria, 506962",0758 260 147
5691019049286,1956-02-04,"Strada Maria Barbu, Bailesti, 546998",0233 388 275
6431131413778,1999-05-22,"Drumul Niță Nr. 75, Buhusi, 393076",0741 957 197
6431125024088,1914-08-20,"Bulevardul Stănescu, Apahida, 591197",0786 613 069
4140615154460,1943-07-19,"Soseaua Aanei Nr. 48, Viseu de Sus, 972022",0741 678 366
4441218074472,1970-02-24,"Bulevardul Pușcașu, Bosanci, 916167",0727 915 117
2300724175160,1994-05-05,"Aleea Andra Diaconu, Pechea, 339426",0765 312 164
8341019282228,1921-12-11,"Intrarea Florea Nr. 72, Sandominic, 528089",0760 997 260
6310620435721,1995-06-22,"Strada Albu, Gilau, 760797",0744 873 488
8310512376904,1951-10-05,"Bulevardul Costel Diaconu Nr. 52, Baraolt, 956767",0233 305 302
4460802433096,1995-04-15,"Strada Eftimie, Targu Ocna, 525017",0786 374 413
8080116136767,2019-06-17,"Aleea Nicolae Albu Nr. 763 Bl. 91  Sc. 42 Ap. 670, Pitesti, 566526",0753 905 841
3100212209866,2021-10-14,"Aleea Zeno Barbu Nr. 230 Bl. 50  Sc. 40 Ap. 223, Eforie Nord, 758315",0266 695 456
5610515052118,1930-01-04,"Soseaua Beatrice Albu Nr. 723 Bl. 39  Sc. 48 Ap. 821, Corabia, 779046",0746 111 263
3680621514694,1928-11-21,"Strada Nemeș Nr. 848, Greci, 356435",0721 569 164
4810714342726,1971-06-17,"Aleea Norman Pop, Valea Mare (Babeni), 800833",0250 660 804
7140214348572,1957-08-30,"Intrarea Ababei Nr. 85, Buzau, 186422",0769 515 586
5220527412620,1909-04-11,"Drumul Crenguța Nemeș, Lugoj, 403762",0768 669 997
2030607172682,1933-01-14,"Bulevardul Damian Nemeș Nr. 384, Sebis, 656413",0711 031 077
2250919418651,1924-11-02,"Strada Margareta Stănescu Nr. 802 Bl. 20  Sc. 17 Ap. 287, Curtici, 314099",0728 224 331
8100320390870,1975-04-28,"Bulevardul Popa Nr. 21 Bl. 96  Sc. 32 Ap. 505, Domnesti, 548802",0248 498 856
2160529017353,1971-02-16,"Intrarea Dobre, Cisnadie, 745394",0759 014 825
2920404270134,1919-03-04,"Bulevardul Ioniță, Caracal, 893546",0245 735 969
5680922452414,2001-09-18,"Intrarea Marin Nr. 879, Baicoi, 246219",0241 098 406
4800207281012,1948-02-23,"Strada Arina Nemeș Nr. 70 Bl. 19  Sc. 55 Ap. 770, Schela Cladovei, 528316",0258 900 480
7990428395093,1911-02-12,"Intrarea Lelia Ionescu, Arbore, 366413",0755 863 465
3990822030856,1923-03-14,"Intrarea Floare Oprea Nr. 89 Bl. 15  Sc. 53 Ap. 896, Sannicolau Mare, 876028",0260 842 651
3830828360983,2007-01-11,"Drumul Ana Suciu, Giroc, 555929",0737 637 452
5800805097546,1913-06-12,"Aleea Felicia Marin Nr. 370 Bl. 61  Sc. 81 Ap. 825, Copsa Mica, 389709",0727 391 530
5430305258522,1952-02-23,"Bulevardul Manole Nr. 74 Bl. 98  Sc. 13 Ap. 396, Baraolt, 188662",0749 302 809
4000626173585,1946-05-10,"Bulevardul Diaconescu Nr. 893 Bl. 15  Sc. 68 Ap. 714, Glina, 612100",0242 647 194
3031115167427,2012-04-26,"Drumul Tomescu, Cumpana, 243347",0739 897 368
5880907236781,1989-06-08,"Strada Veniamin Toma Nr. 44, Sighisoara, 208534",0262 875 847
7720316088763,1916-09-27,"Drumul Dumitrescu Nr. 397 Bl. 50  Sc. 94 Ap. 223, Dancu, 746781",0258 579 931
3590904344064,2013-02-14,"Bulevardul Ionescu, Sighetu Marmatiei, 166084",0269 538 893
1720711178015,1944-02-21,"Strada Emanoil Diaconu Nr. 70, Simleu Silvaniei, 798260",0238 439 268
7180131338323,1923-09-16,"Soseaua Niță, Chisineu-Cris, 774945",0729 063 954
