first_name,last_name,birthdate,personal_number,address,phone_number,job,iban,currency,balance
Delia,Marin,1960-07-19,8750904173750,"Soseaua Ardelean, Poienile de sub Munte, 723153",0231 845 028,Conducator Antrepriza Constructii-Montaj,RO68WYYK7700536044658543,SGD,97260794166
Marian,Georgescu,1911-09-01,2390108047741,"Soseaua Voicu Manole Nr. 37, Dobroesti, 572114",0737 733 679,Tehnician Pedolog,RO23WTYS7966555120251053,MGA,78802077413
Axinte,Tabacu,2005-04-05,7600129058538,"Intrarea Aanei Nr. 233, Zimnicea, 465125",0247 003 634,Avocat,RO13WTWN2953079062640498,MRO,51389109713
Ionuț,Ionescu,2001-03-01,6130812274608,"Intrarea Dima Nr. 17, Siret, 193408",0267 025 507,Ajutor Fochist,RO94SURG5603261120006253,HTG,86216548990
Cosmin,Tomescu,1915-09-01,7740108312262,"Intrarea Viviana Ene Nr. 735, Peretu, 360721",0238 575 758,Inspector Protectie Sociala,RO91ETXM5528404634470402,AMD,65414521467
Alida,Diaconu,1955-09-19,5930911114255,"Strada Stan Nr. 26, Murfatlar, 287027",0736 100 337,Referent Bancar/Societate De Leasing,RO43EYSY8596872028807696,ARS,76532199888
Manole,Toma,1949-02-21,3900914428616,"Drumul Stancu, Sandominic, 440012",0263 420 865,Operator La Recoltarea Si Toaletarea Arborilor Forestieri,RO60CPGE3926254322469547,FJD,23301700297
Doriana,Tudor,2007-05-15,2290723273801,"Intrarea Diaconu Nr. 465 Bl. 88  Sc. 21 Ap. 251, Baia Mare, 866258",0240 962 283,Inspector Veterinar Sef,RO23OHOC6375956146880661,GGP,41344132981
Norbert,Stănescu,1961-09-21,2761014424195,"Soseaua Alma Barbu Nr. 117 Bl. 89  Sc. 26 Ap. 513, Pipera (Voluntari), 745171",0242 927 121,Lucrator In Bataje (Batator),RO59PYVW1828884071753881,NIO,17599192501
Janina,Dobre,2009-01-22,7730116437908,"Bulevardul Georgescu Nr. 446 Bl. 78  Sc. 30 Ap. 702, Straja, 855318",0239 149 684,Instructor/Preparator Formare,RO13LRMK7483862981455725,USD,93325977900
Varvara,Ioniță,1998-03-23,8150626039747,"Strada Ardelean Nr. 65, Segarcea, 839578",0248 873 568,Operator La Conditionarea Si Prelucrarea Plantelor Medicinale,RO30ZSRZ1057022110817880,GHS,55108068186
Evelina,Cristea,1929-06-16,7381202207150,"Soseaua Dinu, Strejnicu, 143942",0747 461 780,Smantanitor,RO55CTUK0292091312694718,SPL,80360488243
Severin,Dochioiu,1936-09-21,5680524401441,"Drumul Ionescu Nr. 491 Bl. 32  Sc. 57 Ap. 234, Drobeta-Turnu Severin, 110392",0720 388 369,Comentator Radio Tv,RO41ZWTV4858035362641795,AZN,50061015403
Catrinel,Ardelean,1926-02-20,5241226377067,"Drumul Diaconu, Baia Mare, 396656",0750 486 684,Confectioner Lampi Cu Vapori De Mercur,RO68IUHX9614755656155132,ILS,12640606781
Nichifor,Nistor,2009-06-01,2481201058306,"Intrarea Cristea, Techirghiol, 986333",0744 777 018,Revizor Siguranta Circulatiei Feroviare,RO86EHOZ5413503743003652,MWK,92033239827
Antonela,Popescu,1931-07-06,1251230133870,"Intrarea Gheorghiu, Curtici, 894321",0258 448 949,Electromecanic Electroalimentare,RO91GERN8010975839451395,CNY,76013710508
Rozalia,Diaconescu,1909-02-22,7950211167761,"Intrarea Albu, Dragu-Brad, 411897",0786 386 991,Presedinte De Judecatorie,RO65QQQT1207375571632097,SCR,32410668127
Monalisa,Dochioiu,1944-12-21,3091120102417,"Intrarea Georgescu Nr. 77 Bl. 12  Sc. 18 Ap. 741, Cernavoda, 191694",0758 719 333,Confectioner Incaltaminte Ortopedica,RO87OAFG2271860639197391,AZN,84229162662
Liliana,Ababei,1957-02-18,3720719169779,"Intrarea Stan, Cernavoda, 745694",0263 001 270,Geamgiu,RO07SRFH7633655912094215,IQD,145976715
Romeo,Georgescu,1964-05-06,4330520038058,"Intrarea Panagachie Gheorghiu Nr. 29 Bl. 81  Sc. 77 Ap. 648, Balan, 477917",0780 361 244,Confectioner Plute,RO41JUNF4969705214419519,TJS,45816350846
Eugenia,Eftimie,1950-10-05,4941222460401,"Drumul Ernest Pușcașu, Sangeorz-Bai, 876552",0737 137 827,Proiectant Inginer Celuloza Si Hartie,RO24NSRW9664367513680472,QAR,39390342378
Cezar,Stancu,1965-05-19,7720626356696,"Drumul Stancu Nr. 11, Sandominic, 571660",0767 411 444,Operator La Fabricarea Nutreturilor Combinate,RO49LZIY0401479433239543,HRK,37508249155
Bebe,Diaconescu,1937-10-30,5630506341239,"Soseaua Florea, Valenii de Munte, 561863",0239 581 578,Pregatitor La Produse Explozive,RO69LXAP3880167008951741,THB,93344648355
Francisc,Dobre,1916-07-06,6120518109537,"Aleea Sinică Georgescu Nr. 66, Suceava, 518101",0755 151 172,Sef Serviciu Marketing,RO56RKBL5623870946058597,CAD,94634621939
Lorena,Stan,1950-10-27,4860413308282,"Bulevardul Emanuil Stoica, Feldru, 332208",0263 427 815,Director Asezamant Cultural,RO04QYAR5324578926180089,OMR,47971434794
Nicuță,Gheorghiu,1929-01-08,8870815124198,"Soseaua Ababei Nr. 404 Bl. 14  Sc. 74 Ap. 350, Baia Sprie, 257759",0723 905 519,Sef Corp Executori Bancari,RO57KCIK8997043994359122,GNF,4644684884
Norbert,Florea,1982-10-15,3310112372567,"Intrarea Oprea, Dorohoi, 941645",0752 324 511,Operator Ingreunator Matase Naturala,RO39OBQC7369419599922320,SVC,67052139543
Ionela,Florea,1909-03-02,2641016249141,"Aleea Preda, Rasnov, 729584",0764 433 794,Inginer De Cercetare In Agricultura,RO95ROGL8706067620888354,RUB,76660255630
Marta,Tomescu,1921-01-08,4830229445942,"Strada Camil Gheorghiu, Vulcan, 116187",0236 971 183,Mestesugar Finisor Vegetal,RO80XKTI1401262201985449,SZL,4042496481
Alexandru,Popescu,1946-08-22,3670302110798,"Intrarea Luciana Mazilescu, Lupeni, 590477",0235 911 175,Macelar,RO02DREC9088392829523459,MAD,62373426912
Stelian,Nistor,1955-05-09,3500219367742,"Soseaua Ardelean, Siret, 538558",0240 279 554,Cercetator In Microelectronica,RO96POFI1542784548449494,GIP,48755100214
Lili,Georgescu,1955-06-21,1770201290519,"Aleea Nemeș Nr. 848 Bl. 61  Sc. 96 Ap. 638, Curtici, 866390",0735 715 654,Cercetator In Meteorologie,RO73KICJ1423877005788128,GIP,16073258166
Emanuil,Nistor,1925-06-22,4880208345742,"Intrarea Pușcașu, Miercurea-Ciuc, 372970",0240 277 802,Cercetator In Electrotehnica,RO84DJER2454787684147750,TTD,32295116779
Cristian,Mazilescu,1925-06-28,2340513514195,"Soseaua Dumitrescu Nr. 62 Bl. 38  Sc. 24 Ap. 352, Sfantu Gheorghe, 563253",0751 245 546,Solist Instrumentist,RO36BQAM7735003094945661,IDR,34460561147
Robert,Niță,1942-11-18,3480324240067,"Soseaua Albu Nr. 598 Bl. 92  Sc. 80 Ap. 947, Turnu Magurele, 662419",0760 919 678,Lector Presa/Editura,RO45PBOL1576296326431102,SCR,54237319630
Emil,Manole,1999-07-26,8020510351832,"Intrarea Popescu Nr. 22 Bl. 50  Sc. 73 Ap. 297, Baia Mare, 379159",0255 094 329,Organizator Spectacole,RO19LCEL0886182715733900,AUD,94522056853
Ladislau,Tomescu,1927-02-12,8301228296131,"Aleea Gheorghiu, Tudora, 971036",0747 151 010,Electrician Verificari Si Masuratori Electrice In Centrale Si Retele Electrice,RO81RVJW0632618138150226,LBP,11990294305
Daria,Dochioiu,1945-07-10,3840620116072,"Drumul Lorin Diaconu Nr. 96 Bl. 19  Sc. 95 Ap. 554, Pipera (Voluntari), 378763",0723 605 569,Grefier Documentarist,RO10AIDJ7185555067290213,LKR,54877036368
Emanuil,Stan,1908-06-23,4501115268406,"Drumul Cerasela Stan, Galati, 842310",0738 597 433,Asistent De Cercetare In Petrol (Extractieprospectiune),RO58PVDW2632394524291306,AFN,75629099837
Ioana,Mazilescu,1924-08-22,2341007414025,"Soseaua Manole Nr. 26 Bl. 17  Sc. 26 Ap. 543, Baicoi, 981807",0768 815 178,Muncitor Necalificat In Pescuit Si Vanatoare,RO02KMQD4922360970893970,VND,42148815363
Ileana,Stoica,1911-08-28,4160721467461,"Soseaua Pușcașu, Targu Ocna, 602601",0244 325 773,Pregatitor Paste Chimice,RO24ONLV5574582631461319,UAH,9782520837
Petru,Dochioiu,1909-10-24,7360711345090,"Soseaua Oprea Nr. 732, Sangeorz-Bai, 370125",0260 848 586,Sef Sector Industria Prelucratoare,RO73LKHZ8268395567540641,SRD,2295623678
Raul,Dobre,1944-09-22,2290621274927,"Bulevardul Popescu Nr. 19 Bl. 18  Sc. 72 Ap. 246, Targu Mures, 785917",0743 071 672,"Profesor In Invatamantul Liceal, Postliceal",RO44ZETG6034829657266887,IMP,91836467553
Claudiu,Tabacu,1975-12-31,2760515434387,"Strada Tabacu Nr. 858 Bl. 93  Sc. 79 Ap. 611, Campulung, 831047",0240 239 673,Pilot Instructor Aeronave,RO61QJBP7050924371951975,AFN,27926948350
Vladimir,Ene,1947-04-16,5090908237861,"Intrarea Ionescu Nr. 92 Bl. 66  Sc. 40 Ap. 824, Barlad, 722376",0250 197 822,Inginer De Cercetare In Instalatii,RO78CVBC9490022591228639,BYR,25319356111
Aureliana,Manole,1952-06-21,4671205364560,"Strada Haralambie Tabacu Nr. 871, Viseu de Sus, 322276",0269 509 285,Regizor Studio,RO48CKVE5490374509935140,WST,82602253491
Eugen,Preda,1926-05-31,5020627043715,"Soseaua Mocanu, Onesti, 632500",0725 793 519,Inginer Metalurgie Neferoasa,RO06SHDG2686620413260895,WST,48881970501
Pamfil,Tomescu,2020-04-03,2721211331068,"Drumul Natalia Manole, Lunca Cetatuii, 748896",0267 652 477,Vicepresedinte Asociatie Patronala,RO24XQSP5115689640962850,JMD,18757156811
Cantemir,Albu,1913-03-22,8811211417481,"Intrarea Nistor Nr. 530, Victoria, 108786",0758 945 215,Procuror Sef De Sectie Adjunct,RO31LZWT2832180422580349,BAM,32705046996
Virginia,Ardelean,1987-11-08,4470928306668,"Bulevardul Nistor Nr. 178 Bl. 31  Sc. 96 Ap. 246, Valea Mare (Babeni), 293005",0784 706 884,Inginer Imagine,RO43EYWW5690488871201397,AUD,65862112101
Silvia,Eftimie,1949-02-01,3921203314506,"Intrarea Pop Nr. 430 Bl. 51  Sc. 49 Ap. 192, Onesti, 761935",0269 863 031,"Proiectant Inginer Textile, Pielarie",RO90MMZH4320104115052434,LKR,82143678999
Violeta,Stoica,1923-05-25,8450904082998,"Bulevardul Georgescu Nr. 371, Vulcan, 357138",0237 911 862,Director Restaurant,RO63KMEK6728051598919398,XPF,14362480768
Stelian,Dobre,1961-05-19,7420102116437,"Aleea Georgescu Nr. 206, Bosanci, 896009",0742 730 676,"Pregatitor, Completator De Echipamente Tehnice Si Sdv-Uri",RO30WGOJ0769606849283200,BWP,61227458887
Victoria,Georgescu,1926-05-21,8900614280331,"Drumul Stănescu, Giurgiu, 411290",0269 115 336,Pregatitor Metale Vechi Pentru Retopire,RO11XGCB2858323583074439,TJS,54925183163
Astrid,Tudor,1961-09-11,6810325401268,"Aleea Antonie Mocanu, Calafat, 778593",0722 286 364,Consul General,RO31NCPV5817398199535141,EGP,40945711370
Jasmina,Popa,2008-06-10,2780329381709,"Aleea Ilona Nemeș Nr. 76, Glina, 159695",0245 412 912,Bucatar Specialist/Vegetarian/Dietetician,RO65UKCS0681197694521930,MYR,68482746981
Sorana,Stoica,2022-05-19,4510112035660,"Aleea Marin, Baraolt, 426589",0756 701 749,Presedinte Tribunal,RO60HOQK8540570440916474,XPF,69095831485
Andrada,Pușcașu,1954-10-01,2050621339192,"Drumul Barbu Nr. 169, Giarmata, 997701",0735 599 890,Arhivar,RO86NDQA5144764525569132,HUF,47014916620
Roxelana,Tomescu,2003-07-12,1030413260315,"Drumul Paula Dima Nr. 419 Bl. 89  Sc. 97 Ap. 741, Segarcea, 105990",0711 403 492,Inspector De Concurenta,RO13MVWS4696021319279485,ISK,76273182918
Pompiliu,Dima,1962-09-28,3090225294611,"Drumul Niță Nr. 59, Simeria, 488611",0252 379 564,Manager De Operatiuni/Produs,RO05BLIQ2077489973752252,IDR,51329763709
Varvara,Pușcașu,1910-04-08,4130322383101,"Bulevardul Ababei Nr. 20 Bl. 66  Sc. 75 Ap. 828, Macin, 102533",0752 500 911,Prelucrator Mecanic Metale Pretioase,RO08MTHF8954269667914628,INR,65061392856
Vincențiu,Niță,1985-07-04,4760918113201,"Drumul Nistor Nr. 35, Iernut, 617373",0269 878 719,Inginer De Cercetare In Ingineria Sanitara Si Protectia Mediului,RO35XEWZ0338160570416663,VND,27471570333
Nicoară,Ababei,1965-02-13,1080826527831,"Soseaua Bianca Niță Nr. 306 Bl. 99  Sc. 43 Ap. 715, Cluj-Napoca, 612022",0249 523 043,Asistent Regizor Studio,RO40MMNS4759974811072638,AUD,84032838339
Ștefan,Florea,1949-06-13,1071130123718,"Strada Toma Nr. 330 Bl. 61  Sc. 23 Ap. 138, Radauti, 800260",0240 968 763,Trasator Optic,RO29EWHZ0357324239981793,PAB,49140973742
Zina,Stancu,1967-08-25,8261231356451,"Drumul Eftimie Nr. 99, Rosiori de Vede, 843757",0753 763 291,"Asistent De Cercetare In Arte Plastice-Textile (Tapiserie, Contexturi, Moda,Imprimeuri)",RO92LXSV7621842366167766,TJS,97554207091
Clementina,Diaconu,1999-05-21,3861123093860,"Bulevardul Paul Nistor Nr. 938, Amara, 206141",0252 771 337,Conducator De Organizatii Umanitare,RO85QAOT9026202251133853,MMK,53024345743
Camelia,Stoica,2021-11-25,6131006194269,"Drumul Tania Dumitrescu Nr. 25 Bl. 34  Sc. 68 Ap. 845, Targu Frumos, 323614",0264 502 945,"Inginer De Cercetare In Tehnologia Chimica A Produselor Textile, Pieii, Blanurilor Si Inlocuitorilor",RO61ZKHU6261288570722227,AED,43792646640
Sabina,Toma,1944-12-23,3100925358426,"Aleea Ileana Dima, Braila, 799817",0762 832 484,Secretar General Academie,RO17ZEFR8899855778267491,JEP,21803283667
Grigore,Stănescu,1937-03-26,7081215283180,"Intrarea Cristea Nr. 389 Bl. 69  Sc. 93 Ap. 922, Simeria, 852974",0728 715 010,Comentator Publicist,RO04MHFU8496727401414749,MAD,61932120229
Ica,Oprea,2003-09-12,6771218412067,"Soseaua Florea, Straja, 838981",0256 535 850,Cioplitor In Piatra Si Marmura,RO83MSLU9764973059203378,UYU,66196794491
Emil,Stancu,2000-10-17,4230625296391,"Drumul Georgescu Nr. 234 Bl. 28  Sc. 53 Ap. 992, Curtici, 895248",0246 952 298,Confectioner Corsete,RO32QWKT9048223338665319,LRD,36738640922
Lăcrămioara,Stănescu,1916-07-03,5991215384170,"Aleea Popescu Nr. 446, Pancota, 935985",0767 466 296,Masinist Mecanic Traweling,RO84XVUR2503473241763530,MUR,8413969675
Cezara,Stoica,1948-12-14,4450323350186,"Aleea Leopoldina Stancu, Calafat, 616431",0759 341 457,Subinginer Tehnolog In Fabricarea Armamentului Si Munitiei,RO17BDON6037072857352459,GTQ,20007675158
Iasmina,Dochioiu,1942-07-15,2580211230181,"Strada Suciu Nr. 671, Marasesti, 968974",0248 442 069,Conducator De Intreprindere Mica ,RO88IVZU8224956209862398,LRD,78571392491
Mirabela,Toma,1938-10-29,8571023348992,"Drumul Florea Nr. 16 Bl. 90  Sc. 74 Ap. 980, Piatra-Neamt, 879901",0742 988 688,Asistent De Cercetare In Etnologie,RO56LEZO4869020925472551,CAD,96590994298
Florica,Stoica,1948-05-23,7141228353481,"Aleea Nistor Nr. 16 Bl. 31  Sc. 89 Ap. 492, Turda, 368864",0245 630 569,Administrator,RO71RVZO8466657356040402,PAB,29634441754
Claudiu,Ababei,2002-01-23,4291114376721,"Aleea Stoica, Pogoanele, 723871",0734 937 594,Referent De Specialitate Actuar,RO63EXDB3041001065919916,PAB,13888709061
Mircea,Pop,1937-05-23,7450219162481,"Intrarea Nistor, Corabia, 925507",0754 405 666,Maistru Minier,RO04LOEZ6249036235843816,LRD,49905064176
Constanța,Aanei,1954-05-17,7850202085953,"Drumul Diaconescu, Fetesti-Gara, 959791",0260 397 984,Operator Decator,RO88HOBW0716105563073121,STD,1549331797
Arsenie,Preda,2020-07-14,3850115335128,"Drumul Stancu Nr. 68 Bl. 97  Sc. 33 Ap. 944, Baia, 552911",0248 800 215,Operator Flotare Produse Fluide,RO28SEXD2835025368342183,XDR,11780315587
Lavinia,Manole,2000-05-20,8780231368759,"Intrarea Elisabeta Nemeș, Savinesti, 859353",0780 346 452,Inspector De Specialitate Inginer Silvic,RO41OIHQ4102341014380756,EGP,7711153068
Ileana,Ioniță,2017-02-04,8310821033635,"Drumul Iuliana Diaconu, Balan, 305100",0752 652 247,Debitator-Slefuitor Perii De Masini Electrice,RO11PCJG6521597630458383,GGP,6431215334
Ioanina,Popescu,1999-07-30,7880907453124,"Drumul Preda Nr. 216 Bl. 16  Sc. 65 Ap. 237, Anina, 696463",0267 201 330,Operator Retele De Telecomunicatii,RO27GQAW2557571535315279,ERN,70091680346
Emanuel,Popescu,1977-02-17,1880225109853,"Strada Alexandru Ardelean, Berceni, 807416",0249 225 880,Sef Serviciu Evaluarea Resurselor De Munca,RO33EYXC0151754701048909,SDG,86951590040
Alexandru,Dumitrescu,2016-04-24,7150423135210,"Aleea Ardelean Nr. 468, Ramnicu Sarat, 794527",0268 362 323,Laborant Structura Macroscopica Si Microscopica,RO83MIAM7420585008539209,JMD,3566216757
Lucian,Dinu,1948-08-16,3070911159335,"Drumul Eftimie, Buhusi, 382191",0751 487 766,Operator La Instalatii Automate Pentru Prepararea Amestecului,RO24THEZ9559340378794147,MVR,3437601230
Voichița,Dinu,1966-06-25,5351229342077,"Bulevardul Leana Suciu Nr. 844, Dorohoi, 133050",0739 066 891,Operator Portuar Dispecer/Planificator,RO18ZNPK8608798354075755,BOB,23827661128
Leonard,Dima,2021-07-25,8001022172335,"Strada Diaconescu, Podu Iloaiei, 275415",0730 217 587,Asistent Relatii Publice Si Comunicare (Studii Medii),RO09DOYJ9739272749132539,UYU,59124469123
Demetra,Dumitrescu,1932-05-31,2681110046980,"Aleea Manole, Baraolt, 793272",0240 475 601,Contabil-Sef,RO68SWTY0899744123007862,MNT,83595566660
Axenia,Florea,2005-08-10,4851131354035,"Drumul Florea Nr. 282 Bl. 36  Sc. 97 Ap. 198, Plosca, 578004",0760 664 729,Alimentator-Incalzitor De Materiale,RO59OCAH4098243116241112,CUP,61039047178
Zaharia,Nemeș,1976-02-28,7690407115431,"Soseaua Pop, Fetesti-Gara, 464208",0242 735 351,Taietor Silvic,RO29YTDF6796513055257344,KHR,43624611152
Lucian,Popescu,1965-10-13,4370608327017,"Aleea Oprea, Borsa, 389455",0263 176 847,Montor Emisie,RO91LWAU5486790279817089,AWG,6630959337
Melania,Nistor,1972-03-28,2480706241832,"Intrarea Mădălina Marin, Vatra Dornei, 671947",0255 165 392,Finisor Incaltaminte,RO25AVGF8455220652518375,FKP,24501951488
Bucur,Ababei,1924-11-17,4681108247682,"Intrarea Dinu Nr. 260, Cajvana, 247762",0236 600 132,Agent De Dezvoltare,RO59CQZT5042372426870045,ZWD,64294631473
Tudorița,Dima,1965-01-23,1770803048128,"Aleea Georgescu Nr. 42, Craiova, 841520",0732 467 551,Manager Relatii Financiare Externe,RO60UXIC5024263243291517,PYG,63604522568
Zeno,Pușcașu,1981-08-19,6450820063904,"Bulevardul Cristea, Rucar, 478901",0767 472 216,Secretara,RO04MXAV6919971136654342,THB,69254694143
Mircea,Ardelean,1961-08-11,1361107031501,"Soseaua Cristea, Orsova, 740065",0257 924 672,Cercetator In Electroenergetica,RO46MPIQ5263351765223267,BWP,96936082235
Răducu,Tudor,1969-01-09,5011026049001,"Drumul Popescu Nr. 14, Covasna, 751112",0742 170 264,Conducator Carte Funciara,RO76PUBS3835928430021422,RSD,26824149158
Adelin,Dobre,1973-07-06,3480125307300,"Strada Dobre, Falticeni, 659108",0744 501 638,Sef Serviciu Informare Zbor,RO67XPZQ4673671894614635,CAD,14676617470
Jasmina,Toma,1942-08-20,4640114081543,"Aleea Preda Nr. 63 Bl. 92  Sc. 14 Ap. 267, Zimnicea, 335648",0747 509 433,Tocator De Furaje,RO10OMLX0938098140446486,UGX,12853193698
Alistar,Dima,1955-08-31,7860119167542,"Bulevardul Tiberiu Suciu Nr. 50, Brad, 556328",0738 625 726,Sef Departament,RO07SJLK6302861824702984,LBP,99069417013
Nicoleta,Ioniță,2000-05-04,4520925419355,"Intrarea Stancu Nr. 905 Bl. 31  Sc. 34 Ap. 227, Strejnicu, 563612",021 587 6315,Operator Scamosetor,RO82RKMZ3054006667867176,ZWD,16587595480
Nicoară,Voinea,1923-11-27,7251015275954,"Drumul Dima Nr. 44, Cobadin, 406470",0746 170 773,"Termist-Tratamentist De Produse Brute, Forjate, Turnate Sau Laminate",RO75TCLU5680011342087201,TVD,53824798196
Dora,Eftimie,2000-03-15,2240206095374,"Strada Dima Nr. 496, Odobesti, 720513",0769 119 973,Tehnician Machetist,RO52SXFJ2769642203757984,JOD,71649536744
Artemisa,Diaconescu,1967-05-22,4260202405941,"Aleea Albu, Busteni, 149331",0266 483 619,Crescator De Melci,RO33MBUW2458490920345207,PHP,9942540350
Todor,Pop,1913-11-02,5010522329672,"Soseaua Florea Nr. 59, Draganesti-Olt, 268133",0253 179 979,Croitor Confectioner Costume Teatru,RO63QHAR4720166973729062,KYD,49910662040
Rebeca,Stan,1952-05-19,8911025012226,"Bulevardul Ionescu, Talmaciu, 196926",0711 799 956,Agent Orientare Profesionala A Somerilor/Agent Informare Privind Cariera,RO54IOVC6738128336079570,BBD,60263424589
Teodora,Eftimie,2003-12-17,6241227187158,"Strada Stănescu Nr. 692, Cisnadie, 123359",0746 050 370,Distilator La Prepararea Carbunelui,RO46XWIQ5199261510506256,CNY,30259707352
Adelina,Ene,1981-02-15,2170420207988,"Soseaua Diaconescu Nr. 18, Galati, 865800",0771 762 707,Operator Calandor-Govrator Textile,RO26CBTU2874611246218412,LKR,71490580711
Heracleea,Ene,1948-04-29,3490424165754,"Drumul Paulina Tomescu, Greci, 287871",0745 858 408,Preparator Coniac,RO94GUEZ6366184156898318,CZK,77047351164
Tudora,Ionescu,2019-06-18,1210913273814,"Drumul Oprea Nr. 370 Bl. 66  Sc. 16 Ap. 988, Sangeorgiu de Mures, 909251",0244 875 914,"Acordor Acordeoane, Armonici",RO96YWWY6597224938371884,TMT,71523411178
Pamela,Preda,1957-03-09,1660416121728,"Bulevardul Diaconescu Nr. 749, Husi, 882850",0265 225 697,"Tehnician/Tehnician Responsabil Afacere, Metode Organizarea Si Masurarea Muncii",RO29NIJM2606622466700956,GBP,70016246010
Eleonora,Mocanu,1927-07-11,6410206370580,"Intrarea Diaconescu, Bragadiru, 588648",0251 940 065,Programator Ajutor,RO81NXFY2111102807612062,GTQ,31441594537
Sânziana,Oprea,1955-04-12,8800215192305,"Strada Relu Oprea, Vladimirescu, 964828",0232 093 306,Maistru Mecanic Masini Si Utilaje Pentru Constructii,RO19RQPU2959994837759696,JPY,89712993859
Lorena,Albu,2002-05-20,7030119363290,"Strada Ene, Barlad, 608866",0242 553 923,"Inginer-Sef Intreprinderi De Reparatii Obiecte De Uz Casnic, Curatatorii Si Alte Servicii Pentru Populatie",RO18ETCU9655259254056113,TTD,82737442962
Renata,Nistor,1922-11-17,2460209302446,"Strada Marin Nr. 445, Suceava, 280706",0262 630 544,Cocsar,RO91HLZN7059862781612521,TZS,4560592722
Victor,Pușcașu,1921-06-02,7990930245633,"Bulevardul Toma Nr. 600, Feldru, 606727",0736 237 524,Picher Sef District,RO53NQTM1358994010046321,PKR,83611960982
Petronela,Preda,1991-01-03,1051212143394,"Intrarea Cedrin Toma Nr. 17 Bl. 18  Sc. 37 Ap. 946, Otopeni, 404828",0753 775 019,Nituitor,RO76FZSD3943829717102703,IDR,79110289088
Aurelian,Tabacu,1989-01-03,8780907058614,"Intrarea Zamfira Cristea Nr. 96 Bl. 15  Sc. 31 Ap. 975, Valea Caselor (Dragasani), 824771",0257 871 446,Sef Pastravarie,RO33HVOA6992944694851689,HUF,84669875943
Larisa,Ardelean,1913-03-28,7841216311341,"Strada Tomescu, Borsa, 356174",0728 314 186,Consilier Proprietate Industriala Autorizat,RO26PJVH6079272240890383,PEN,44890005738
Paulina,Nemeș,1918-09-20,7711102178380,"Intrarea Ionescu Nr. 684, Buftea, 703434",0263 854 478,Servator Far Maritim Si Statie Semnal De Ceata,RO49MHUL9675273660690321,BZD,83656294410
