first_name,last_name,personal_number,birthdate,county,address,phone_number,job,iban,currency,balance,latitude,longitude
Eduard,Manole,3800619207940,1933-07-24,Iași,"Aleea Dochioiu Nr. 902 Bl. 79  Sc. 78 Ap. 609, Reghin, 203940",0758 388 729,Ghid De Turism Intern (Local),RO07IFXL2263008625910882,ZWD,51258852774,-17.287659,-70.250529
Cristofor,Suciu,3130716218988,2003-09-27,Dâmbovița,"Bulevardul Ioniță, Talmaciu, 741126",0746 245 352,Ghemuitor,RO25WUYO9015933499060033,RUB,12076789358,78.6056665,80.443708
Sandu,Diaconescu,2890501356035,1997-11-07,Mureș,"Intrarea Nistor Nr. 932 Bl. 70  Sc. 99 Ap. 380, Tudora, 630795",0250 930 676,Gardian Feroviar,RO39XHKV8666231963957681,JOD,96337691299,0.9298545,93.804915
Jasmina,Ionescu,8930306289737,1943-07-10,Timiș,"Aleea Nistor Nr. 494, Curcani, 814165",0769 623 044,Manager Imbunatatire Procese,RO43COVI5869626837612845,TMT,80496728164,-43.3491065,-73.895202
Simi,Tabacu,8790922361108,1968-07-11,Maramureș,"Strada Renata Barbu Nr. 986 Bl. 65  Sc. 39 Ap. 294, Lunca Cetatuii, 302311",0246 833 389,Ambasador,RO02TPJW9251571875745923,LTL,68260423959,22.920292,-96.823088
Loredana,Nistor,5431124034718,1959-11-28,Sălaj,"Drumul Popa, Podu Iloaiei, 651404",0249 795 363,Administrator Financiar (Patrimoniu) ,RO08DROA0028712099238485,BOB,26466195166,-76.862640,130.353399
Cipriana,Diaconu,3520629195246,1979-03-04,Dâmbovița,"Drumul Ion Eftimie Nr. 942, Mioveni, 297958",0743 233 583,"Inginer De Cercetare In Tehnologia Chimica A Produselor Textile, Pieii, Blanurilor Si Inlocuitorilor",RO06AVCJ5426659053265383,SVC,6966170096,-71.253416,83.846724
Adelin,Nemeș,1630519421040,1941-01-02,Galați,"Intrarea Aanei Nr. 771, Voluntari, 530520",0721 843 819,Mecanic Locomotiva Si Automotor,RO26FGAL4482869830340709,JOD,88573564572,12.201937,-123.914354
Adela,Tomescu,1050504300962,1956-01-16,Vaslui,"Drumul Georgescu, Covasna, 415916",0735 225 547,Ceasornicar,RO97LOCA7441426567160064,USD,25294427752,10.870803,107.871432
Dida,Dima,7560421086618,1984-09-13,București,"Drumul Natalia Eftimie Nr. 81 Bl. 52  Sc. 28 Ap. 310, Caracal, 825862",0269 470 766,Gardinator,RO62AGSX4655404239282581,ISK,71106223916,31.780790,-125.321629
Daniela,Dima,7540314356225,1965-08-05,Călărași,"Aleea Ababei, Buzau, 392842",0758 032 507,Operator In Domeniul Proiectarii Asistate Pe Calculator,RO47ZHPB4592780771764380,AWG,98597298998,-65.151020,-104.091364
Leonard,Ionescu,7350407234160,1946-03-09,Constanța,"Soseaua Albu Nr. 99 Bl. 30  Sc. 38 Ap. 740, Babadag, 768937",0740 687 387,Consultant De Securitate,RO20YOHL5375368649091754,KMF,48348861165,12.497918,162.162252
Aurelian,Voinea,7820217164235,2004-11-03,Olt,"Aleea Stan Nr. 980, Boldesti-Scaeni, 825474",0726 938 118,Consultant Bugetar,RO25ANOI4929106586450050,ISK,53703190003,-12.673753,-58.458939
Răzvan,Florea,5891210138842,2021-12-07,Vâlcea,"Strada Eftimie, Craiova, 569987",0728 038 200,Cizelator Clisee Galvanice,RO29COTZ0481338434025705,RUB,96740825400,-63.795913,-114.303734
Tudorița,Stănescu,1630601108156,2005-03-11,Olt,"Aleea Suciu Nr. 38 Bl. 34  Sc. 41 Ap. 519, Barbulesti, 841849",0758 111 582,Specialist Proprietate Intelectuala,RO38FYKZ0172243841635212,HKD,75436891131,18.3397105,48.904633
Avram,Diaconescu,1580709327254,1915-11-12,Harghita,"Drumul Marin, Mioveni, 565755",0257 120 886,Regizor Muzical,RO17TFKS6860726158634189,BHD,25669308042,64.564413,-101.732447
Mădălin,Diaconu,3430526375486,1962-01-01,Neamț,"Intrarea Tabacu Nr. 89, Straja, 704488",0736 814 043,Pregatitor Materiale De Sarje,RO58XQRU7968410636255400,PYG,83744267955,-69.2635885,-115.791524
Veta,Oprea,5690411328891,1984-05-15,Ilfov,"Strada Dumitrescu Nr. 83, Drobeta-Turnu Severin, 106430",0261 056 556,Subinginer Mecanic Material Rulant De Cale Ferata,RO42JQST0892562248356517,KPW,99385473541,-36.530353,44.463635
Cantemir,Tabacu,6270727401680,1959-06-03,Caraș Severin,"Aleea Octaviana Diaconu, Domnesti, 181229",0739 729 717,Consilier Inginer Industria Alimentara,RO76QRCD7258709718472068,GNF,45431289992,81.649995,-24.462179
Mitruț,Manole,7910520455810,2007-08-01,Mureș,"Strada Nistor Nr. 451, Buhusi, 784880",0726 013 688,Lucrator Sortator Deseuri Reciclabile,RO72FJFO7927071993126947,NOK,17733631731,77.5559495,9.468107
Ilarie,Nistor,7520107437437,1926-10-15,Brașov,"Intrarea Pușcașu Nr. 957 Bl. 26  Sc. 98 Ap. 459, Teius, 264518",0731 398 706,Inginer-Sef Radioprotectie,RO91FGTH6866379705880392,ZWD,39209897840,-45.3822975,-93.726873
Eleonora,Mocanu,1231107291421,1913-12-17,Bihor,"Drumul Dumitrescu, Titu, 211654",0725 437 538,Disponent In Filaturi,RO92KAQF1533231458694023,CDF,76204988559,67.4833515,8.233854
Alina,Dima,4370430064575,1911-07-27,Dâmbovița,"Bulevardul Manole Nr. 297 Bl. 74  Sc. 13 Ap. 778, Stei, 999748",0772 097 334,Turnator Modelier,RO14MQDQ1028046469944662,AED,87205792717,-83.071715,-105.410011
Sânziana,Stan,1410729149330,1936-07-03,Vrancea,"Strada Tudor, Craiova, 557643",0755 810 799,"Masurator De Gaze, Temperatura Si Radiatii",RO57BAEW1217541994865324,SHP,98433930092,-58.2595755,39.656919
Valeria,Dumitrescu,2480127337752,1942-06-14,Prahova,"Strada Lică Ionescu Nr. 91, Sighetu Marmatiei, 464641",0786 877 346,Operator Presator Tesaturi Textile (Storcator Textile),RO02JGBN5180673057941265,PLN,85795778621,-64.9426615,-93.781920
Adelina,Manole,8200404016933,1966-06-17,Neamț,"Drumul Oprea, Zalau, 554819",0735 937 235,Confectioner Corsete,RO62JIJN7403762840580910,ZAR,29494522919,-71.262859,-43.131521
Simina,Albu,1100606245098,1937-10-16,Giurgiu,"Aleea Gregorian Popescu Nr. 113, Targu Secuiesc, 790994",0240 047 259,Taxator,RO25VHIY8675718496404265,MGA,3577923602,-64.5478975,140.397152
Ana,Dobre,1511220529793,1908-09-04,Vrancea,"Drumul Ene Nr. 355, Roman, 347045",0772 030 200,Functionar Economic,RO78XVYF3011092811456151,CUC,75254748176,-38.8941035,131.967893
Liviu,Niță,7390129017881,2008-02-02,Prahova,"Bulevardul Stancu Nr. 230 Bl. 72  Sc. 98 Ap. 618, Iasi, 598712",0254 721 335,Fochist Pentru Cazane Mici De Abur,RO54CAFQ5673777071842869,AED,24208005464,-46.3226045,99.285975
Crenguța,Aanei,7220121130305,2009-05-28,Vâlcea,"Intrarea Severin Stănescu, Sadova, 711507",0269 346 936,Carbonizator Textile,RO67LIXO5863903329212766,SDG,1258452347,-30.590993,-34.386097
Cerasela,Cristea,3670319028597,1910-11-11,Alba,"Drumul Iuliana Popescu, Sovata, 982360",0733 759 267,Art Director,RO77JNEB6589445442349778,KPW,96040603300,-2.070914,60.397432
Codruța,Gheorghiu,4420513457295,1916-04-15,Călărași,"Bulevardul Pușcașu Nr. 135, Motru, 175477",0785 764 750,Confectioner Unelte Pescuit Din Plase,RO87RCOW3180602634862278,GBP,26543789744,41.388257,35.867957
Toma,Eftimie,3540214162735,1997-05-08,Giurgiu,"Intrarea Oprea Nr. 408, Targoviste, 247637",0756 415 425,Tehnician Merceolog,RO93RDKG0774982831691869,DJF,5004852750,44.6336505,122.977698
Damian,Dobre,3650626236225,1984-12-26,Galați,"Soseaua Pop, Salonta, 377472",0762 180 158,Manager Tehnologia Informatiilor Si Comunicatii,RO17IDZF0651954267502283,KPW,9917841815,65.8530685,-86.242470
Zeno,Diaconu,4030307371211,2017-01-06,Timiș,"Bulevardul Janina Nistor Nr. 98, Bolintin-Vale, 163453",0260 469 440,Cercetator In Meteorologie,RO16TKJR1024261576352294,GGP,16246144954,14.523869,-109.615461
Voicu,Oprea,7401021272218,2020-01-16,Brașov,"Soseaua Ovidiu Dima, Babadag, 938323",0741 660 724,Consilier Matematician,RO17ZKWL6184036904197477,BZD,17296934358,88.6673885,-7.795068
Carla,Dochioiu,4540312200206,1950-11-02,Giurgiu,"Strada Estera Voinea Nr. 940 Bl. 84  Sc. 88 Ap. 404, Baia Mare, 429097",0788 581 748,Ghid Galerii De Arta/Interpret,RO92ULGX5561682763572341,PYG,66215167130,-43.7842525,68.747201
Paul,Marin,8900119222310,1932-11-20,Hunedoara,"Bulevardul Georgiana Nistor Nr. 354 Bl. 58  Sc. 15 Ap. 636, Tulcea, 940702",0739 375 948,Montator Instalatii Solare,RO64RIYS3619288896077255,EGP,69939389215,70.5605105,35.673029
Iuliu,Cristea,5350624174065,1987-02-03,Hunedoara,"Soseaua Oprea, Baia, 267585",0264 779 114,Tehnoredactor,RO62HXOX8739032748628059,CAD,19327044355,-81.743329,36.094626
Vlădelina,Voinea,8800301157724,2019-08-29,Buzău,"Aleea Ardelean Nr. 668, Talmaciu, 970125",0749 682 013,Preparator Amestec Si Topitor Sticla,RO86XJFI6583855528996844,NAD,12226623576,81.6183135,4.795565
Voichița,Albu,7781208310223,2019-02-15,Dâmbovița,"Bulevardul Ionuț Niță, Timisoara, 784853",0752 270 646,Sef Birou/Serviciu/Sectie Circumscriptie Financiara,RO63WOON7780575669593634,LAK,92353111434,58.178390,-138.578786
Victor,Ababei,8610825329173,1994-12-25,Satu Mare,"Aleea Popescu Nr. 160 Bl. 50  Sc. 85 Ap. 956, Sovata, 698671",0251 820 793,Cercetator In Medicina Veterinara,RO82TDMH9398141008219339,CLP,22615163903,75.9907215,-82.453799
Eric,Tudor,2531020222511,2015-09-07,Ilfov,"Drumul Ababei Nr. 689, Sadova, 792146",0239 651 425,Inspector Aeronautic,RO37UHAK3622115284034242,PEN,14484610522,-50.925882,-93.341556
Andrada,Dochioiu,5920317270607,1964-01-14,Vâlcea,"Bulevardul Nistor Nr. 490 Bl. 30  Sc. 22 Ap. 297, Ianca, 602417",0233 764 622,Sef Depou/Adjunct,RO24OFSM0369775620390582,MRO,94980916174,79.0937705,85.148667
Elvira,Barbu,6661103397599,2012-06-14,Harghita,"Soseaua Stan Dima Nr. 60 Bl. 31  Sc. 30 Ap. 309, Jilava, 995967",0766 517 370,"Laminator, Presator Tevi Plumb",RO48VLPB7991418798025351,AZN,96014339450,-54.080722,-72.949211
Antoaneta,Tabacu,5941129407975,1990-04-03,Arad,"Soseaua Stoica Nr. 37, Arbore, 437099",0721 050 282,Confectioner Materiale Didactice Pentru Stiintele Naturii,RO29OXKY8879926520891830,TJS,86866208631,37.420321,70.498865
Sânziana,Nistor,3001227035726,2020-03-18,Mehedinți,"Soseaua Roberta Nistor, Cornetu, 943171",0738 015 007,Revizor Siguranta Circulatiei Feroviare,RO47AUIW5189687238809959,KRW,22740841864,-72.095375,-51.921797
Valeriu,Tomescu,4610112259609,1930-10-13,Bacău,"Aleea Ioniță Nr. 787, Odobesti, 715563",0246 278 535,Zidar Rosar-Tencuitor,RO36RTTN6376865178063304,GHS,10899914124,-3.727915,-148.049717
Giorgian,Stănescu,7050208034901,1951-11-28,Dâmbovița,"Intrarea Claudiu Stan, Sebes, 126966",0788 395 111,Confectioner Lampi Cu Vapori De Mercur,RO21WHZC9052692147834642,GMD,80165301242,-78.9091895,168.594901
Anica,Voinea,6210117430465,1937-08-03,Satu Mare,"Bulevardul Albu, Piatra-Neamt, 946602",0750 037 112,Asistent De Cercetare In Domeniul Zoologic,RO58XZCN4325823182707799,BBD,52393805196,37.3768485,-36.235258
Daiana,Toma,6041103184445,2009-10-16,Maramureș,"Intrarea Ariana Suciu Nr. 487, Barbulesti, 971410",0723 590 663,Conducator Intreprindere Mica ,RO59SXJO0945918949934296,IRR,84384981,48.369306,49.556486
Ariana,Nemeș,6400102367460,1968-09-28,Bihor,"Soseaua Ionescu Nr. 780 Bl. 63  Sc. 82 Ap. 485, Mioveni, 361254",0735 769 045,Inginer De Cercetare In Metrologie,RO77UCCA5058299991230706,NPR,96875628671,74.2542545,-137.572833
Lucia,Ionescu,6800913324653,1983-09-19,Teleorman,"Bulevardul Georgescu Nr. 705, Horodnic de Sus, 825138",0245 745 433,Supraveghetor Jocuri (Cazino),RO29APID0277050356859200,CZK,91526402716,-37.9781035,110.206822
Florina,Dumitrescu,4251020069839,1996-11-03,Olt,"Drumul Tudor Nr. 556 Bl. 81  Sc. 13 Ap. 146, Rucar, 806728",0736 276 477,Sef Divizie Cai Ferate,RO16CWSE3722952892977024,LYD,51649796147,43.6216105,-119.276715
Nadia,Ioniță,7770624105299,1992-11-26,Cluj,"Bulevardul Aanei Nr. 128 Bl. 64  Sc. 74 Ap. 101, Mihail Kogalniceanu, 338797",0764 116 927,Coregraf,RO16URGO2555868598591795,MMK,93700737337,58.8564065,-143.271505
Adina,Popescu,1480714158297,2023-09-16,Giurgiu,"Strada Dinu, Gheorgheni, 460626",0267 288 945,Preparator Surogate Cafea,RO91GZEC7217484170397001,AZN,58254324494,19.222246,-142.445875
Bogdana,Tudor,2100425098333,1990-12-14,Brașov,"Aleea Raluca Ioniță Nr. 379, Navodari, 463823",0742 175 362,Operator Sunet,RO53IDMB2908957749742182,GTQ,14897681860,9.4416525,-78.763227
Martin,Pușcașu,2990919137330,1951-12-25,Botoșani,"Intrarea Dinu Nr. 950 Bl. 75  Sc. 95 Ap. 829, Marghita, 154880",0264 233 277,Inspector De Specialitate Inginer Industria Alimentara,RO75JKJB5540170987417819,YER,41074606816,-77.9725025,79.148221
Zamfir,Mazilescu,4870604089708,1938-05-11,Harghita,"Drumul Preda Nr. 67, Hunedoara, 347843",0236 760 641,Administrator Cumparari,RO39AXXZ8327366219099320,LTL,57322462192,-67.2887175,28.243114
Dorinel,Dobre,6540614129472,2016-07-23,Covasna,"Intrarea Marin Nr. 83, Giarmata, 566733",0251 950 577,Inginer De Cercetare In Prepararea Substantelor Minerale Utile,RO85RLND2854635355663893,MZN,67214572883,61.1740955,-71.338949
Anabela,Popa,4940911060985,1995-03-17,Hunedoara,"Soseaua Manole Nr. 239, Ramnicu Sarat, 261759",0765 271 508,Educator Puericultor,RO21EZYE1789595532883373,ISK,63369717176,51.5352415,18.427037
Floriana,Niță,8420315175781,1955-08-25,Cluj,"Intrarea Steliana Stănescu Nr. 605 Bl. 82  Sc. 38 Ap. 622, Feldru, 930739",0727 623 488,"Grefier Dactilograf (Curtea De Apel, Tribunal, Judecatorie)",RO64QMOK0707484095956446,WST,33805361161,23.7190625,-123.983405
Olimpian,Dinu,2580516088215,1944-03-25,Tulcea,"Strada Ababei, Focsani, 894497",0786 950 943,Ascutitor Laminate La Cald,RO58PNNP6373725796222168,RSD,58643938345,-54.2787555,-17.363754
Marina,Voinea,1110212199650,1916-12-31,Mehedinți,"Drumul Voinea, Timisoara, 157997",0780 076 589,Cercetator Economist In Economie Agroalimentara,RO37VKVF5070820257487855,MDL,33494940258,26.810547,152.612750
Pătru,Stancu,8430623241331,1983-05-07,Cluj,"Intrarea Marin, Buftea, 412291",0733 685 009,Expert Armonizare Legislativa,RO52QQMI7077708881618937,KZT,9494142332,-41.8538525,-114.912073
Darius,Popa,5180612015731,1950-01-16,Bistrița-Năsăud,"Intrarea Sergiu Pușcașu Nr. 86 Bl. 83  Sc. 12 Ap. 156, Tulcea, 191672",0264 769 171,"Acoperitor-Invelitor Tigla, Azbociment, Tabla",RO37XBUQ5601075695661354,BDT,87661474085,-51.021356,-122.824334
Elodia,Popescu,6900403327897,1961-09-14,Vâlcea,"Drumul Pușcașu Nr. 11, Roman, 738909",0754 080 825,Consilier De Probatiune,RO18OLSE6728371297162670,TTD,1460114359,-78.541523,-154.622826
Luminița,Dobre,1890830100111,2023-09-25,Mureș,"Intrarea Lelia Stănescu, Raducaneni, 832051",0269 723 555,Traforator Manual Lemn,RO67ECNN3975943513632300,GEL,70648694383,-87.478218,95.143496
Dorin,Ioniță,7621219088383,1927-08-06,Timiș,"Soseaua Preda, Viseu de Sus, 448541",0240 513 571,"Inspector Specialitate Inginer Textile, Pielarie",RO72OICC8995353414746841,CRC,26182198025,-46.586613,165.788426
Lorin,Mazilescu,3180530413783,2022-05-13,Galați,"Drumul Popa, Ovidiu, 636690",0772 059 029,Ofiter Securitatea Informatiei (Security Officer ,RO30CXVV1586459009931885,SGD,67432905400,-26.9320355,84.134366
Pompiliu,Ene,1221105386547,2019-04-30,Hunedoara,"Strada Ioniță Nr. 758 Bl. 35  Sc. 90 Ap. 969, Sangeorgiu de Mures, 980694",0756 082 554,Referent Difuzare Carte,RO59UCUR4694720033005538,ETB,85992689656,-59.2538475,-130.691869
Natașa,Stoica,8210620330231,2007-12-11,Caraș Severin,"Intrarea Liliana Barbu Nr. 58, Tomesti, 372361",0727 307 543,Maestru De Sunet,RO12ELFJ8996881007508020,MVR,76734952703,72.722612,164.526155
Theodor,Cristea,1020715231700,1980-09-06,Botoșani,"Bulevardul Niță Nr. 46, Curtici, 166623",0266 171 935,Pregatitor Materiale De Sarje,RO24NXGI1555741810326462,SGD,3058606254,-32.095202,-4.758728
Sabrina,Mazilescu,2321207038601,2018-11-23,Călărași,"Bulevardul Nistor Nr. 40 Bl. 83  Sc. 31 Ap. 573, Ruscova, 116844",0722 709 509,Sef/Sef Adjunct Centru Exploatare Retele Electrice,RO04JHYC0063620463867836,MAD,85078618233,23.386698,-22.206199
Mihai,Preda,2740325310841,2019-02-20,Vrancea,"Strada Nistor, Oradea, 700367",0726 594 995,Expert Biolog,RO53WRYX2375188767563999,UYU,67956763142,-28.3996805,-176.312514
Savina,Albu,6051229270065,1999-11-25,Tulcea,"Aleea Nemeș, Marghita, 350576",0258 488 818,Meteorolog Previzionist,RO46JWTF9514632393081284,GYD,39729471996,-57.728820,-17.931190
Tudorița,Popescu,2130115268291,1958-01-31,Harghita,"Drumul Mărioara Manole Nr. 135 Bl. 58  Sc. 64 Ap. 284, Curcani, 333921",0721 192 538,Manager De Operatiuni/Produs,RO57BSCO5282161212496230,AUD,54541131668,63.0457355,-39.281278
Sinică,Georgescu,8970809346904,1943-09-26,Arad,"Drumul Sever Nistor Nr. 730, Sebes, 521572",0728 330 826,Laminator Pe Laminoare Continue,RO72UDKY1719292652302335,TVD,78940217653,-20.2491905,-8.425411
Filip,Dobre,3000705424179,1929-11-06,Tulcea,"Soseaua Suciu Nr. 30 Bl. 60  Sc. 65 Ap. 854, Sannicolau Mare, 836293",0252 307 830,Colector (Recuperator) Creante/Debite,RO35OQBD8763239496896497,SPL,93202701109,78.7691655,86.567467
David,Georgescu,6670115241579,1963-11-22,Vrancea,"Aleea Timea Stoica Nr. 495, Sinaia, 431502",0764 408 407,Mediaplanner,RO15XVIS2956512877152912,BGN,22004443024,84.5754915,-33.222960
Henrieta,Voinea,6440412102986,1928-02-09,Brașov,"Aleea Stănescu Nr. 93, Ruscova, 557544",0246 360 242,Inspector Telegrame,RO88QRQZ8291567934483324,MXN,14857563578,14.475078,172.663963
Diana,Pușcașu,8581202515179,1983-03-17,București,"Soseaua Dorli Aanei, Simleu Silvaniei, 891166",0258 466 471,Turnator Fonta Pe Banda,RO91AEVT2344575269608198,DJF,82682939954,-26.7655105,-93.751585
Grigore,Pop,8520317055081,1956-08-05,Sălaj,"Drumul Sonia Albu, Vicovu de Jos, 405494",0746 458 910,Metalizator Prin Cufundare In Metal Topit,RO29BNHS9935300047854021,EUR,85099525469,-80.9658905,18.969305
Dariana,Dinu,8060328141021,1931-10-06,Bihor,"Bulevardul Leontina Stoica Nr. 668 Bl. 17  Sc. 42 Ap. 508, Plosca, 324021",0261 502 592,Expert Medic,RO45ETGF8063801988680331,LSL,33797252706,-85.7930265,-11.701457
Rica,Eftimie,5580720231364,2002-12-05,Maramureș,"Intrarea Toma Nr. 963 Bl. 16  Sc. 87 Ap. 293, Sadova, 118177",0247 175 381,Arhiereu-Vicar,RO33SYUH6888822817661090,HUF,69267504673,0.718807,125.959628
Marius,Eftimie,5310218431855,1964-05-09,Harghita,"Aleea Pop Nr. 21, Vaslui, 721864",0759 720 756,Sef Retea Telecomunicatii,RO89NITJ9106683695763809,BYR,96827417,80.902539,109.199860
Nichifor,Albu,5140329076939,2021-07-01,Gorj,"Bulevardul Stoica Nr. 698, Tuzla, 400023",0259 792 732,Inspector Coordonator Daune,RO10RAEU5817495256019221,BIF,60180802810,37.8407275,-138.360069
Zenovia,Nistor,8030710305783,1971-04-18,Arad,"Bulevardul Ruxandra Preda Nr. 18 Bl. 32  Sc. 45 Ap. 798, Murfatlar, 316071",0786 522 614,Cercetator In Turnarea Metalelor,RO69NEXT2889218271015290,MOP,26422022962,-69.2422615,-129.154078
Vasilică,Tabacu,5400213380219,1947-09-02,Argeș,"Strada Florea Nr. 902, Domnesti, 485504",0749 732 207,Agent De Turism Tour-Operator,RO86JIOH1108565335408275,BSD,40989601720,-62.785034,48.929228
Aristide,Marin,4000902401786,1999-03-19,Ialomița,"Bulevardul Pușcașu Nr. 63 Bl. 84  Sc. 96 Ap. 994, Valea Caselor (Dragasani), 464090",0768 390 364,Designer Industrial,RO34URFJ1097609828027457,BSD,26155873041,89.847080,157.117909
Nelu,Ardelean,3431110061183,1928-08-02,Botoșani,"Soseaua Oprea Nr. 447, Poienile de sub Munte, 989944",0720 390 754,Colector (Recuperator) Creante/Debite,RO38HRNI4759394563712607,ISK,47134732129,52.9280205,18.550246
Angel,Niță,3991010070231,1910-02-22,Buzău,"Drumul Pop Nr. 35 Bl. 54  Sc. 22 Ap. 892, Apahida, 366640",0739 345 707,Referent De Specialitate Microbiolog,RO22VZYV1671992187728878,VND,47256563201,-63.795049,86.883898
Nichifor,Niță,6890514206203,1963-08-13,Covasna,"Intrarea Ababei Nr. 81 Bl. 71  Sc. 76 Ap. 888, Jibou, 694500",0741 824 645,Patriarh,RO69SQOF2128974898613066,RWF,76331558392,3.155823,1.287631
Oliviu,Ababei,7170431072646,2006-08-18,Cluj,"Soseaua Tudor Nr. 99, Talmaciu, 992897",0754 525 598,Asistent Universitar,RO85JYDW1346405767406510,MKD,90192984420,-4.0096205,-4.795563
Lia,Georgescu,8310119267829,1949-12-23,Călărași,"Intrarea Norbert Preda Nr. 43 Bl. 77  Sc. 56 Ap. 655, Carei, 143519",0232 253 726,Inginer Electromecanic,RO11KBWC2274836552393566,BZD,73647725252,-33.151747,105.579346
Iacob,Ene,5240503426953,1935-10-18,Bistrița-Năsăud,"Bulevardul Arian Popa Nr. 756, Mihail Kogalniceanu, 772693",0725 492 418,Sef Tura Exploatare In Centre Sau Oficii De Calcul,RO66UDKI1371815264944029,KRW,40779460956,-52.826388,-58.158596
Agata,Suciu,2311106401563,1999-02-22,Neamț,"Intrarea Florentin Ene Nr. 769, Titu, 470107",0762 896 914,"Cercetator Stiintific In Bacteriologie, Microbiochimie, Farmacologie",RO15GBCI8026526147666063,LBP,94431863605,56.7671755,62.873482
Sanda,Aanei,1390914375251,1946-05-20,Mehedinți,"Intrarea Camelia Nistor Nr. 120 Bl. 86  Sc. 70 Ap. 242, Afumati, 244735",0734 207 762,Pedagog Scolar,RO79WTFW9352435185210606,RUB,46841277281,43.864922,147.869934
Janina,Tabacu,7240912060321,1992-05-25,Alba,"Bulevardul Niță Nr. 63 Bl. 44  Sc. 55 Ap. 911, Zimnicea, 566797",0751 309 593,Operator La Tratarea Apei Tehnologice,RO11YHCD4412981214273847,MAD,43235704611,56.1247805,-67.882893
Eliza,Toma,1791012261656,1952-05-06,Alba,"Intrarea Avram Oprea Nr. 516 Bl. 88  Sc. 34 Ap. 764, Sangeorz-Bai, 364149",0749 716 093,Laminator Pe Laminoare Continue,RO29FTHR7977346217051824,KES,47783201278,39.8716305,18.487007
Anatolie,Tomescu,1770306050550,1951-06-13,Alba,"Intrarea Brândușa Diaconescu, Reghin, 195474",0252 602 689,Secretar General Federatie Sport,RO48DSKF6815676774420998,NOK,16247191386,-61.4476585,159.633350
Elvira,Diaconu,1130720255831,1947-09-04,Dolj,"Soseaua Pușcașu, Dobroesti, 740169",0269 364 657,Impresar Muzical,RO85VETJ9098807567837430,SHP,18155192873,8.1867545,-116.473981
Stana,Eftimie,8710220452952,1980-07-31,Vâlcea,"Drumul Suciu, Orsova, 959786",0254 972 211,Preparator Pulberi,RO51BUDB4250010034705695,CVE,76571269450,4.7267015,39.255197
