personal_number,birthdate,phone_number,job
1900519031335,2010-02-04,0747 437 741,Cercetator In Tricotaje-Confectii Textile
1060328135764,1935-07-30,0720 649 642,Agent Orientare Profesionala A Somerilor/Agent Informare Privind Cariera
7100305196582,1980-10-01,0732 805 897,Dezvoltator De E-Learning
8370412426668,1974-10-31,0258 191 848,Sef Sector (Sectie) Drumuri-Poduri
4951028415549,1914-12-06,0770 289 074,Profesor In Invatamantul Profesional Si De Maistri
1830605082152,1979-07-22,0253 278 295,Capitan Port
4730902085205,1964-01-27,0747 466 010,Proiectant Inginer Celuloza Si Hartie
4600814217019,1949-03-05,0250 363 980,"Colector Si Preparator Faina, Sange, Carne, Oase"
8631022335229,1908-09-03,0733 015 090,Pepinierist
4710113313653,1987-02-11,0243 189 717,Prelucrator Presa Scrisa
5850409128450,1991-05-06,0243 994 432,Sef Formatie Comunicatii
8360319215667,1929-02-20,0748 981 031,Librar
5630526013254,1937-07-14,0248 282 418,Inspector Coordonator Asigurari
5690506010417,1991-09-08,0238 767 695,"Ascutitor Scule, Instrumente Medicale Si Obiecte De Uz Casnic"
6660813165666,1985-08-10,0238 863 615,Consilier/Expert In Meteorologie Si Domenii Conexe
2021014189816,1969-01-16,0260 288 952,Expert Inginer Industrializarea Lemnului
6870821330470,1934-11-06,0748 827 033,Operator Apretor Textile
5220315340116,1939-02-11,0261 667 654,Referent Difuzare Carte
1910228141695,1954-01-10,0250 461 706,Antrenor De Fitness
8610709081011,1952-04-11,0244 961 159,Dispecer Operatiuni De Zbor
4960928217949,1988-07-03,0742 928 328,Bibliotecar (Studii Medii)
8120826143126,1976-02-12,0244 855 925,Electrician Pentru Utilizarea Energiei Electrice
7210410247461,2013-11-22,0268 806 352,Tehnician Radioelectronist
2690330316814,1939-02-07,0765 452 404,Judecator
6460609377827,1954-05-07,0236 556 647,Tehnician Sanitar Sef
3661004179242,1976-05-14,0257 531 675,Modelier Naval
5610724032561,1972-10-29,0242 131 408,"Consilier Inginer Textile, Pielarie"
2331028124198,1947-07-08,0259 516 493,Arboricultor
2401023107711,1967-02-15,0735 789 606,Consilier/Expert/Inspector/Referent/Economist In Gestiunea Economica
5070716101211,1919-05-25,0260 408 452,Consultant In Administratia Publica
4490826111533,1912-12-17,0726 133 498,Casier Valuta
6040902417000,2008-10-15,0253 080 492,Expert Monitorizare Si Control Lucrari De Montaj
3500302272454,1989-02-23,0741 701 764,Lucrator Social Pentru Persoane Cu Probleme De Dependenta
5640625163502,2008-04-27,0247 050 365,Expert Fiscal
6941202304911,1988-12-01,0728 764 878,Fochist Pentru Cazane Mici De Abur
6541217069017,1928-11-26,0764 020 288,Traducator (Studii Superioare)
5200222210192,2004-07-10,0269 310 513,Formator
3360428057780,2007-01-21,0727 656 980,Bucatar-Sef
4040724143023,1932-02-14,0784 574 799,Operator La Instalatiile Din Centrale Electrice
1791230135713,1923-06-22,0735 486 335,Muncitor Necalificat In Agricultura
8230423330036,2004-12-26,0259 102 076,Tocatorist-Defibratorist
7820123193164,1984-02-16,0732 883 677,Operator Ingreunator Matase Naturala
1620726380343,1929-01-15,0759 638 841,Consul General
3930312103368,2016-11-29,0747 836 610,Verificator Valori
7051022173459,1925-06-30,0762 764 407,Machior Spectacole
3440122059525,1957-02-09,0240 622 491,Consilier Ecolog
5101205079961,1959-07-08,0257 874 849,Sofer De Autoturisme Si Camionete
3770712125483,1910-04-14,0231 093 106,Preot
1840517458235,1998-05-18,0767 084 172,Asistent De Cercetare In Ecologie Si Protectia Mediului
7361208529937,2019-12-13,0762 442 379,Revizor Bilete
3120416399756,1937-12-13,021 768 8951,Ofiter Securitatea Informatiei (Security Officer 
6190924035015,1987-07-23,0757 538 983,Montator Geogrile
2820613394433,1928-09-21,0747 006 202,Pomicultor
6560709155299,1969-04-02,0764 105 240,Muncitor In Activitatea De Gospodarire A Spanului
1000431062062,1940-10-30,021 208 7199,Inspector Aeronautic
8041017382877,1973-01-28,0232 963 209,Sef Birou Relatii Unitati Presa
1490911303597,1988-09-04,0245 028 333,Prelucrator De Tuburi Si Baghete
6991111172987,1973-04-20,0232 527 715,Referent Difuzare Carte
2710414388290,1996-05-23,0764 840 958,Saluzitor Franghii
5240325518689,1980-04-11,0253 171 358,Reglor La Masini Pentru Confectionarea Elementelor Galvanice
8661001298486,1977-11-01,0723 174 757,"Slefuitor, Lustruitor"
6330216289261,1942-01-11,0768 183 568,"Sef Birou Exploatare, Coordonare Presa"
5221217329575,1931-06-10,0757 167 583,Asistent De Cercetare In Biochimie Tehnologica
8961020352533,1944-12-16,0721 324 860,Constructor-Reparator De Acordeoane Si Armonici
8420122246233,1929-04-09,0735 785 453,Trasator Naval 
8530625127501,1931-03-10,0261 215 741,Presator Mase Plastice
3800309247695,1943-08-05,021 687 8337,Director Departament Informatica
1891216125101,1994-05-02,0239 893 204,Dulgher (Exclusiv Restaurator)
4931226524544,1926-02-16,0747 656 788,Distilator In Industria Chimica
3680710513487,2019-06-29,0251 247 260,Comisar Garda Financiara
4871219511540,1951-09-16,0247 171 423,"Funicularist, Funiculare Pasagere"
7401109521349,2003-05-02,0780 347 996,Sef Unitate Balneoclimaterica
3470121016223,1944-12-13,0711 788 819,Proiectant Inginer In Agricultura
8130303159539,1945-12-21,0784 867 198,Pieptanator
6380910448110,2019-04-24,0257 939 275,Operator Chimist La Chimizarea Metanului
4050209037283,2022-02-13,0724 353 119,Vicepresedinte Organizatie Profesionala Nationala
7300103390476,1951-02-17,0771 811 201,Trasator
6450725106003,1909-01-07,0729 466 780,Corector Transmisie
5950511333785,1967-03-04,0763 609 922,Inginer De Cercetare In Creatia Tehnica In Constructia De Masini
2231011224415,1931-10-17,0740 534 047,Curatitor De Fatade
3420606433861,1955-05-26,0233 917 281,Profesor In Invatamantul Prescolar
6030825376355,2015-03-01,0760 130 362,Taietor Matrite Serigrafie
8961028450982,1915-02-23,0240 768 580,Frezor Universal
8910222453936,1985-09-13,0785 841 596,Electrician De Mina
6550520031779,2001-02-28,0734 609 539,Operator Tabacitor Mineral Argasitor
7310711025243,1983-09-23,0735 972 656,Tatuator
2340230076951,1914-07-10,0257 587 744,Operator La Roboti Industriali
8240620377027,1925-10-13,0245 771 789,Confectioner-Montator Produse Din Lemn
1560307137950,2022-08-23,0753 128 806,Referent De Specialitate Statistician
6680725444499,2016-07-08,0788 500 317,Capitan Secund
8211122231536,1978-01-03,0757 618 773,Consilier De Justitie
7580325275072,1976-02-28,0722 973 848,Interpret In Limbaj Mimico-Gestual (Studii Medii)
5001207344875,1983-12-24,0246 623 398,Director Asezamant Cultural
1220813019876,1998-04-29,0728 009 456,Operator La Prepararea Produselor Zaharoase
6301120526901,1913-10-29,0757 025 715,Inginer De Receptie Si Control Aeronave
5961130036288,1947-10-11,0732 034 867,Expert Inginer Constructii
2930906367937,1985-01-09,0269 303 641,Ofiter Operatiuni Financiar-Bancare
4370931273730,2001-09-17,0259 149 955,Vicepresedinte Cooperativa De Consum
3890808463199,1913-10-05,0720 623 676,Confectioner Imbracare Volane In Piele
4770208104465,1920-06-14,0762 530 549,Ingrijitor Animale
5821223208251,1957-09-20,0765 686 978,Contabil-Sef
2340715095697,2022-09-03,0769 897 692,Director Departament Securitate
6070123374636,1974-11-24,0735 946 975,Specialist Control Risc
5830128225362,1953-06-26,0768 311 933,Tractorist
6540219119175,1979-05-17,0263 953 013,Menajera
1201019338487,1958-01-05,0751 813 387,Maestru Acordor Pian Clavecin
1470631404458,1962-04-04,0723 436 405,Referent De Specialitate Financiar-Contabilitate
8110805465767,1980-04-30,0268 945 867,"Confectioner Stampile De Cauciuc, Metal, Facsimile"
8751028230777,1943-04-27,0780 241 865,Asistent De Cercetare In Matematica
8950931307802,1979-11-29,0238 000 224,Expert Eficientizare Investitii
2860408300055,2022-06-30,0768 268 621,Manager Imbunatatire Procese
3510926283068,1919-03-09,0252 934 833,Artificier De Mina
4100920200269,2011-07-13,0236 281 643,Preparator Invatamantul Universitar
3391115050666,1925-05-28,0731 360 837,Medic Veterinar Sef
1240531068353,1921-02-06,0747 919 407,Conductor Vagon De Dormit Si Cuseta
7040105100040,1940-08-29,0785 873 049,"Presedinte Complex, Club Sportiv"
7170921241257,1926-11-13,0263 548 948,Trasator Optic
6181008285416,2020-05-05,0757 826 375,Lucrator Controlor Final
7161020375397,1998-12-06,0725 268 361,"Muncitor Constructor Senal Navigabil, Lucrari Hidrotehnice Si Portuare"
7700314097281,2015-06-09,0247 548 661,Fotoreproducator
1791006456329,2021-10-02,0760 195 519,Maistru In Industrializarea Lemnului
2870909374052,1925-07-02,0739 003 306,Gravor Placi Litografice
8780215144950,2009-10-07,0247 498 488,Sef Productie Film
8080316250404,1985-12-31,0788 157 626,Revizor Tehnic Vagoane
3721018183652,2018-12-11,0762 560 058,Cercetator In Psihologie
3840626105176,1937-01-27,0770 191 831,Confectioner Protectie Dielectrica Pentru Acumulatori
5170424251760,2019-06-23,0741 764 620,Electrician Montator De Instalatii Automatizate
6210202527400,1961-10-22,0771 682 514,Proiectant Inginer Energetician
2861104520832,1994-12-20,0730 990 933,Agent Turism De Afaceri
5610104359541,1908-11-29,0766 535 194,Maistru Instructor
4450519103581,1931-05-31,0750 889 359,Inginer Retele Electrice
2671227131014,1938-10-20,0764 318 402,Inginer-Sef Car Reportaj
8090107186232,2005-03-02,0245 150 992,Asistent De Cercetare In Creatia Tehnica In Constructia De Masini
2240118313517,1962-09-24,0744 853 746,Specialist Reglementari/Carti De Identitate Vehicule/Verificari Tehnice Inmatriculare/Inspectii Tehnice
1031025012070,1928-04-04,0269 810 666,Montator Geogrile
4260626198695,2014-01-30,0754 862 974,Sef Agentie Colectare Si Expeditie Marfuri
8090331340546,1952-04-02,0253 757 916,Actuar
3710419445966,1992-02-21,0247 498 204,Topitor Sticla
6020814234036,1927-12-13,0755 794 171,Sef Lot Telecomunicatii
2070317160339,1971-01-16,0233 814 427,Asamblor Jucarii
2510116204786,1932-07-20,0268 415 736,Manager Resurse Umane
6830515527522,1964-05-18,0251 258 795,Tehnician Proiectant Transporturi Si Comunicatii
8970630405080,2014-05-30,0726 824 469,Melanjorist
5080518167706,1913-10-03,0761 614 959,Montator Materiale Geotextile Si Geocompozite
3490719416955,2004-02-24,0756 553 565,Confectioner Maturi
2850529211614,1991-05-16,0741 005 162,Sef Atelier Industria Prelucratoare
1020310066384,1960-08-26,0250 971 805,Montor Negative Si De Pregatire A Peliculei
1220524410795,1992-09-11,0720 109 238,"Cercetator In Constructii De Cai Ferate, Drumuri Si Poduri"
5911205516542,1968-10-07,0721 469 264,Veghetor Incarcare-Descarcare
4450621428517,1980-02-21,0731 116 064,Manager Banca
2831209079351,2023-01-02,0749 218 389,Slefuitor/ Sablator Geam
6500801203915,1929-07-27,0771 293 900,Cercetator In Astronomie
6430522371109,1984-08-23,0260 321 276,Preot
1680113199843,1937-07-29,0753 555 203,Ambalator Manual
8270331205812,2004-02-16,0746 601 672,Sef Studio Rtv
1160312068112,2015-08-20,0786 680 653,"Conducator De Asociatii, Filiale Si Organizatii Obstesti"
4460302153283,2005-09-23,0758 039 293,Dispecer Retea Distributie
8020405064406,1908-05-27,0738 294 704,Agent Politie Comunitara
1590528077205,1916-03-27,0234 464 613,Stopeur
1681124319472,1974-03-26,0248 382 996,Infirmier/Infirmiera
1280401322001,1916-10-25,0242 367 313,Arzator Produse Din Sticla
2140825514223,1989-04-24,0256 294 171,"Sef Atelier Reparatii Obiecte De Uz Casnic, Curatatorii Si Alte Servicii Pentru Populatie"
8401115516742,1934-03-20,0785 844 862,Cazangiu Recipiente
4681022519031,1953-01-10,0740 147 022,Asistent De Cercetare In Istorie
8590112078449,1978-03-31,0711 421 342,"Colector Si Preparator Faina, Sange, Carne, Oase"
5401002421751,2001-07-08,0257 547 047,Pregatitor Confectii Industriale Din Blana
3470727151170,1983-08-12,0759 762 721,Inginer De Cercetare In Constructii Hidrotehnice
8601215022164,1990-11-26,0786 570 461,Tehnician Catv
8740722158431,1998-06-24,0733 511 416,Debitator-Slefuitor Perii De Masini Electrice
1750403453799,1988-04-29,0262 310 395,Estimator Licitatii
1871123165386,1976-12-08,0736 877 234,"Ingrijitor Farmacii, Cabinete Veterinare"
1120931345607,1934-01-06,0259 487 480,Solist Instrumentist
3801009398014,2007-05-11,0743 654 663,Operator Transport Si Distribuire Butelii De Gpl
7020703515539,1981-08-21,0727 011 647,Ofiter Port
3340725512159,1910-05-19,0242 264 403,Secretar De Emisie (Studii Superioare)
5511120148943,1948-11-01,0739 448 939,Navigator Instructor Informare
4900929259381,1995-01-05,0245 305 424,Operator Masini Refrigeratoare (Conservare Prin Frig)
3390704306800,1940-05-17,0761 095 260,Finisor Universal Ferodouri
8790531081473,1912-01-06,0726 732 893,Sef Atelier Industria Prelucratoare
6290919346688,1944-08-13,0784 497 180,Arhivist
6900704373769,2020-01-27,0748 959 960,Mozaicar (Exclusiv Restaurator)
7780631296001,2013-05-29,0253 238 940,Strungar Produse Ceramice
8610908117651,1997-05-19,0769 703 708,Prelucrator Presa Scrisa
4050212229041,2016-06-04,0730 380 025,Tipograf Flexograf
8130514085147,1917-04-25,0741 732 081,Destramator
5380112437167,2001-07-22,0257 540 508,Gravor Placi Litografice
3870319529316,1919-09-13,0254 704 648,Ajutor Sef Brigada In Constructii
3220918069971,1927-07-15,021 444 5621,Secretar Asociatie Teritoriala De Organizatii Cooperatiste
8271020071763,1932-11-12,0238 224 625,Registrator Medical
2480718020619,1912-06-11,0720 002 088,"Tehnician Normare, Salarizare, Organizare"
8110522090464,1951-08-28,0247 112 544,Comandant Detasament Zbor
2401213091455,2002-05-02,0258 880 926,Tamplar Manual La Imbinarea Furnirelor
5471228201928,1938-01-11,0737 448 831,Inspector Scolar Pentru Implementarea Descentralizarii Institutionale
6450802297165,1945-12-16,0257 487 356,Asistent De Cercetare In Medicina Veterinara
2810319512235,1922-04-15,0784 443 412,Ceaprazar-Sepcar
8880824384087,2011-03-16,0753 336 214,Referent
6600411035291,2005-01-31,0262 586 163,Director De Cazare
6790222021819,2012-10-18,0244 880 784,Inspector Preturi
6770826407491,1947-07-10,0724 446 888,Asistent De Cercetare In Energetica Industriala
5600118162983,1942-02-18,0759 639 611,Referent De Specialitate Inginer Industria Alimentara
6200621320833,2021-03-30,0250 406 986,Lector Carte
4831005036764,1962-07-23,0240 649 089,"Sef District, Centru, Ocol Silvic"
6010728345341,1938-07-26,0733 683 307,Asistent De Cercetare In Pedagogie
4591027084341,1928-05-31,0723 436 488,Manichiurist
7270722024007,1936-08-11,0255 018 527,Cercetator In Medicina Stomatologica
3620521382913,2020-01-15,0750 070 478,Expert Prevenire-Reducere Riscuri Tehnologice
4181106314404,1996-11-03,0750 985 090,Impletitor Papura
6271226448586,2019-03-11,0258 049 943,Maistru Cazangerie
3770928215252,1962-01-13,0741 569 770,Spalator Vitrine Si Geamuri
6650117419086,1964-10-23,0247 686 432,Asistent De Cercetare In Pedologie-Agrochimie
5950114110915,1928-01-29,0762 416 794,Asistent De Cercetare In Petrol (Extractieprospectiune)
2320124181042,1919-08-05,0720 960 017,Operator Chimist La Producerea Compusilor Anorganici Ai Azotului Si Ingrasamintelor Azotoase
2340512390194,2017-09-19,0764 895 114,Debitator-Ebosator
1910212448067,1952-06-28,0258 592 134,Pregatitor Pentru Incaltaminte Si Articole Tehnice Din Cauciuc
7060323137108,1993-05-24,0766 412 250,Pilot Receptie Si Control Aeronave
2570605044689,1922-03-27,0725 352 001,Consilier/Expert/Inspector/Referent/Economist In Economia Mediului
4170807223404,1913-04-22,0263 058 608,Inginer Constructii Hidrotehnice
2491221371423,1984-11-28,0235 015 227,Operator Presator Tesaturi Textile (Storcator Textile)
8681212359821,2004-09-08,0786 444 784,Redactor Rubrica
1900418412481,1984-04-02,0725 060 481,Peisagist-Floricultor
2560429176562,1928-05-26,0742 609 940,Presedinte Academie
8890102389103,2012-12-24,0265 359 187,Crosetor
4490807339201,1961-11-23,0754 606 560,Agent Cumparari
7321212105247,1983-10-20,0723 763 318,Prezentator (Crainic) Radio
8670803178366,1927-08-08,0253 234 601,Laborant Chimist
3771214373571,1936-09-20,0758 309 312,Specialist Instrumente De Suflat
3270708155062,2012-08-05,0736 151 379,Frezor La Masini Roti Dintate
5591025274358,2002-06-25,0723 574 187,Cercetator In Electrofizica
8110930241658,1935-12-04,0780 296 526,Inginer De Cercetare In Tehnologie Si Echipamente Neconventionale
8501004397561,1952-12-04,0746 977 911,Referent De Specialitate Financiar-Contabilitate
2091127049710,1958-06-01,0742 469 092,Tamplar Restaurator
7910515395178,1958-10-25,0756 221 854,Sef Modul In Industria Extractiva
5580918342611,1947-07-23,0264 539 717,Antrenor
3610419511754,1937-06-03,0744 245 460,Detector Pierderi Apa Si Gaze
3460203430217,1939-12-12,0785 114 807,Electrician De Intretinere Si Reparatii
4561205039025,1941-07-01,0759 542 150,Consilier Vocational
2500207195554,1989-10-18,0768 708 320,Acompaniator
7890817436926,1932-02-27,0262 457 474,Expert Geolog
3700908099891,2010-04-13,0768 985 018,"Sef District, Centru, Ocol Silvic"
2071230040283,1990-01-22,0754 977 395,Confectioner-Asamblor Articole Din Lemn
4261020063887,1952-07-22,0765 498 521,Inginer De Cercetare In Stiinta Materialelor
7650308135748,1955-06-07,021 815 8623,Caraus
1430131325934,1978-11-30,0751 249 511,Librar-Sef
3720109047154,1955-10-07,0267 723 742,Inginer Zootehnist
4590407469152,1980-10-19,0780 710 231,Cercetator In Masini Si Instalatii Mecanice
8210607242738,2009-02-08,0234 913 061,Vanzator Ambulant De Produse Alimentare
3550622391526,1953-12-11,0747 693 557,Maistru Electronica
2990122164731,1990-06-12,0740 173 909,"Subinginer Mecanic, Mecanica Fina"
3961023297376,1934-12-16,0760 357 195,Inginer De Cercetare In Stiinta Materialelor
6460315469081,2017-08-11,0754 628 924,Operator Cifru (Mesaje Cifrate)
3130213263251,1966-07-11,0780 813 885,Analist Financiar
2081026238021,1954-12-03,0755 785 779,Telexist
6860223515170,2020-03-18,0757 384 063,Montator-Ajustor De Acordeoane
8401017216775,1943-10-02,0731 923 649,Manager Al Organizatiei Culturale
2711223313756,2005-03-31,0255 523 246,Administrator Piete Si Targuri
5800103525009,1982-12-01,0764 616 097,Frezor-Montator Clisee
4170427170351,2010-09-15,0239 231 237,"Taietor, Slefuitor, Lustruitor Piatra, Marmura"
2180510453851,1918-04-24,0733 554 682,Preparator Coniac
8291122039799,2010-07-07,0761 500 654,Operator Chimist La Chimizarea Metanului
4090331034238,1983-12-31,0248 078 012,Teleoperator Financiar-Bancar
4960218057489,2005-12-19,0234 961 755,Referent De Specialitate Zoolog
1640802441517,1998-11-15,0731 488 428,Interpret Relatii Diplomatice
