,Unnamed: 0,personal_number,birthdate,address,phone_number
2914,2914,*****MASKED*****,1956-04-01,"Soseaua Rebeca Nistor Nr. 46, Vlahita, 663262",0711475657
2915,2915,*****MASKED*****,1949-05-12,"Bulevardul Veronica Suciu Nr. 89 Bl. 10  Sc. 60 Ap. 303, Covasna, 817499",0788612298
2916,2916,*****MASKED*****,1918-10-19,"Strada Valeriu Cristea, Strehaia, 444304",0721541787
2917,2917,*****MASKED*****,1908-12-18,"Soseaua Ababei Nr. 970 Bl. 73  Sc. 85 Ap. 864, Petrila, 854198",0735139620
2918,2918,*****MASKED*****,1977-06-22,"Intrarea Preda Nr. 34 Bl. 73  Sc. 74 Ap. 453, Uricani, 187094",0236702050
2919,2919,*****MASKED*****,1944-10-08,"Strada Tomescu, Ocna Mures, 411826",0771245467
2920,2920,*****MASKED*****,1953-05-26,"Bulevardul Edmond Nemeș Nr. 803, Matca, 321613",0751373762
2921,2921,*****MASKED*****,2014-12-05,"Intrarea Nemeș, Darabani, 527769",0723636816
2922,2922,*****MASKED*****,1986-02-25,"Soseaua Albu Nr. 48 Bl. 36  Sc. 59 Ap. 667, Borcea, 422573",0741245371
2923,2923,*****MASKED*****,1909-10-27,"Soseaua Stănescu Nr. 10, Victoria, 663015",0766099305
2924,2924,*****MASKED*****,1971-11-02,"Strada Petronela Oprea Nr. 92 Bl. 64  Sc. 50 Ap. 759, Sinaia, 821943",0246594871
2925,2925,*****MASKED*****,1967-12-12,"Strada Tabacu Nr. 38, Siret, 104729",0729206837
2926,2926,*****MASKED*****,1917-01-02,"Intrarea Roxelana Voinea Nr. 90 Bl. 67  Sc. 20 Ap. 889, Insuratei, 716654",0753639914
2927,2927,*****MASKED*****,2010-10-13,"Soseaua Florența Oprea Nr. 977 Bl. 58  Sc. 88 Ap. 366, Toplita, 168271",0241939498
2928,2928,*****MASKED*****,1964-07-15,"Strada Amanda Barbu Nr. 38, Darmanesti, 381629",0739380844
2929,2929,*****MASKED*****,1970-02-19,"Aleea Nistor Nr. 392, Oltenita, 676876",0234937332
2930,2930,*****MASKED*****,2019-01-24,"Intrarea Tudor Nr. 41 Bl. 76  Sc. 45 Ap. 386, Tandarei, 206293",0720835236
2931,2931,*****MASKED*****,1963-03-12,"Aleea Iulia Pușcașu, Targoviste, 996731",0768865285
2932,2932,*****MASKED*****,1970-06-17,"Aleea Profira Manole Nr. 282, Viseu de Sus, 961297",0238059390
2933,2933,*****MASKED*****,1917-12-09,"Soseaua Zoe Dima, Cugir, 410133",0261456012
2934,2934,*****MASKED*****,1992-10-21,"Bulevardul Niță, Paunesti, 769247",0767809662
2935,2935,*****MASKED*****,1984-01-25,"Intrarea Lucreția Ababei, Sangeorgiu de Mures, 984462",0732015040
2936,2936,*****MASKED*****,1936-09-26,"Bulevardul Manole Nr. 36, Onesti, 343982",0233456226
2937,2937,*****MASKED*****,1922-06-14,"Bulevardul Amza Cristea Nr. 837 Bl. 62  Sc. 58 Ap. 561, Bals, 502562",0252473938
2938,2938,*****MASKED*****,1910-05-10,"Soseaua Costel Ardelean Nr. 64 Bl. 25  Sc. 89 Ap. 824, Campina, 149715",0237575376
2939,2939,*****MASKED*****,1988-03-13,"Intrarea Leontin Tudor Nr. 65 Bl. 84  Sc. 60 Ap. 946, Savinesti, 696239",0737216365
2940,2940,*****MASKED*****,2014-02-08,"Drumul Sorin Dinu Nr. 169 Bl. 59  Sc. 40 Ap. 864, Insuratei, 764338",0744109721
2941,2941,*****MASKED*****,1987-05-03,"Soseaua Valeriu Albu Nr. 899, Talmaciu, 657588",0244619768
2942,2942,*****MASKED*****,1993-04-14,"Aleea Nistor Nr. 811, Zarnesti, 224241",0237330882
2943,2943,*****MASKED*****,2022-07-11,"Intrarea Dobre Nr. 31 Bl. 20  Sc. 92 Ap. 648, Satu Mare, 868188",0258308122
2944,2944,*****MASKED*****,1939-03-25,"Intrarea Crina Florea, Targu Ocna, 948633",0743181314
2945,2945,*****MASKED*****,1982-07-13,"Soseaua Pamela Ene Nr. 234, Cumpana, 176694",0761652980
2946,2946,*****MASKED*****,1948-02-20,"Strada Cornel Mocanu, Straja, 192084",0269961417
2947,2947,*****MASKED*****,1947-06-29,"Drumul Rareș Stoica Nr. 310, Brad, 568633",0752799539
2948,2948,*****MASKED*****,1916-08-30,"Strada Manole Nr. 40, Valea Caselor (Dragasani), 935335",0233906141
2949,2949,*****MASKED*****,2007-10-22,"Intrarea Popa Nr. 39 Bl. 54  Sc. 60 Ap. 944, Avrig, 974719",0248627775
2950,2950,*****MASKED*****,1963-02-17,"Soseaua Dobre Nr. 168, Constanta, 733065",0730805476
2951,2951,*****MASKED*****,1949-09-19,"Strada Petrișor Manole Nr. 877 Bl. 46  Sc. 93 Ap. 351, Campulung, 333531",0265982374
2952,2952,*****MASKED*****,2017-12-27,"Soseaua Sidonia Popa Nr. 17 Bl. 73  Sc. 75 Ap. 392, Agnita, 593935",0723141046
2953,2953,*****MASKED*****,1924-08-22,"Soseaua Marin, Hunedoara, 332748",0734560887
2954,2954,*****MASKED*****,1948-07-14,"Soseaua Voinea, Tarnaveni, 234801",0784658855
2955,2955,*****MASKED*****,1960-05-08,"Strada Tabacu Nr. 91 Bl. 77  Sc. 24 Ap. 242, Harsova, 979448",0723667662
2956,2956,*****MASKED*****,2019-04-18,"Drumul Francesca Cristea Nr. 90 Bl. 61  Sc. 37 Ap. 649, Sighisoara, 923057",0751278120
2957,2957,*****MASKED*****,2015-05-16,"Soseaua Ionescu Nr. 760 Bl. 53  Sc. 30 Ap. 789, Tufesti, 629010",0266780471
2958,2958,*****MASKED*****,1962-05-05,"Drumul Diaconu Nr. 99 Bl. 38  Sc. 93 Ap. 198, Valu lui Traian, 317702",0762312150
2959,2959,*****MASKED*****,1968-01-14,"Bulevardul Preda Nr. 148 Bl. 68  Sc. 40 Ap. 182, Resita, 415216",0743278578
2960,2960,*****MASKED*****,1944-05-06,"Intrarea Dumitrescu Nr. 86, Greci, 250651",0755627041
2961,2961,*****MASKED*****,1927-09-15,"Drumul Ababei Nr. 721, Greci, 580042",0724203656
2962,2962,*****MASKED*****,1997-04-14,"Soseaua Stănescu, Urziceni, 940633",0753925563
2963,2963,*****MASKED*****,1918-10-30,"Soseaua Marin Nr. 208 Bl. 95  Sc. 70 Ap. 591, Sannicolau Mare, 880680",0237263622
2964,2964,*****MASKED*****,1946-08-19,"Bulevardul Dochioiu, Segarcea, 192168",0726063951
2965,2965,*****MASKED*****,1991-08-17,"Intrarea Narcis Mazilescu Nr. 99, Urlati, 394435",0217015716
2966,2966,*****MASKED*****,2005-12-22,"Drumul Stănescu Nr. 938 Bl. 64  Sc. 41 Ap. 962, Sannicolau Mare, 855255",0748865295
2967,2967,*****MASKED*****,1979-09-23,"Intrarea Matilda Eftimie, Negresti, 227524",0252335215
2968,2968,*****MASKED*****,1970-07-10,"Aleea Felix Popa Nr. 48 Bl. 31  Sc. 20 Ap. 709, Ludus, 509295",0260455686
2969,2969,*****MASKED*****,1984-03-18,"Drumul Mocanu Nr. 41 Bl. 36  Sc. 65 Ap. 530, Arad, 424011",0260500191
2970,2970,*****MASKED*****,1976-05-15,"Bulevardul Cristina Niță Nr. 995, Sandominic, 946909",0264353875
2971,2971,*****MASKED*****,1955-11-25,"Drumul Preda Nr. 805 Bl. 77  Sc. 94 Ap. 727, Remetea, 104538",0269537324
2972,2972,*****MASKED*****,1960-08-06,"Aleea Pușcașu Nr. 31, Cluj-Napoca, 659892",0260768357
2973,2973,*****MASKED*****,1954-07-18,"Bulevardul Mugur Diaconu Nr. 293 Bl. 49  Sc. 32 Ap. 228, Ocna Mures, 588597",0267844432
2974,2974,*****MASKED*****,2019-01-16,"Aleea Astrid Aanei Nr. 360, Satu Mare, 380984",0760118048
2975,2975,*****MASKED*****,2008-06-17,"Soseaua Mazilescu Nr. 440 Bl. 54  Sc. 93 Ap. 442, Baraolt, 952569",0739302905
2976,2976,*****MASKED*****,1917-05-28,"Aleea Florea Nr. 39 Bl. 76  Sc. 83 Ap. 403, Vlahita, 477710",0780229243
2977,2977,*****MASKED*****,1931-10-05,"Aleea Pop, Dumbravita, 699524",0770225485
2978,2978,*****MASKED*****,1943-06-15,"Drumul Nechifor Ardelean, Lipova, 961659",0244966115
2979,2979,*****MASKED*****,1984-11-03,"Soseaua Dochioiu Nr. 252 Bl. 11  Sc. 88 Ap. 689, Hunedoara, 858559",0267174722
2980,2980,*****MASKED*****,1935-12-17,"Aleea Ilinca Toma Nr. 46 Bl. 38  Sc. 84 Ap. 732, Bumbesti-Jiu, 959129",0780499782
2981,2981,*****MASKED*****,1922-02-24,"Drumul Oprea Nr. 842, Mioveni, 440641",0261906262
2982,2982,*****MASKED*****,2020-06-04,"Bulevardul Nemeș Nr. 98, Rucar, 517845",0246194023
2983,2983,*****MASKED*****,1931-09-18,"Drumul Savina Pop, Dumbravita, 586530",0255407767
2984,2984,*****MASKED*****,2003-10-23,"Aleea Ilarie Aanei Nr. 174 Bl. 23  Sc. 46 Ap. 320, Homocea, 438217",0729759644
2985,2985,*****MASKED*****,1908-09-10,"Soseaua Cristea, Nadlac, 282685",0231371842
2986,2986,*****MASKED*****,1928-01-27,"Aleea Gheorghiu, Savinesti, 683393",0780144816
2987,2987,*****MASKED*****,1920-06-14,"Aleea Valeriu Ene, Sabaoani, 646013",0731142614
2988,2988,*****MASKED*****,1950-01-17,"Intrarea Manole Nr. 795 Bl. 47  Sc. 21 Ap. 749, Valea Caselor (Dragasani), 948188",0261392364
2989,2989,*****MASKED*****,1970-12-21,"Drumul Aanei, Simeria, 192220",0250282896
2990,2990,*****MASKED*****,1931-11-09,"Aleea Constantina Florea Nr. 290 Bl. 11  Sc. 17 Ap. 942, Vladimirescu, 645783",0255331548
2991,2991,*****MASKED*****,1957-07-03,"Bulevardul Cătălina Voinea Nr. 11, Copsa Mica, 936103",0761881265
2992,2992,*****MASKED*****,1991-09-07,"Intrarea Nistor Nr. 95, Darabani, 249994",0768236868
2993,2993,*****MASKED*****,1908-05-30,"Strada Doina Suciu Nr. 186 Bl. 22  Sc. 56 Ap. 339, Tulcea, 493807",0257185882
2994,2994,*****MASKED*****,2001-11-13,"Soseaua Coralia Barbu Nr. 791 Bl. 58  Sc. 29 Ap. 105, Reghin, 652853",0237765052
2995,2995,*****MASKED*****,1960-05-04,"Strada Dalia Aanei Nr. 639, Eforie Nord, 573551",0746453069
2996,2996,*****MASKED*****,1945-06-09,"Strada Corina Dobre, Tulcea, 188388",0727137916
2997,2997,*****MASKED*****,2023-04-11,"Strada Nemeș Nr. 809 Bl. 63  Sc. 58 Ap. 407, Draganesti-Olt, 714279",0727485369
2998,2998,*****MASKED*****,1953-02-25,"Soseaua Vanesa Nistor Nr. 463 Bl. 35  Sc. 67 Ap. 934, Iasi, 159478",0711118880
2999,2999,*****MASKED*****,1950-10-06,"Bulevardul Stan, Targu Mures, 149885",0766367785
3000,3000,*****MASKED*****,2011-04-13,"Aleea Aanei Nr. 340, Uricani, 699763",0245071676
3001,3001,*****MASKED*****,1978-05-26,"Strada Suciu Nr. 22 Bl. 68  Sc. 95 Ap. 319, Moreni, 632532",0767108347
3002,3002,*****MASKED*****,1969-02-11,"Bulevardul Pop, Borcea, 799445",0247822427
3003,3003,*****MASKED*****,1959-09-05,"Aleea Mazilescu, Sfantu Gheorghe, 728933",0747670876
3004,3004,*****MASKED*****,1930-09-23,"Strada Niță Nr. 167, Chitila, 910524",0248475738
3005,3005,*****MASKED*****,1970-04-02,"Soseaua Georgescu, Dej, 291861",0748297658
3006,3006,*****MASKED*****,2016-02-29,"Bulevardul Pop, Macin, 324506",0245315715
3007,3007,*****MASKED*****,2007-04-14,"Drumul Stan Nr. 753, Murfatlar, 281990",0751956994
3008,3008,*****MASKED*****,2004-01-09,"Bulevardul Tudor, Ruscova, 394796",0250317713
3009,3009,*****MASKED*****,1964-11-26,"Aleea Aanei Nr. 235, Motru, 302451",0247457506
3010,3010,*****MASKED*****,1963-08-09,"Bulevardul Ioniță Nr. 983, Gugesti, 516882",0755254911
3011,3011,*****MASKED*****,1968-02-08,"Intrarea Sandu Albu Nr. 12, Seini, 595856",0728957418
3012,3012,*****MASKED*****,1916-11-28,"Intrarea Oprea Nr. 18, Prejmer, 684261",0266092360
3013,3013,*****MASKED*****,1956-07-30,"Intrarea Oprea Nr. 473 Bl. 98  Sc. 73 Ap. 479, Curtici, 236798",0728769591
3014,3014,*****MASKED*****,1987-08-26,"Intrarea Eftimie Nr. 29, Magurele, 341940",0724579689
3015,3015,*****MASKED*****,1910-05-20,"Bulevardul Nemeș Nr. 11 Bl. 73  Sc. 76 Ap. 508, Modelu, 244235",0737258939
3016,3016,*****MASKED*****,1962-01-17,"Drumul Stoica Nr. 500 Bl. 93  Sc. 70 Ap. 745, Bailesti, 391264",0261580821
3017,3017,*****MASKED*****,1967-03-22,"Strada Dinu Nr. 161 Bl. 62  Sc. 67 Ap. 993, Cernavoda, 173337",0743141387
3018,3018,*****MASKED*****,1963-04-04,"Drumul Antoniu Stancu Nr. 69, Mangalia, 988210",0754457053
3019,3019,*****MASKED*****,2007-08-12,"Strada Georgescu Nr. 17 Bl. 77  Sc. 26 Ap. 299, Sebes, 996557",0245870630
3020,3020,*****MASKED*****,1929-05-15,"Soseaua Georgescu Nr. 23 Bl. 89  Sc. 88 Ap. 933, Buftea, 692477",0720505387
3021,3021,*****MASKED*****,1935-06-19,"Aleea Stan, Huedin, 884917",0240181005
3022,3022,*****MASKED*****,2004-08-15,"Drumul Ababei Nr. 63 Bl. 59  Sc. 85 Ap. 959, Tuzla, 840277",0780243442
3023,3023,*****MASKED*****,1931-08-31,"Soseaua Dumitrescu Nr. 84, Zalau, 242323",0768671616
3024,3024,*****MASKED*****,1914-12-07,"Drumul Ene, Vlahita, 300103",0261835166
3025,3025,*****MASKED*****,1995-10-12,"Bulevardul Cleopatra Eftimie, Targu Jiu, 425125",0788980605
3026,3026,*****MASKED*****,1928-02-10,"Soseaua Florica Preda, Dragalina, 822995",0748374698
3027,3027,*****MASKED*****,1971-06-24,"Intrarea Dobre Nr. 120 Bl. 80  Sc. 85 Ap. 499, Alba Iulia, 575894",0249561564
3028,3028,*****MASKED*****,2012-06-22,"Drumul Preda, Anina, 893853",0234550874
3029,3029,*****MASKED*****,2015-03-17,"Aleea Ene Nr. 34 Bl. 68  Sc. 21 Ap. 576, Raducaneni, 490007",0239330018
3030,3030,*****MASKED*****,1942-12-15,"Drumul Stelian Eftimie Nr. 62 Bl. 63  Sc. 16 Ap. 170, Targu Lapus, 796001",0785190762
3031,3031,*****MASKED*****,1918-06-06,"Bulevardul Casian Cristea, Valea Mare (Negresti), 677275",0762973321
3032,3032,*****MASKED*****,1980-12-01,"Strada Ecaterina Gheorghiu Nr. 546, Targu Secuiesc, 686601",0765904354
3033,3033,*****MASKED*****,2005-05-08,"Aleea Nemeș Nr. 56 Bl. 41  Sc. 88 Ap. 764, Floresti, 307861",0748002187
3034,3034,*****MASKED*****,1995-03-05,"Soseaua Dumitrescu Nr. 13, Oltenita, 526486",0265767366
3035,3035,*****MASKED*****,1952-11-19,"Strada Florea, Deva, 278389",0749700589
3036,3036,*****MASKED*****,1954-10-20,"Drumul Adelina Mazilescu, Tuzla, 512811",0772754731
3037,3037,*****MASKED*****,2006-04-02,"Strada Eugen Toma Nr. 67, Bosanci, 353528",0730616742
3038,3038,*****MASKED*****,1950-06-28,"Aleea Mazilescu Nr. 540, Bolintin-Vale, 474663",0757002372
3039,3039,*****MASKED*****,1958-11-09,"Intrarea Manole Ene Nr. 267, Simleu Silvaniei, 375724",0212295671
3040,3040,*****MASKED*****,1937-01-21,"Intrarea Atena Nistor Nr. 353, Braila, 760155",0756162491
3041,3041,*****MASKED*****,1919-11-28,"Strada Pușcașu Nr. 37, Alesd, 686235",0729290930
3042,3042,*****MASKED*****,1990-03-23,"Drumul Georgescu, Lumina, 435670",0756689653
3043,3043,*****MASKED*****,1910-03-12,"Soseaua Dobre Nr. 219 Bl. 34  Sc. 32 Ap. 855, Curtici, 474503",0237248887
3044,3044,*****MASKED*****,2000-12-19,"Strada Larisa Niță Nr. 762 Bl. 22  Sc. 80 Ap. 202, Calafat, 642271",0235613802
3045,3045,*****MASKED*****,1961-01-17,"Aleea Aurica Pop Nr. 818, Valenii de Munte, 683760",0763717976
3046,3046,*****MASKED*****,2012-03-09,"Intrarea Ioniță Nr. 48, Mizil, 974736",0724063582
3047,3047,*****MASKED*****,1986-02-20,"Soseaua Dochioiu Nr. 47, Simleu Silvaniei, 181658",0254770758
3048,3048,*****MASKED*****,2009-02-09,"Aleea Tudor, Sandominic, 947049",0267366305
3049,3049,*****MASKED*****,2008-09-17,"Aleea Toma Nr. 86 Bl. 71  Sc. 22 Ap. 827, Straja, 659123",0255312838
3050,3050,*****MASKED*****,1909-08-03,"Drumul Voinea, Ianca, 216178",0761316133
3051,3051,*****MASKED*****,1999-09-25,"Bulevardul Ioniță Nr. 639 Bl. 61  Sc. 70 Ap. 420, Lipova, 557514",0745863172
3052,3052,*****MASKED*****,2011-12-17,"Strada Popa Nr. 35 Bl. 99  Sc. 21 Ap. 643, Comanesti, 274384",0764134856
3053,3053,*****MASKED*****,2001-12-03,"Bulevardul Adrian Ardelean Nr. 57 Bl. 46  Sc. 77 Ap. 920, Glina, 903570",0246495393
3054,3054,*****MASKED*****,1967-09-12,"Soseaua Dumitrescu Nr. 27, Gilau, 524858",0741760215
3055,3055,*****MASKED*****,1932-12-30,"Bulevardul Suciu Nr. 778, Pechea, 167421",0765661679
3056,3056,*****MASKED*****,2004-12-31,"Drumul Georgescu Nr. 630, Ramnicu Sarat, 223408",0724836392
3057,3057,*****MASKED*****,1924-10-20,"Strada Florea, Dabuleni, 869891",0720104977
3058,3058,*****MASKED*****,1980-06-25,"Aleea Dumitrescu Nr. 295 Bl. 80  Sc. 95 Ap. 649, Bumbesti-Jiu, 398695",0744542235
3059,3059,*****MASKED*****,1934-01-18,"Soseaua Stănescu Nr. 642, Floresti, 697171",0247721080
3060,3060,*****MASKED*****,1930-05-13,"Bulevardul Diaconu Nr. 26, Boldesti-Scaeni, 516724",0744068849
3061,3061,*****MASKED*****,1933-05-12,"Intrarea Beniamin Tomescu Nr. 995 Bl. 26  Sc. 36 Ap. 134, Sancraiu de Mures, 980899",0265750944
3062,3062,*****MASKED*****,1960-11-25,"Intrarea Preda Nr. 818, Bacau, 976609",0249781498
3063,3063,*****MASKED*****,1944-03-29,"Bulevardul Niță Nr. 52, Glina, 932047",0269115519
3064,3064,*****MASKED*****,2005-05-12,"Strada Suciu, Poiana Mare, 331919",0268374738
3065,3065,*****MASKED*****,2008-01-29,"Soseaua Ioniță Nr. 915, Darabani, 206072",0254076161
3066,3066,*****MASKED*****,1917-09-19,"Aleea Nemeș Nr. 43 Bl. 84  Sc. 93 Ap. 184, Otopeni, 987028",0244166446
3067,3067,*****MASKED*****,1988-11-17,"Bulevardul Manole Nr. 12, Otopeni, 777933",0731709345
3068,3068,*****MASKED*****,1933-05-16,"Soseaua Aanei Nr. 528 Bl. 33  Sc. 54 Ap. 812, Fundeni, 267447",0761149979
3069,3069,*****MASKED*****,1938-10-10,"Soseaua Dumitrescu, Motatei, 618469",0762021039
3070,3070,*****MASKED*****,1914-02-17,"Intrarea Niță, Calarasi, 773061",0245852487
3071,3071,*****MASKED*****,1908-06-11,"Drumul Dumitrescu, Carei, 268204",0255062708
3072,3072,*****MASKED*****,1928-04-09,"Intrarea Crin Georgescu Nr. 318, Curcani, 600206",0764757712
3073,3073,*****MASKED*****,1911-05-08,"Strada Nistor, Tudora, 922712",0250188908
3074,3074,*****MASKED*****,2003-03-21,"Aleea Diaconu Nr. 17, Tudora, 590458",0236536643
3075,3075,*****MASKED*****,1933-01-20,"Soseaua Niță Nr. 55, Odobesti, 985645",0210373882
3076,3076,*****MASKED*****,2012-01-21,"Drumul Aurelia Preda Nr. 54 Bl. 46  Sc. 94 Ap. 827, Rasinari, 838439",0788771249
3077,3077,*****MASKED*****,1966-01-25,"Intrarea Nistor Nr. 68 Bl. 21  Sc. 52 Ap. 219, Ramnicu Sarat, 466558",0764890459
3078,3078,*****MASKED*****,1917-08-21,"Strada Mărioara Albu, Satu Mare, 198528",0234491772
3079,3079,*****MASKED*****,1951-05-29,"Bulevardul Emanuela Dinu Nr. 45 Bl. 68  Sc. 13 Ap. 645, Cugir, 849315",0760370784
3080,3080,*****MASKED*****,1986-11-24,"Drumul Cristea Nr. 733 Bl. 11  Sc. 76 Ap. 949, Babadag, 567110",0267971672
3081,3081,*****MASKED*****,1970-01-11,"Drumul Albu Nr. 851, Oituz, 482113",0728804167
3082,3082,*****MASKED*****,1916-11-16,"Aleea Flora Stănescu, Petrosani, 282243",0231582815
3083,3083,*****MASKED*****,1926-04-23,"Soseaua Tabacu, Oradea, 132961",0749379986
3084,3084,*****MASKED*****,1941-09-18,"Intrarea Stoica Nr. 799, Cugir, 728210",0232071850
3085,3085,*****MASKED*****,1922-07-02,"Strada Dinu Nr. 340, Oltenita, 465726",0263464852
3086,3086,*****MASKED*****,1958-07-17,"Strada Albu Nr. 753 Bl. 51  Sc. 16 Ap. 506, Hunedoara, 804868",0754952008
3087,3087,*****MASKED*****,1953-01-31,"Aleea Ionescu, Afumati, 123809",0747974260
3088,3088,*****MASKED*****,1967-12-05,"Soseaua Eusebia Cristea, Turda, 734148",0785545455
3089,3089,*****MASKED*****,1912-06-04,"Strada Gheorghiu Nr. 925, Oravita, 430603",0730933650
3090,3090,*****MASKED*****,1950-04-19,"Intrarea Nistor Nr. 90 Bl. 17  Sc. 63 Ap. 249, Petrila, 353619",0731960276
3091,3091,*****MASKED*****,1929-10-14,"Strada Niță Nr. 727, Ovidiu, 961124",0235664962
3092,3092,*****MASKED*****,2022-03-14,"Intrarea Valentina Georgescu, Lugoj, 899978",0265945757
3093,3093,*****MASKED*****,1982-05-13,"Intrarea Ioniță Nr. 87 Bl. 29  Sc. 46 Ap. 554, Roseti, 967576",0743075882
3094,3094,*****MASKED*****,1961-10-25,"Soseaua Mocanu Nr. 868, Campina, 293593",0237047914
3095,3095,*****MASKED*****,1958-05-12,"Strada Ionescu, Moinesti, 925548",0760884302
3096,3096,*****MASKED*****,1969-06-19,"Aleea Cristea, Rasnov Romacril, 130375",0250343573
3097,3097,*****MASKED*****,1965-04-25,"Intrarea Luca Mocanu Nr. 953, Talmaciu, 240064",0756485530
3098,3098,*****MASKED*****,2010-01-30,"Strada Ardelean Nr. 43 Bl. 86  Sc. 79 Ap. 555, Mangalia, 556613",0765659903
3099,3099,*****MASKED*****,1991-03-23,"Aleea Dochioiu Nr. 60, Bailesti, 413839",0737408518
3100,3100,*****MASKED*****,2006-03-09,"Aleea Dochioiu Nr. 25, Hunedoara, 280495",0747157215
3101,3101,*****MASKED*****,1971-03-05,"Drumul Cristea Nr. 70, 1 Decembrie, 775775",0764729504
3102,3102,*****MASKED*****,1945-05-03,"Strada Stoica Nr. 252 Bl. 56  Sc. 16 Ap. 493, Vicovu de Sus, 133627",0770979859
3103,3103,*****MASKED*****,1941-10-23,"Intrarea Niță, Magurele, 720675",0729060639
3104,3104,*****MASKED*****,1935-11-11,"Bulevardul Dobre, Brad, 135324",0769899063
3105,3105,*****MASKED*****,1919-09-26,"Intrarea Eftimie Nr. 190 Bl. 17  Sc. 59 Ap. 356, Brad, 677528",0742829399
3106,3106,*****MASKED*****,1961-02-09,"Strada Venera Nistor Nr. 37, Babadag, 535761",0754289601
3107,3107,*****MASKED*****,1998-01-27,"Bulevardul Ioniță Nr. 39, Tuzla, 807533",0785876653
3108,3108,*****MASKED*****,1915-12-29,"Soseaua Ardelean, Alexandria, 969490",0733469834
3109,3109,*****MASKED*****,2016-05-18,"Bulevardul Pop Nr. 241, Rodna, 866270",0760523266
3110,3110,*****MASKED*****,1943-05-28,"Soseaua Nemeș, Vladimirescu, 291860",0729661881
3111,3111,*****MASKED*****,2016-06-03,"Intrarea Oprea Nr. 38, Harsova, 134497",0261148561
3112,3112,*****MASKED*****,1923-08-30,"Bulevardul Dochioiu Nr. 324, Radauti, 901054",0232308261
3113,3113,*****MASKED*****,1923-10-28,"Drumul Robert Albu Nr. 94 Bl. 71  Sc. 93 Ap. 180, Odobesti, 117328",0246765282
3114,3114,*****MASKED*****,1940-03-14,"Intrarea Norica Diaconu Nr. 35 Bl. 60  Sc. 63 Ap. 331, Odobesti, 975724",0739536724
3115,3115,*****MASKED*****,1997-05-07,"Intrarea Ionescu Nr. 325 Bl. 89  Sc. 84 Ap. 122, Oltenita, 299438",0240171271
3116,3116,*****MASKED*****,1930-07-29,"Soseaua Niță Nr. 98, Falticeni, 924963",0755088270
3117,3117,*****MASKED*****,1958-03-17,"Aleea Barbu, Tandarei, 884272",0731292938
3118,3118,*****MASKED*****,1946-03-11,"Drumul Nelu Dinu, Fetesti-Gara, 443899",0726246517
3119,3119,*****MASKED*****,2012-03-28,"Drumul Stoica, Salonta, 315057",0741614194
3120,3120,*****MASKED*****,1928-05-04,"Aleea Bogdana Popescu Nr. 391 Bl. 72  Sc. 65 Ap. 248, Remetea, 735358",0757447118
3121,3121,*****MASKED*****,1982-05-28,"Aleea Rafila Voinea Nr. 250, Sandominic, 635083",0255769853
3122,3122,*****MASKED*****,1988-11-21,"Drumul Dima, Suceava, 455175",0739845273
3123,3123,*****MASKED*****,1995-11-17,"Intrarea Stoica Nr. 98, Moldova Veche, 200156",0738655977
3124,3124,*****MASKED*****,1909-03-28,"Strada Albu Nr. 345, Salonta, 812500",0262068198
3125,3125,*****MASKED*****,2005-05-20,"Bulevardul Voinea Nr. 425 Bl. 52  Sc. 96 Ap. 284, Dumbravita, 471513",0726243783
3126,3126,*****MASKED*****,1933-09-23,"Strada Ababei, Dej, 129359",0762632947
3127,3127,*****MASKED*****,1928-12-20,"Bulevardul Preda Nr. 298 Bl. 42  Sc. 23 Ap. 300, Cumpana, 246039",0243804123
3128,3128,*****MASKED*****,2002-11-27,"Aleea Ababei Nr. 79, Giarmata, 437362",0237750636
3129,3129,*****MASKED*****,1937-04-03,"Aleea Georgescu Nr. 408, Oltenita, 992549",0265345935
3130,3130,*****MASKED*****,1966-10-30,"Soseaua Panagachie Stoica Nr. 87, Gheorgheni, 393276",0769027695
3131,3131,*****MASKED*****,2009-03-31,"Drumul Ieremia Diaconescu Nr. 84, Turnu Magurele, 596584",0788368921
3132,3132,*****MASKED*****,1933-10-14,"Bulevardul Toma, Roseti, 718659",0263150375
3133,3133,*****MASKED*****,2013-09-24,"Drumul Ene Nr. 594 Bl. 82  Sc. 29 Ap. 483, Cudalbi, 136551",0260219657
3134,3134,*****MASKED*****,1992-08-17,"Bulevardul Ene, Oravita, 195243",0253655423
