"personal_id","phone_number","birthdate","address","job","user_id"
"1231","0238 678 706","1992-07-02","Bulevardul Teohari Popa, Fagetel (Remetea), 339251","Manager Energetic","11189"
"1232","0240 656 453","1998-08-16","Drumul Manole Nr. 28, Sighetu Marmatiei, 694815","Tehnician Mecanic","11190"
"1233","0727 386 427","1982-01-27","Strada Diaconescu Nr. 53 Bl. 70  Sc. 31 Ap. 616, Falticeni, 460400","Agent Compensare (Interbancara)","11191"
"1234","0249 363 572","1922-07-11","Drumul Petrișor Manole Nr. 74, Rasnov Romacril, 456594","Intendent","11192"
"1235","0788 575 982","2005-04-07","Intrarea Oprea Nr. 414, Pancota, 367685","Confectioner Cablaje Auto","11193"
"1236","0742 198 345","1961-09-30","Intrarea Stancu Nr. 649 Bl. 49  Sc. 12 Ap. 973, Teius, 692024","Inginer Aviatie","11194"
"1237","0259 941 437","1937-06-02","Drumul Marin Nr. 59, Ianca, 294679","Finisor-Reparator De Produse Industriale Din Cauciuc","11196"
"1238","0734 212 986","1942-07-31","Strada Nemeș Nr. 343 Bl. 11  Sc. 66 Ap. 283, Navodari, 638709","Cercetator In Ecologie Si Protectia Mediului","11197"
"1239","0263 423 092","1919-11-14","Aleea Barbu, Targu Secuiesc, 416230","Editor Coordonator Programe Tv","11198"
"1240","0254 110 438","1934-07-21","Soseaua Tomescu Nr. 22, Calafat, 203959","Strungar Slefuitor Tipografie","11199"
"1241","0772 457 474","1908-10-12","Bulevardul Venera Gheorghiu Nr. 364, Ramnicu Valcea, 726060","Fochist Locomotiva Cu Abur","11200"
"1242","0232 760 719","1955-11-27","Drumul Roberta Preda Nr. 11, Savinesti, 541677","Brigadier La Fabricarea Sticlei","11201"
"1243","0770 351 146","1987-10-15","Soseaua Tudor, Sacele, 655889","Comandant Instructor","11202"
"1466","0247 551 583","1988-01-11","Soseaua Florea Nr. 24, Odobesti, 643670","Corespondent Comercial","11426"
"1244","0741 793 600","1983-09-27","Drumul Narcisa Oprea Nr. 108 Bl. 77  Sc. 92 Ap. 545, Amara, 593365","Subinginer Mecanic Utilaje Pentru Constructii","11203"
"1245","0265 341 366","1939-10-25","Intrarea Niță Nr. 12 Bl. 58  Sc. 13 Ap. 671, Corabia, 810209","Operator La Prepararea Produselor Zaharoase","11204"
"1246","0770 275 121","2016-07-09","Intrarea Gherghina Preda Nr. 149 Bl. 90  Sc. 58 Ap. 181, Remetea, 838248","Preparator Mase Ceramice","11205"
"1247","0758 127 688","1955-08-25","Strada Dinu, Aiud, 583705","Cantor","11206"
"1248","0232 634 839","1948-06-13","Bulevardul Gheorghiu Nr. 526 Bl. 42  Sc. 97 Ap. 439, Draganesti-Olt, 906122","Electrician Iluminare Scena","11207"
"1249","0732 945 489","1997-12-18","Strada Narcis Popa Nr. 502 Bl. 39  Sc. 25 Ap. 752, Valenii de Munte, 440636","Pontonier Feribot","11208"
"1250","0748 798 583","1939-09-13","Strada Rafael Ababei Nr. 280, Peris, 673805","Agent De Securitate","11209"
"1251","0266 388 370","1986-08-19","Bulevardul Albu, Fundeni, 821653","Tehnician Acustician-Audioprotezist","11210"
"1252","0234 841 260","1970-06-14","Aleea Popa, Baia Mare, 812892","Sofer Transport Valori Bancare","11211"
"1253","0758 965 339","1983-05-21","Drumul Diaconu Nr. 966, Tecuci, 558565","Plasator","11212"
"1254","0249 495 750","1920-10-12","Intrarea Voinea Nr. 305 Bl. 63  Sc. 72 Ap. 751, Tomesti, 750606","Operator Extractie Titei","11213"
"1255","0770 984 024","1936-10-28","Aleea Niță Nr. 60, Floresti, 362228","Otelar","11214"
"1256","0758 876 538","1994-01-18","Strada Ene Nr. 96, Moldova Veche, 751152","Turnator Modelier","11215"
"1257","0244 143 688","1940-09-25","Soseaua Toma Nr. 68 Bl. 93  Sc. 90 Ap. 400, Greci, 310430","Filozof","11216"
"1258","0758 877 471","1982-08-02","Intrarea Georgescu Nr. 91 Bl. 31  Sc. 36 Ap. 771, Moldova Veche, 444111","Confectioner Garnituri De Etansare Din Cauciuc","11217"
"1259","0269 814 079","1985-02-04","Strada Niță Nr. 367 Bl. 59  Sc. 64 Ap. 904, Hateg, 419554","Preparator Pulberi","11218"
"1260","0771 763 553","1989-03-17","Aleea Eftimie Nr. 51 Bl. 24  Sc. 28 Ap. 869, Apahida, 743414","Comisar","11219"
"1261","0739 077 636","1927-08-25","Drumul Julia Aanei, Dej, 955800","Conducator De Intreprindere Mica ","11220"
"1262","0725 705 151","1989-11-15","Soseaua Ene, Sebes, 178822","Sef Atelier Cercetare-Proiectare","11221"
"1263","0784 179 473","1989-08-19","Soseaua Toma Nr. 92 Bl. 32  Sc. 90 Ap. 712, Dragalina, 256053","Presator Mase Plastice","11222"
"1264","0251 728 350","1918-07-12","Strada Zina Pop Nr. 97, Paunesti, 558827","Inginer Electrotehnist","11223"
"1265","0232 843 172","1973-09-03","Aleea Stan, Glina, 830237","Operator Chimist La Fabricarea Colorantilor","11224"
"1266","0262 635 531","1956-11-06","Drumul Mocanu Nr. 879, Vulcan, 962813","Tehnolog Alimentatie Publica","11225"
"1267","0267 888 506","1917-05-04","Bulevardul Toma Nr. 369, Uricani, 255529","Lucrator Pensiune Turistica","11226"
"1268","0727 776 319","1962-02-02","Intrarea Marin Nr. 73, Ramnicu Valcea, 608394","Lucrator Produse Naturiste","11227"
"1269","0729 606 114","1936-09-12","Strada Tomescu Nr. 45, Ocna Mures, 675648","Formator Pfl","11228"
"1270","0237 194 981","1975-09-03","Soseaua Ababei Nr. 26, Turda, 244258","Sef Tura Dispecer Energetic","11229"
"1271","0756 742 761","1920-04-04","Bulevardul Popescu, Sovata, 903853","Finisor Terasamente","11230"
"1272","0237 905 893","1974-07-11","Intrarea Petruța Dinu, Chitila, 790629","Operator La Masina De Laminat","11231"
"1273","0269 902 681","1953-05-15","Drumul Florina Stoica Nr. 52 Bl. 46  Sc. 58 Ap. 954, Negresti-Oas, 980628","Preparator Conserve Lapte Si Lactoza","11232"
"1274","0732 800 612","1962-11-16","Drumul Dorel Dima Nr. 547 Bl. 52  Sc. 22 Ap. 259, Eforie Nord, 799396","Sef Birou/Serviciu/Sectie Circumscriptie Financiara","11233"
"1275","0788 087 294","1971-06-19","Strada Manole Nr. 744, Bolintin-Vale, 823441","Turnator Geam","11234"
"1276","0726 355 530","1980-04-18","Aleea Valeriu Florea, Agnita, 710491","Termist Tratamentist De Piese Semifabricate, Finite","11235"
"1277","0746 505 177","2015-10-09","Bulevardul Oprea Nr. 23 Bl. 68  Sc. 44 Ap. 389, Darabani, 478102","Mozaicar (Exclusiv Restaurator)","11236"
"1278","0749 545 856","2010-04-26","Strada Popa Nr. 261, Curcani, 479391","Agent Curatenie Cladiri Si Mijloace De Transport","11237"
"1279","0727 866 562","1956-01-18","Bulevardul Ene Nr. 234, Curtici, 117910","Masinist La Confectionarea Tuburilor De Aluminiu","11238"
"1280","0264 152 134","1917-10-31","Soseaua Niță Nr. 52 Bl. 35  Sc. 41 Ap. 393, Sangeorz-Bai, 366759","Telebanker","11239"
"1281","0784 366 456","2005-11-27","Soseaua Tudor Nr. 67 Bl. 50  Sc. 53 Ap. 602, Baia Sprie, 956814","Muncitor In Taieri Structuri Cu Scule Diamantate","11240"
"1282","0251 998 491","2019-05-11","Intrarea Dinu Nr. 55 Bl. 96  Sc. 74 Ap. 392, Feldru, 100038","Sef Tura Telecomunicatii Aeronautice Aviatie Civila","11241"
"1283","0251 794 468","1942-10-16","Strada Isabela Dobre Nr. 585 Bl. 44  Sc. 70 Ap. 874, Targu Mures, 293700","Sef Serviciu/Sef Birou Asigurari","11242"
"1284","0233 839 748","2016-02-23","Bulevardul Dinu Nr. 60 Bl. 73  Sc. 47 Ap. 180, Amara, 973187","Tehnician Pret De Cost","11243"
"1285","0265 123 746","1913-06-19","Aleea Nistor Nr. 224 Bl. 62  Sc. 18 Ap. 966, Videle, 430307","Sef De Receptie Hotel","11244"
"1286","0239 576 053","1951-11-19","Intrarea Nistor, Glina, 719187","Operator Meteorolog","11245"
"1287","0749 067 356","2020-02-17","Soseaua Diana Georgescu Nr. 79, Savinesti (Poiana Teiului), 813455","Montor Pozitive","11246"
"1288","0764 603 161","1929-01-19","Intrarea Sânziana Barbu Nr. 75, Baile Borsa, 496975","Operator La Masinile De Fotoculegere (Monofoto)","11247"
"1289","0757 489 333","1975-01-03","Bulevardul Eftimie Nr. 37 Bl. 92  Sc. 67 Ap. 446, Baia Sprie, 778647","Consilier Presedinte Organizatie Profesionala Nationala","11248"
"1290","0735 337 646","1958-10-09","Strada Visarion Stănescu Nr. 574 Bl. 69  Sc. 33 Ap. 688, Roman, 516363","Videotecar","11249"
"1291","0771 418 518","1948-05-25","Strada Ababei Nr. 491 Bl. 66  Sc. 23 Ap. 455, Valu lui Traian, 511177","Translator","11250"
"1292","0733 071 117","1988-05-21","Bulevardul Albu Nr. 64, Fieni, 303492","Valet","11251"
"1293","0249 035 365","1953-01-01","Drumul Mitică Popescu Nr. 61, Buftea, 585282","Cercetator In Domeniul Stiintelor Juridice","11252"
"1294","0771 759 853","1927-01-30","Intrarea Ardelean, Cristuru Secuiesc, 421456","Audiolog","11253"
"1295","0244 524 693","1961-08-27","Aleea Eric Ababei Nr. 802, Brasov, 616020","Cusator Piese La Incaltaminte Din Cauciuc","11254"
"1296","0739 950 687","1989-04-21","Intrarea Dima, Cumpana, 278843","Cascador","11255"
"1297","0748 222 819","1991-05-09","Strada Tudor, Calafat, 108627","Asistent De Cercetare In Exploatari Miniere","11256"
"1298","0269 878 570","2010-05-31","Aleea Florea, Targu Frumos, 982614","Intermediarist Film Desene Animate (Studii Medii)","11257"
"1299","0248 765 092","1932-01-17","Intrarea Mocanu Nr. 238, Pogoanele, 435775","Pregatitor Placi Fibrolemnoase Si Hartie Pentru Filme","11258"
"1979","0262 720 526","2021-09-22","Soseaua Victoria Dumitrescu Nr. 852, Baicoi, 309562","Consilier Juridic","11938"
"1300","0786 187 997","2008-03-25","Strada Georgescu, Iernut, 694599","Asistent De Cercetare In Bacteriologie, Microbiologie, Biochimie, Farmacologie","11259"
"1301","0767 299 464","1957-02-27","Strada Oana Mocanu Nr. 578, Braila, 917056","Operator Descleietor Textile","11260"
"1302","0788 171 835","1931-07-06","Bulevardul Voinea, Magurele, 174697","Inspector Scolar Pentru Educatie Permanenta","11261"
"1303","0742 946 134","1955-12-15","Drumul Mazilescu Nr. 338, Carei, 516345","Colector Si Preparator Faina, Sange, Carne, Oase","11262"
"1304","0767 193 716","1918-09-28","Soseaua Iolanda Stănescu Nr. 439 Bl. 31  Sc. 61 Ap. 599, Breaza de Sus, 394765","Asistent Veterinar","11263"
"1305","0260 622 925","1946-07-01","Aleea Dinu Nr. 277 Bl. 33  Sc. 56 Ap. 503, Cugir, 559600","Arhiepiscop","11264"
"1306","0246 164 091","1968-07-04","Soseaua Dobre Nr. 34 Bl. 99  Sc. 94 Ap. 675, Fetesti-Gara, 670158","Gardian Feroviar","11265"
"1307","0758 344 184","1986-03-14","Drumul Monalisa Dinu Nr. 899, Eforie Nord, 775832","Expert Inginer Petrochimist","11266"
"1308","0765 360 507","2002-11-05","Bulevardul Barbu Nr. 55, Hunedoara, 110891","Masinist Pentru Utilaje Specifice La Extractie Si Executia Tunelurilor","11267"
"1309","0756 888 313","1940-08-27","Soseaua Nistor, Afumati, 454115","Maistru Mecanic","11268"
"1310","0261 164 689","1997-08-05","Intrarea Ioniță Nr. 345, Berceni, 580986","Agent Transporturi Interne","11269"
"1311","0772 260 823","1911-04-04","Soseaua Manole Nr. 77, Mangalia, 874992","Expert Contractare Activitati Investitionale","11270"
"1312","0741 975 682","2007-04-21","Aleea Vasilică Tomescu Nr. 19, Alesd, 353206","Sef Tura Servicii Securitate","11271"
"1313","0263 970 210","1929-01-08","Aleea Nemeș Nr. 862, Calarasi, 268458","Cercetator In Petrol (Extractie-Prospectiune)","11272"
"1314","0257 229 779","1948-03-12","Intrarea Pop, Calarasi, 354319","Montator/Reglor/Depanator De Aparataj Electric","11273"
"1315","0745 167 667","1917-01-24","Soseaua Ionescu Nr. 939 Bl. 57  Sc. 66 Ap. 889, Buhusi, 536375","Copywriter Publicitate (Studii Superioare)","11274"
"1316","0736 513 827","1939-07-31","Soseaua Ardelean, Viseu de Sus, 540949","Specialist Sistem Asigurari","11275"
"1317","0770 937 927","1984-12-22","Bulevardul Niță Nr. 95, Fagetel (Remetea), 539631","Estimator Licitatii","11276"
"1318","0248 452 139","1925-08-20","Strada Popa, Campia Turzii, 512996","Referent Pensii, Asigurari Sociale Si Asistenta Sociala","11277"
"1319","0240 365 036","1968-11-13","Aleea Mocanu, Aiud, 722340","Responsabil Cazare","11278"
"1320","0772 422 389","1999-02-16","Drumul Tomescu Nr. 210 Bl. 16  Sc. 68 Ap. 568, Cudalbi, 685179","Sef Revizie Locomotive, Automotoare","11279"
"1321","0739 066 966","2018-11-19","Soseaua Valter Barbu, Dancu, 839935","Analist Recrutare/Integrare Salariati","11280"
"1322","0742 449 878","2010-05-19","Drumul Camelia Oprea Nr. 954 Bl. 57  Sc. 65 Ap. 784, Dorohoi, 861601","Actor","11281"
"1323","0750 166 965","2001-11-18","Drumul Niță, Bolintin-Vale, 972185","Asamblator Lazi","11282"
"1324","0751 657 472","1958-03-27","Intrarea Dochioiu, Suceava, 166547","Medic Specialist","11283"
"1325","0786 670 592","2010-10-30","Aleea Stoica Nr. 64, Anina, 759589","Jucator De Rugbi","11284"
"1326","0745 733 227","2021-09-26","Bulevardul Stănescu, Bolintin-Vale, 559699","Restaurator Piatra","11285"
"1327","0743 299 691","1971-04-08","Soseaua Clarisa Ababei Nr. 285 Bl. 84  Sc. 33 Ap. 463, Mihail Kogalniceanu, 982278","Detector Pierderi Apa Si Gaze","11286"
"1328","0720 492 209","1925-11-14","Drumul Albu Nr. 481, Buftea, 939647","Agent Orientare Profesionala A Somerilor/Agent Informare Privind Cariera","11287"
"1329","0734 589 779","1989-10-18","Bulevardul Florea Nr. 90, Glina, 370538","Geolog-Sef","11288"
"1330","0742 726 375","1960-02-07","Bulevardul Emilia Stancu Nr. 990 Bl. 68  Sc. 96 Ap. 948, Intorsura Buzaului, 186870","Inginer De Cercetare In Tehnologia Substantelor Anorganice","11289"
"1331","0736 746 355","2017-06-21","Bulevardul Stan Nr. 790, Magurele, 168900","Comentator Radio Tv","11290"
"1332","0244 289 539","2017-05-29","Strada Tatiana Marin Nr. 804 Bl. 31  Sc. 64 Ap. 754, Fetesti, 336735","Electrician Constructor Montator Aparataj Si Cabluri De Joasa Tensiune","11291"
"1333","0749 995 965","1990-05-31","Intrarea Brăduț Nistor Nr. 70 Bl. 12  Sc. 25 Ap. 445, Negresti, 180511","Sef Serviciu Radiotelecomunicatii","11292"
"1334","0725 745 341","1949-04-03","Bulevardul Mazilescu Nr. 908 Bl. 75  Sc. 69 Ap. 837, Calan, 599346","Finisor-Asamblator Obiecte Din Mase Plastice","11293"
"1335","0770 669 597","1971-05-05","Bulevardul Manole, Murfatlar, 406126","Inginer/Subinginer Silvic","11294"
"1336","0234 322 504","1983-01-18","Aleea Mugur Cristea, Prejmer, 878075","Paginator Tipograf","11295"
"1337","0251 589 259","2014-02-24","Strada Aanei Nr. 615, Gherla, 317113","Montor Imagine","11296"
"1338","0742 057 590","1976-12-21","Aleea Iulian Ene Nr. 419 Bl. 34  Sc. 55 Ap. 273, Simleu Silvaniei, 339745","Operator-Prospector Lucrari Geologice Si Geofizice","11297"
"1339","0767 983 191","1922-01-18","Aleea Ene Nr. 43 Bl. 24  Sc. 94 Ap. 634, Vlahita, 242351","Prajitor Minereu","11298"
"1340","0253 128 887","2022-04-13","Strada Diaconescu Nr. 21 Bl. 45  Sc. 38 Ap. 232, Eforie Nord, 127515","Expert Evaluator De Bunuri Mobile","11299"
"1341","0253 850 152","2005-12-11","Soseaua Doru Manole Nr. 245, Strejnicu, 246021","Sef Atelier In Constructii","11300"
"1342","0780 331 814","1956-09-04","Soseaua Niță Nr. 195 Bl. 78  Sc. 60 Ap. 891, Galati, 253972","Electrician Rural","11301"
"1343","0748 106 899","1914-12-14","Bulevardul Aanei, Baia Sprie, 669965","Manager Marketing (Tarife, Contracte, Achizitii)","11302"
"1344","0780 740 498","1951-11-05","Bulevardul Suciu Nr. 52, Paunesti, 256975","Degresator, Curatator Piese Si Aparate Optice","11303"
"1345","0739 245 485","1959-11-10","Bulevardul Dochia Aanei, Copsa Mica, 769077","Sef Productie Film","11304"
"1346","0241 136 392","1934-08-12","Aleea Barbu, Tudora, 990047","Legator De Par","11305"
"1347","0236 335 007","1992-03-14","Bulevardul Bernard Albu Nr. 372 Bl. 61  Sc. 68 Ap. 356, Victoria, 534029","Proiectant Inginer Metalurg","11306"
"1348","0733 167 638","1960-12-09","Aleea Tabacu Nr. 648 Bl. 38  Sc. 38 Ap. 718, Sighetu Marmatiei, 986793","Disponent In Filaturi","11307"
"1349","0760 060 074","1930-09-06","Aleea Aanei, Bistrita, 120333","Maestru De Lumini","11308"
"1350","0269 046 982","2020-03-29","Soseaua Aanei Nr. 555, Husi, 935088","Director Institutie Publica","11309"
"1351","0762 669 918","1923-09-09","Aleea Ioniță Nr. 553 Bl. 89  Sc. 63 Ap. 339, Amara, 116817","Tamplar Mecanic La Slefuit","11310"
"1352","0240 794 945","1984-06-16","Bulevardul Mariana Stan, Mizil, 699038","Designer Pagini Web (Studii Superioare)","11311"
"1353","0731 933 161","1995-07-18","Bulevardul Elisabeta Pop Nr. 273, Babeni, 870198","Insotitor","11312"
"1354","0760 529 290","1993-05-21","Aleea Codrin Dobre Nr. 300, Negresti-Oas, 560757","Ghid Montan","11313"
"1355","0711 982 336","2023-05-13","Bulevardul Dinu Nr. 899, Dragu-Brad, 661343","Manager De Cladire","11314"
"2836","0259 667 298","2006-07-15","Aleea Eleonora Eftimie, Dorohoi, 163437","Emailator Prin Pulverizare","12797"
"1356","0758 117 309","1961-03-01","Bulevardul Nistor Nr. 78 Bl. 35  Sc. 27 Ap. 818, Baraolt, 460897","Sef Laborator Masuratori Telecomunicatii","11315"
"1357","0241 836 505","2020-03-19","Soseaua Voinea Nr. 525 Bl. 13  Sc. 51 Ap. 787, Sancraiu de Mures, 748709","Operator Injectorist","11316"
"1358","0758 660 103","1917-04-16","Bulevardul Dora Stoica Nr. 188 Bl. 85  Sc. 20 Ap. 906, Schela Cladovei, 405706","Instructor Scolar Auto","11317"
"1359","0753 169 600","1994-12-24","Soseaua Diaconescu Nr. 54, Siria, 204045","Izolator Lucrari Speciale (Antiacide Si De Protectie)","11318"
"1360","0255 418 297","1939-10-31","Intrarea Eftimie Nr. 951, Nasaud, 387288","Ofiter Securitatea Informatiei (Security Officer ","11319"
"1361","0732 043 295","1976-06-05","Intrarea Stancu Nr. 21 Bl. 62  Sc. 64 Ap. 421, Pogoanele, 270668","Muncitor Hidrometru","11320"
"1362","0256 311 200","1916-06-04","Aleea Toma Nr. 54 Bl. 19  Sc. 44 Ap. 886, Jimbolia, 900894","Expert Evaluator De Intreprinderi","11321"
"1363","0243 738 581","1987-01-06","Drumul Ludovica Barbu Nr. 74 Bl. 91  Sc. 80 Ap. 542, Beius, 861026","Consilier Botanist","11322"
"1364","0245 505 178","1976-02-28","Strada Florea, Pucioasa, 446605","Preparator Vermut","11323"
"1365","0247 664 514","1942-01-30","Intrarea Mazilescu Nr. 81, Rovinari, 624405","Dispecer Centrala, Hidrocentru, Cascada, Dispecerate Teritoriale","11324"
"1366","0726 111 567","1956-03-12","Bulevardul Stoica Nr. 741 Bl. 62  Sc. 42 Ap. 551, Cudalbi, 428062","Sef Birou Redactie","11325"
"1367","0760 970 964","1938-02-17","Soseaua Albu Nr. 181, Covasna, 400654","Expert In Securitate Si Sanatate In Munca","11326"
"1368","0734 494 976","1917-06-20","Soseaua Tudor Nr. 46 Bl. 17  Sc. 83 Ap. 610, Negresti, 985446","Tehnician Laborant Analize Produse Alimentare","11327"
"1369","0754 949 983","1915-07-29","Intrarea Dumitrescu, Teius, 794286","Sef Expozitii Si Targuri","11328"
"1370","0252 173 443","1960-07-29","Bulevardul Oprea Nr. 291, Afumati, 521132","Ghid Habitat Natural Flora, Fauna","11329"
"1371","0741 880 370","1957-10-18","Soseaua Nistor Nr. 19, Mioveni, 829695","Sef Birou Marketing","11330"
"1372","0744 843 974","1934-06-19","Drumul Dumitrescu Nr. 791, Botosani, 325413","Electromecanic Reparator Obiecte De Uz Casnic","11331"
"1373","0785 817 409","1915-05-30","Aleea Eftimie Nr. 67, Slatina, 200585","Cercetator In Medicina Generala","11332"
"1374","0250 361 611","1945-02-08","Strada Aurel Barbu, Reghin, 974941","Vicepresedinte Organizatie Profesionala Nationala","11333"
"1375","0759 971 239","1951-05-18","Soseaua Gheorghiu Nr. 639, Avrig, 561574","Tragator, Slefuitor, Gradator Nivele","11334"
"1376","0734 725 051","1911-08-15","Drumul Eftimia Stănescu, Pecica, 742737","Sef Birou Reclama Publicitara","11335"
"1377","0780 151 021","1943-10-13","Soseaua Mazilescu Nr. 861, Calan, 290728","Sef Sectie/Adjunct (Sector) Transporturi","11336"
"1378","0264 014 991","1995-11-21","Strada Diaconescu, Harlau, 688439","Inspector Rnr (Registru Naval Roman)","11337"
"1379","0736 547 753","1947-09-29","Strada Catrina Toma, Viseu de Sus, 976658","Inginer De Cercetare In Masini Si Echipamente Termice","11338"
"1380","0780 484 927","2023-01-05","Drumul Tomescu Nr. 48 Bl. 40  Sc. 99 Ap. 605, Sangeorz-Bai, 363116","Preparator Paste Chimice Pentru Chibrituri","11339"
"1381","0768 093 045","1952-11-23","Soseaua Florea Nr. 67 Bl. 23  Sc. 34 Ap. 391, Onesti, 705472","Instalator Frigotehnist","11340"
"1382","0731 455 097","1936-06-06","Bulevardul Ortansa Barbu Nr. 616, Berceni, 905408","Inginer De Cercetare In Metrologie","11341"
"1383","0249 404 727","1935-09-01","Bulevardul Stan Nr. 364, Borcea, 660699","Operator Instalatii Control Antiterorist/Antideturnare","11342"
"1384","0722 014 342","1979-02-25","Intrarea Stancu Nr. 507 Bl. 81  Sc. 76 Ap. 370, Carei, 920857","Preparator Invatamantul Universitar","11343"
