first_name,last_name,phone_number,birthdate,address,mac_address,ip_address,job,iban,currency
Fabia,Diaconu,0247 382 649,1917-07-18,"Aleea Lelia Toma, Calan, 826902",09:0b:7a:79:41:d8,24.227.145.95,Asistent Regizor Studio,RO67HRVU9354158408633059,GEL
Sonia,Dima,0750 469 916,1975-11-30,"Aleea Stancu Nr. 22, Horodnic de Sus, 300389",86:02:4c:71:b8:d4,177.143.220.56,Expert Inginer Zootehnist,RO86CJCZ4311559227813317,SRD
Agripina,Niță,0772 791 771,1940-08-31,"Aleea Nistor Nr. 86 Bl. 81  Sc. 34 Ap. 659, Dej, 289858",be:75:ca:f1:3a:62,5.208.203.88,Maistru Normator,RO73XBWO9479949435596540,SYP
Magdalena,Ionescu,0760 478 279,1991-02-25,"Soseaua Florian Popa Nr. 623, Balotesti, 322391",86:f5:39:eb:ff:8d,56.221.197.36,Fazanier,RO35UWRE9209412127401098,BYR
Stana,Ene,0747 888 214,1952-03-31,"Intrarea Mazilescu Nr. 47, Brad, 170331",5a:f3:20:b6:9a:79,166.101.121.167,Sef Modul In Industria Prelucratoare,RO04AQKQ7265076619734493,HTG
Bănel,Ene,0237 779 166,1939-09-29,"Strada Manole, Targu Neamt, 591917",5a:f8:a0:e2:6e:51,108.97.90.81,Asistent De Cercetare In Agromontanologie,RO55QZIJ7376304121542669,LAK
Ducu,Oprea,0239 940 686,1923-01-03,"Aleea Giorgian Tabacu Nr. 21, Turda, 976476",be:76:20:70:80:dc,120.212.209.71,Sef Birou Marketing,RO32GBHI5759923158218660,AUD
Leordean,Manole,0735 094 393,1987-09-11,"Bulevardul Ardelean Nr. 70, Targu Ocna, 189410",41:bb:f2:59:38:9f,15.221.168.42,Pictor Scenograf,RO12SMKW5387538522718600,INR
Voichița,Tudor,0249 487 891,1964-06-03,"Bulevardul Albu Nr. 18, Aiud, 551711",40:40:f3:fd:ee:07,136.127.8.235,Formator Finisor Placi,RO66CZHP7954223246787527,PGK
Sinică,Pușcașu,0245 459 498,1924-02-05,"Drumul Popescu Nr. 65, Baicoi, 498180",59:e6:bf:e4:6c:d2,158.91.167.238,Operator La Fabricarea Sapunurilor,RO58NQSJ6680268219046409,ANG
Consuela,Marin,0788 467 886,2007-11-04,"Aleea Rozalia Barbu Nr. 103 Bl. 61  Sc. 47 Ap. 899, Navodari, 924029",2a:15:31:06:18:5b,53.122.18.167,Director De Departament Alimentatie,RO17DDHY8483642234137766,INR
Victor,Stan,0725 125 647,1998-02-24,"Aleea Amanda Ioniță Nr. 66, Magurele, 548335",73:60:9c:af:a7:f9,13.203.90.28,Cercetator In Medicina Traditionala,RO26CTPD8309898197120101,SBD
Zamfir,Pop,0243 474 434,1991-01-16,"Soseaua Arina Ardelean Nr. 106, Filiasi, 330056",0a:1f:55:da:cd:34,39.19.140.151,Laborant In Invatamant,RO59XIXS6564334413545433,AFN
Bănel,Stancu,0765 516 720,1935-03-25,"Aleea Luca Ardelean Nr. 169 Bl. 78  Sc. 29 Ap. 547, Otopeni, 800800",47:f8:57:5a:6b:83,213.19.160.144,Masinist La Confectionarea Materialelor Electroizolante Stratificate (Mica),RO81UMEX1450292145071716,MXN
Emanuel,Stan,0788 708 091,1947-06-22,"Aleea Stănescu Nr. 59, Sannicolau Mare, 464156",5e:eb:33:4a:84:73,200.39.122.62,Masinist La Confectionarea Spetelor Si Spiralelor,RO88SPYZ0793778291958102,LRD
Alma,Ionescu,0253 075 671,1949-07-11,"Drumul Diaconescu, Petrosani, 451617",4a:9c:0c:51:af:09,71.96.58.118,Modelator Tuburi Spectrale,RO55EZSG0614049934248709,BTN
Aneta,Georgescu,0256 524 890,2010-10-10,"Bulevardul Ardelean Nr. 901, Viseu de Sus, 661173",6d:4c:6a:e0:e4:a8,46.96.108.71,Conservator Bunuri Culturale,RO87ZTDS6302167787484793,GYD
Laurenția,Dinu,0785 787 573,1980-06-21,"Strada Popa, Focsani, 688178",1f:68:04:f5:42:ff,217.65.246.172,Scafandru Salvator,RO82QBSB8567433697154138,BOB
Silvia,Popa,0722 159 200,2016-01-05,"Aleea Zenobia Marin Nr. 240 Bl. 93  Sc. 24 Ap. 528, Medgidia, 250409",b4:fd:9c:83:e0:f6,77.56.44.66,Formator Tuburi Spectrale,RO12DHGD4125067727006425,LYD
Ecaterina,Mocanu,0766 527 288,1963-10-30,"Strada Stancu Nr. 98, Valenii de Munte, 113337",fd:62:19:21:6e:b5,105.85.205.247,Geofizician,RO44KPPH9338387178174425,CUP
Suzana,Georgescu,0729 556 981,2018-09-09,"Aleea Mocanu Nr. 235 Bl. 20  Sc. 21 Ap. 817, Vlahita, 867058",29:48:f5:48:3b:54,117.105.80.189,Inginer Prelucrari Metalurgice,RO63TOFB0408423768217218,BSD
Sabin,Ionescu,0232 549 945,1934-04-20,"Drumul Loredana Stănescu Nr. 896, Sinaia, 842436",d8:32:2f:9e:20:14,221.70.244.62,Operator La Masina De Laminat,RO37BGMK9090204982633372,BGN
Iosefina,Barbu,0788 836 550,1908-07-28,"Intrarea Dochioiu, Tarnaveni, 103935",b6:ae:85:04:0e:a9,138.149.146.84,Asistent De Cercetare In Pedagogie,RO80LEMI0262632962764738,USD
Cezar,Barbu,0252 294 498,1994-06-17,"Soseaua Codruț Eftimie, Bragadiru, 155625",74:f2:3b:09:8f:38,42.242.204.178,Prim-Grefier,RO14OWIN5408695049882484,NZD
Floarea,Stănescu,0767 077 947,1986-11-01,"Aleea Tomescu Nr. 251, Insuratei, 930405",83:c7:a5:8b:c8:30,11.254.176.169,Cartonagist,RO94RTPO0796374987070334,MAD
Alistar,Dobre,0258 283 132,1960-10-17,"Intrarea Isabela Stoica Nr. 41 Bl. 88  Sc. 28 Ap. 310, Valenii de Munte, 117184",55:4f:88:22:65:26,168.99.195.190,Director Incubator Tehnologic De Afaceri,RO84FLCD6678771111772774,SPL
Jasmina,Mocanu,0231 743 384,1924-02-21,"Aleea Tabacu Nr. 957, Mihail Kogalniceanu, 780867",ee:2a:45:f4:1e:62,133.210.74.207,Cercetator In Biologie Chimie,RO21EYDE7688499082695601,ALL
Sergiu,Diaconescu,0788 409 116,1918-01-03,"Intrarea Ilarion Stoica Nr. 767, Sovata, 159137",aa:e0:67:18:70:8c,15.74.49.14,Decontaminator,RO64FBQT6172154817978971,SZL
Francisc,Manole,0252 072 108,1975-10-11,"Intrarea Florea, Codlea, 202704",29:fd:ef:40:22:9e,82.161.218.94,Masinist La Deshidratare Pasta Hartie,RO97JJRX9901075665118114,PAB
Oliviu,Dinu,0784 258 525,1926-01-16,"Soseaua Antonie Voinea, Cornetu, 463717",83:30:9c:f3:f9:bd,119.236.175.246,Inspector De Specialitate Asigurari,RO54AUUK6956432299951088,GGP
Luminița,Stancu,0741 362 586,1995-03-03,"Soseaua Albu Nr. 853 Bl. 23  Sc. 93 Ap. 416, Dej, 198010",de:4d:93:79:e2:01,99.5.254.4,Sef Echipaj Maritim/Fluvial,RO84VMWA6729018718791144,KPW
Teea,Diaconu,0244 724 630,1965-03-07,"Strada Albu Nr. 773 Bl. 17  Sc. 12 Ap. 392, Huedin, 639520",c8:c8:1d:99:e8:b4,34.33.3.210,Confectioner-Asamblor Articole Din Lemn,RO11DRJS1494571083632473,COP
Vasile,Nistor,0738 317 675,1991-01-30,"Drumul Dumitrescu Nr. 793 Bl. 68  Sc. 35 Ap. 996, Caransebes, 344742",6e:c8:67:7a:c5:9c,130.116.89.88,Dogar Manual,RO82KZRK3161426728102347,GNF
Luca,Preda,0756 379 816,1933-03-31,"Bulevardul Oprea Nr. 55, Sadova, 371450",cf:7e:e9:d1:26:55,139.138.8.29,Lucrator Pentru Salubrizare Cai Publice,RO60ZUSC5853859570236862,COP
Lucrețiu,Preda,0724 588 005,2017-11-05,"Aleea Nemeș, Murfatlar, 702193",c4:de:dd:5e:f6:e7,19.91.55.92,Finisor Ferite,RO89KUPR1512093324817819,DOP
Mina,Voinea,0771 550 118,1947-10-21,"Intrarea Preda Nr. 203, Borsa, 393008",f9:46:0e:1e:97:06,44.201.158.142,Asistent De Cercetare In Medicina Traditionala,RO88RCVY7506014468218540,BRL
Amalia,Preda,0728 045 999,1992-04-14,"Aleea Romina Dinu Nr. 740, Tasnad, 422714",31:ae:54:26:54:2e,181.125.222.177,Cusator Confectii Industriale Din Blana,RO34HONY0838485922552371,CHF
Lorena,Pușcașu,0269 232 775,2019-10-12,"Intrarea Manole Nr. 75, Dej, 242636",76:da:11:b1:e2:9d,138.109.95.64,Lucrator Calificat In Floricultura Si Arboricultura,RO78XJPR5408988863378892,MAD
Irinel,Nistor,0756 821 975,1996-09-19,"Soseaua Cristina Stan, Beius, 211507",ac:ac:c6:1d:01:ec,21.231.13.53,Sef Unitate Balneoclimaterica,RO98VIUN5727225586282633,YER
Vicenția,Dinu,0242 814 630,1974-08-26,"Aleea Georgescu Nr. 80 Bl. 70  Sc. 58 Ap. 849, Teius, 333327",31:b6:7c:68:a0:d1,14.64.48.84,Tehnician Metrolog,RO87QYTW9781686529140823,PHP
Semenica,Florea,0259 865 651,2000-07-03,"Strada Stancu, Diosig, 423694",04:6e:69:9d:f9:e3,32.131.236.26,Referent Casier,RO08AVLS4585332006092415,BSD
Anatolie,Mocanu,0268 196 407,1975-01-25,"Strada Maria Florea, Tasnad, 495127",71:7f:46:31:f5:32,209.6.22.122,Sculptor,RO33OCQE5632109555994134,CNY
Catrinel,Toma,0728 727 194,2012-07-14,"Strada Alistar Popa, Sinaia, 871632",c2:8c:e1:9d:ae:3c,195.128.208.253,Supervizor Geolog Si Foraj,RO58FPWQ5814490011518134,IRR
Jasmina,Nemeș,0743 127 737,1988-06-07,"Intrarea Stan, Paunesti, 995005",e4:8a:a3:72:24:75,14.247.172.5,Ciupercar,RO39ZQKJ7490784411046306,XPF
Luiza,Florea,0231 498 647,1995-03-09,"Soseaua Fabia Pușcașu, Curtea de Arges, 902984",53:ac:1f:cc:5a:1f,51.60.56.33,Sef Laborator Industria Petroliera,RO25FGXG6738222435937562,KWD
Ionelia,Dumitrescu,0711 345 228,1944-12-18,"Bulevardul Ene Nr. 176, Borsa, 958011",54:5e:0c:eb:af:40,37.146.53.62,Inginer De Cercetare In Masini Hidraulice Si Pneumatice,RO63SBPJ2514563688083298,SOS
Ioanina,Marin,0252 155 895,1921-06-19,"Soseaua Floriana Dochioiu, Ruscova, 294141",cb:27:a6:c3:5d:36,180.66.165.61,Operator La Valorificarea Subproduselor De Abator,RO65JKPC0891199734831656,IMP
Betina,Preda,0737 479 786,1996-03-03,"Bulevardul Popa Nr. 982, Giroc, 243507",8b:0a:fd:fa:b2:e8,163.129.176.47,Granulator/ Sortator Abrazive,RO41EKHS9106922633161775,SPL
Marcela,Diaconu,0739 545 268,1959-10-30,"Intrarea Georgescu Nr. 874, Toflea, 691449",6b:19:be:25:13:7a,77.212.54.204,Operator Control Nedistructiv Pentru Verificarea Etanseitatii,RO27FVDF4621116375577345,PAB
Ilie,Dima,0237 497 295,2014-02-02,"Soseaua Artemisa Eftimie Nr. 93, Valenii de Munte, 535300",2d:32:84:fb:2a:2c,32.28.84.56,Electrician Montare Si Reparatii Cabluri Electrice Subterane,RO67CGKZ7015971344140782,MUR
Jenel,Mocanu,0780 997 222,1979-09-20,"Aleea Nae Dinu, Tecuci, 167383",e2:5e:2a:89:74:ca,66.95.78.115,Operator Pregatitor Chimicale In Industria Textila,RO71CDGG7129111300917292,RUB
Georgiana,Tabacu,0245 316 404,1916-03-04,"Drumul Dochioiu Nr. 97, Remetea, 255632",1e:a3:87:ed:82:ef,26.208.22.40,Operator Masini Multiplicat,RO68AXTX1325536657379586,TND
Vera,Gheorghiu,0746 894 609,1973-08-01,"Aleea Cristobal Oprea Nr. 409, Tandarei, 939194",b4:65:62:df:b3:c7,41.246.154.194,Montor Imagine,RO36XYMZ8178007163925682,BND
Roberta,Oprea,0741 914 596,2013-07-08,"Strada Voinea Nr. 78, Dej, 597423",ed:47:d0:fb:d9:fa,181.110.173.211,Muncitor Spalare Si Curatare Cisterne,RO75ZXQF3457180832607693,PHP
Emil,Popescu,0758 146 102,1915-11-29,"Drumul Tabacu Nr. 71 Bl. 51  Sc. 75 Ap. 160, Ramnicu Valcea, 184643",e0:17:50:1f:a2:17,27.213.55.138,Tratamentist Piese Optice,RO49LHWX3222157500660662,KHR
Adelaida,Cristea,0240 513 930,1955-03-03,"Soseaua Ene Nr. 79 Bl. 41  Sc. 48 Ap. 961, Voluntari, 730237",bd:ea:e5:c3:22:c1,204.117.74.224,Referent De Specialitate Microbiolog,RO50VAZY9731080259005818,NZD
Roxelana,Nemeș,0266 970 140,1962-06-05,"Strada Nistor Nr. 781 Bl. 93  Sc. 49 Ap. 709, Mogosoaia, 296629",78:9d:ae:51:12:3c,197.213.69.140,Macaragiu Macarale Plutitoare,RO26SMBQ3473070315653586,CVE
Ludmila,Ene,0729 056 786,1984-10-11,"Drumul Tudor Nr. 450, Savinesti (Poiana Teiului), 124469",75:6b:52:13:d7:e7,144.246.112.42,Gardian De Inchisoare,RO27MNHN4529937944183011,HNL
Bucur,Dima,0737 894 241,1941-02-03,"Soseaua Ioniță Nr. 10, Nasaud, 742138",18:0f:48:66:68:ed,220.12.228.80,Sef Departament,RO60JZEG4569846601773605,HTG
Tudorița,Mocanu,0764 113 249,2010-03-06,"Drumul Niță Nr. 757, Dancu, 557871",54:f2:d4:12:93:41,37.10.96.226,Masinist La Deshidratare Pasta Hartie,RO29HDSK5269932612426674,MMK
Iridenta,Stoica,0257 901 597,2016-03-04,"Strada Pușcașu, Jibou, 227209",66:f9:3f:c4:26:03,148.184.202.165,Presator Piese Optice,RO53QMLX3107879230418129,FJD
Catrinel,Ioniță,0772 277 227,1921-07-25,"Strada Dochioiu Nr. 210, Busteni, 449604",c3:de:df:8b:79:79,7.152.7.36,Revizor Lingvist,RO37MBKI0623132204195734,NPR
Antonie,Dochioiu,0742 768 069,1909-06-27,"Drumul Popescu Nr. 398 Bl. 64  Sc. 46 Ap. 800, Boldesti-Scaeni, 384313",35:0a:bd:41:d2:cf,87.33.86.157,Ecolog,RO43OIGS8424402338166761,IRR
Răzvan,Stoica,0745 145 388,2018-07-03,"Strada Ardelean Nr. 83, Brad, 782207",c0:44:2d:b6:e3:bb,21.75.117.137,Telegrafist (Teleimprimatorist),RO15WRYN7168980716607980,MOP
Traian,Albu,0731 890 097,2000-08-26,"Drumul Adonis Aanei Nr. 297, Reghin, 515543",d0:2f:80:96:97:10,106.35.148.8,Inginer Topograf,RO48MFXK5176414731094495,VUV
Lorena,Eftimie,0241 555 226,1974-08-28,"Drumul Stănescu, Beius, 512171",c6:f3:b1:49:17:d6,15.115.135.152,Lector Presa/Editura,RO55OBPH3289954363742580,RON
Saveta,Dobre,0266 081 501,1945-01-18,"Aleea Ardelean, Orsova, 155553",a5:04:f7:21:db:66,55.107.128.210,Electrician Verificari Si Masuratori Electrice In Centrale Si Retele Electrice,RO82IDPE9438694598549461,NIS
Emanuel,Dima,0737 072 914,2013-01-05,"Drumul Dorina Pop Nr. 54 Bl. 83  Sc. 37 Ap. 203, Techirghiol, 560733",3c:6a:47:f2:08:30,51.211.44.113,Asistent De Cercetare In Petrol (Extractieprospectiune),RO82GYNJ7265269560102194,STD
Smaranda,Preda,0742 584 795,2015-11-07,"Drumul Gheorghiu Nr. 48 Bl. 16  Sc. 53 Ap. 610, Berceni, 411146",06:4d:71:e7:8f:bc,175.53.208.16,Sef Oficiu Juridic,RO46EEDJ5400073998368027,GYD
Valeriu,Voinea,0249 740 532,1962-10-04,"Aleea Inocențiu Mazilescu, Moldova Veche, 323119",43:db:1b:87:fc:63,155.161.50.201,Instalator Autorizat Proiectare Executie Si/Sau Exploatare Obiectiv/Sisteme De Distributie,RO23RDFT3811419536383046,AED
Iosif,Gheorghiu,0258 087 535,1955-01-27,"Aleea Ababei Nr. 73 Bl. 73  Sc. 11 Ap. 235, Adjud, 713437",07:cb:69:bd:17:70,58.52.157.29,Presedinte Organizatie Profesionala Nationala,RO39IZAL0713095252451239,SCR
Mugurel,Dobre,0754 056 104,1920-09-26,"Drumul Renata Toma Nr. 853, Poiana Mare, 460183",98:d6:94:6e:0a:66,119.148.64.128,Secretar General Redactie,RO71TNWJ6395953004161478,MAD
Theodor,Tabacu,0732 928 321,1920-07-23,"Intrarea Niță, Sannicolau Mare, 513547",5c:f5:04:c5:d2:88,201.56.105.23,Inginer-Sef In Constructii,RO39KXWL1051000400307939,BAM
Andreea,Tudor,0711 408 278,1971-02-06,"Strada Teona Marin, Tulcea, 335284",05:8c:3c:4a:8b:c1,50.48.11.241,Rabotor-Mortezor Universal,RO72ABIP3296231186656623,MXN
Lorelei,Ioniță,0788 140 210,1970-02-03,"Drumul Pop Nr. 38, Pancota, 479323",1e:bb:09:f1:20:e0,199.245.81.173,Psiholog In Specialitatea Psihologie Aplicata In Domeniul Securitatii Nationale,RO32NSRY5729500650109999,PKR
Remus,Dumitrescu,0754 449 731,1947-11-09,"Bulevardul Tabacu, Deta, 351620",2a:37:e5:d7:4b:32,218.124.162.56,Inginer De Cercetare In Tehnologie Si Echipamente Neconventionale,RO88QSUB3390684761119123,GYD
Lăcrămioara,Georgescu,0749 017 037,2006-03-29,"Aleea Cezar Dochioiu Nr. 698, Baicoi, 677731",2e:50:12:01:e4:9d,210.73.152.70,Operator La Colectatul Si Manipulatul Lemnului,RO13WQHM2141976318014222,HKD
Anghelina,Ardelean,0736 928 501,2024-03-21,"Soseaua Dochioiu, Santana, 207383",0a:2f:c8:5f:9a:6f,99.151.166.248,Sef Serviciu/Sef Birou/Banca/Societate De Leasing,RO98HVRZ9715849273301610,QAR
Nicolaie,Marin,0233 312 571,1910-07-01,"Strada Gheorghiu Nr. 89 Bl. 30  Sc. 79 Ap. 315, Siria, 949596",61:79:5c:42:e5:02,65.196.252.201,Laborant Determinari Fizico-Mecanice Pentru Lucrari De Drumuri Si Poduri,RO34CBJW1103069731281683,SVC
Vicenția,Nemeș,0757 734 485,1976-09-20,"Soseaua Fiodor Diaconescu, Vicovu de Sus, 472793",bb:85:95:f6:bd:e5,153.151.230.188,Fasonator Creioane Si Tocuri,RO13TUFP6262622088293830,KYD
Celia,Niță,0731 831 142,1917-11-17,"Bulevardul Barbu Nr. 277, Victoria, 661025",c2:98:56:3f:8f:dc,194.103.106.11,Coordonator Interventii Active In Atmosfera,RO69UKDP6576742472293530,MKD
Marta,Popa,0738 015 880,1944-04-20,"Aleea Ardelean Nr. 86, Gaesti, 597562",15:66:50:98:53:c1,88.138.120.130,Confectioner-Montator Cercuri La Butoaie,RO02TUIC8126039652706190,XDR
Ica,Cristea,0742 393 468,1957-04-07,"Intrarea Vlădelina Marin, Arad, 739935",98:4b:64:cc:99:f1,180.94.123.243,Confectioner Produse Pirotehnice,RO61AAUI6252622275312731,GTQ
Evanghelina,Tabacu,0720 615 928,1918-12-25,"Soseaua Milena Stănescu Nr. 86, Cristuru Secuiesc, 828437",12:45:09:b3:c7:b9,208.108.237.162,Miner La Suprafata,RO26IRSL8819312049056256,MMK
Martin,Nistor,0743 441 936,2014-06-13,"Aleea Mocanu, Baile Borsa, 623741",30:5a:53:83:51:50,143.185.255.65,Sef Sector Exploatare Imbunatatiri Funciare,RO84RBMZ6993282026870927,UAH
Crin,Nistor,0738 411 735,1959-03-03,"Aleea Dinu, Buftea, 835963",3b:6c:2a:32:b9:3c,86.111.141.45,Securizator Geam,RO61HRDL4832668418125726,DZD
Dorel,Mazilescu,0235 179 799,1950-11-04,"Intrarea Popa Nr. 10 Bl. 48  Sc. 75 Ap. 366, Brasov, 902979",15:a8:eb:a2:c1:cc,111.46.156.182,Stilizator Film De Desene Animate (Studii Superioare),RO94QMLR3131401329573120,GHS
Roberta,Albu,0269 856 289,1951-05-30,"Bulevardul Ardelean Nr. 94 Bl. 52  Sc. 36 Ap. 860, Sancraiu de Mures, 215852",0f:b9:92:28:89:b2,45.96.109.46,Sef Proiect/Program,RO31XXEQ7788911012457945,FKP
Maia,Dobre,0741 539 096,1985-01-05,"Aleea Tabacu, Bosanci, 761716",69:00:ec:95:51:41,61.203.75.192,Asistent De Cercetare In Medicina Veterinara,RO69RAHV6957959945328516,NOK
Claudia,Nistor,0772 399 358,1999-03-24,"Soseaua Stănescu Nr. 28, Baia Mare, 306513",8d:56:6b:a1:80:a0,57.207.31.209,Prelucrator Fire De Matase Din Gogosi (Filator),RO17BMQC0838317211983178,PYG
Eric,Dumitrescu,0253 960 334,1997-08-01,"Intrarea Salomea Manole, Busteni, 835082",79:9e:31:97:40:82,13.118.46.136,Operator Extractie Gaze,RO67GMQV3375966825592963,PLN
Mina,Preda,0785 283 516,1981-10-30,"Soseaua Popescu Nr. 51 Bl. 89  Sc. 11 Ap. 967, Moinesti, 160713",d8:5c:1c:32:fb:5d,180.88.92.211,Asistent De Cercetare Roboti Industriali,RO86HUJL7738224331066993,XCD
Hortensia,Preda,0738 129 489,1985-07-26,"Bulevardul Mocanu, Bragadiru, 625361",7a:d2:70:de:91:18,13.219.11.226,Referent De Specialitate Bacteriolog,RO97EHNJ4473158289425111,OMR
Georgia,Mazilescu,0266 336 750,1961-08-25,"Strada Anghel Diaconescu, Ramnicu Sarat, 759844",8f:6e:81:3f:bb:4c,166.97.148.20,Maistru Electromecanic,RO21QCTD8235835274798348,EGP
Codruț,Mocanu,0231 180 652,1936-02-02,"Soseaua Popa, Bragadiru, 366578",f9:b3:ad:80:53:c8,118.155.7.174,Expert Contabil-Verificator,RO39NMCA8766941821737849,RUB
Victoria,Diaconu,0788 208 133,1993-04-04,"Drumul Pleșu Diaconu Nr. 67, Marasesti, 981878",67:7c:95:78:91:9b,148.172.58.58,Solist Vocal,RO80GRPC2253442610725538,TZS
Sonia,Nistor,0785 793 423,1980-11-12,"Strada Ina Dochioiu Nr. 246 Bl. 83  Sc. 13 Ap. 234, Moldova Veche, 675347",c5:44:75:92:fc:cb,42.127.103.229,Mediator Sanitar,RO70KFCH7833020851782781,AOA
Horea,Dinu,0263 375 610,2003-03-25,"Aleea Oprea Nr. 181 Bl. 18  Sc. 69 Ap. 147, Turda, 120950",d3:02:9e:a7:5f:19,54.153.76.21,Organizator Protocol,RO20OCSE9538008912966218,WST
Rafael,Dobre,0725 790 544,1955-09-03,"Drumul Nistor, Vatra Dornei, 849218",32:0a:cb:44:0d:33,139.242.249.44,Ghid Turism Speologic,RO79ABQP1516401948939106,TWD
Titus,Stoica,0723 424 621,1978-11-12,"Bulevardul Dumitrescu Nr. 17, Bumbesti-Jiu, 469252",0a:ad:15:51:17:05,31.250.254.34,Miner La Suprafata,RO11JKXL5367125694576428,ZMW
Gicu,Toma,0249 235 624,1969-12-18,"Aleea Diaconu Nr. 63 Bl. 87  Sc. 71 Ap. 790, Paunesti, 255465",32:05:00:2c:75:88,207.206.202.198,Profesor Universitar,RO70RTNC9210458511725074,GIP
Aida,Cristea,0729 496 567,2013-10-11,"Soseaua Leopoldina Ionescu Nr. 58 Bl. 54  Sc. 55 Ap. 701, Onesti, 225044",a9:df:4d:3f:c1:9a,1.202.100.142,Magician,RO54PBKN7772616991449885,NPR
Inocențiu,Aanei,0726 008 888,1986-11-05,"Soseaua Tatiana Suciu Nr. 11, Moreni, 494369",86:d9:99:7f:f1:cd,35.68.246.202,Agent Ecolog,RO05IXVW2589007928099535,BHD
Ioan,Nistor,0752 588 406,2016-01-06,"Strada Caterina Dobre Nr. 559, Giarmata, 989970",56:bc:03:80:b2:da,164.156.233.142,Expert Geofizician,RO57UXZV7401734527723401,TRY
Geta,Ionescu,0743 053 267,1926-12-15,"Bulevardul Caius Diaconescu Nr. 700 Bl. 52  Sc. 43 Ap. 706, Lunca Cetatuii, 467931",f8:60:01:d7:c2:fe,56.90.188.250,Conductor Vagon De Dormit Si Cuseta,RO10AFRI0757799137788933,SZL
Ducu,Gheorghiu,0236 628 595,1936-11-14,"Strada Andrada Nemeș Nr. 206, Pantelimon, 862940",a2:cc:ed:cd:69:59,109.236.48.12,Administrator Baze De Date,RO93AWJD6921870310102850,PAB
Pavel,Nistor,0748 901 700,2012-05-11,"Soseaua Marin Nr. 352, Stei, 228848",54:02:1e:4f:a2:a9,112.7.31.129,Editor Rtv (Stiri),RO38JDCQ3679967218881764,SOS
Vicențiu,Stancu,0240 195 601,1926-06-06,"Drumul Toma Nr. 337, Cristuru Secuiesc, 259037",1f:e3:d1:7c:62:d7,56.55.216.152,Asistent De Cercetare In Chimie,RO38SKVZ2136483464682794,KGS
Roberta,Diaconescu,0232 482 990,1946-07-30,"Soseaua Diaconu, Gilau, 851113",ba:5b:2a:dd:46:7a,189.246.37.247,Sef Birou Industrie Extractiva,RO25MTVJ2713411365733795,KHR
Lazăr,Niță,0234 695 313,1974-12-02,"Aleea Manole, Cajvana, 982004",26:15:af:13:22:b8,141.150.48.31,Logistician Gestiune Flux,RO66LJLP7311966093715131,YER
Gheorghe,Manole,0724 949 962,1957-07-26,"Strada Stan, Cernavoda, 601552",a2:a7:33:3b:c0:4d,208.251.15.11,Inspector Pentru Conformare Ecologica,RO12HRYJ7423830008960787,LSL
Roberta,Eftimie,0752 514 102,2016-08-17,"Aleea Anica Toma Nr. 69 Bl. 63  Sc. 61 Ap. 672, Reghin, 415775",1e:ed:80:d9:c9:d4,40.142.4.40,Referent Vamal (Studii Medii),RO82MBEM1232945384919704,IDR
Viviana,Albu,0251 759 791,1996-07-14,"Intrarea Tomescu Nr. 863, Cisnadie, 182096",67:d6:0d:85:80:6f,41.31.61.232,Corepetitor,RO49JMUV2592121541199215,XOF
Alexandra,Diaconescu,0758 458 468,1947-09-14,"Drumul Tabacu, Sancraiu de Mures, 149849",7a:bb:c4:de:0f:0f,82.55.13.182,Asistent De Cercetare In Tehnologia Substantelor Anorganice,RO60JTKL3456519524631168,KYD
Alma,Ene,0727 050 528,1925-10-24,"Intrarea Evanghelina Toma, Miercurea-Ciuc, 655059",c5:3a:0a:c9:6a:40,172.59.76.205,Instructor Parasutism,RO65PCNU0480119380704706,PGK
Anamaria,Cristea,0755 964 878,1951-03-23,"Bulevardul Petrică Oprea Nr. 156 Bl. 60  Sc. 66 Ap. 538, Fundeni, 694046",3c:35:4e:02:cf:e2,211.160.121.159,Psiholog In Specialitatea Psihologie Clinica,RO64FFOF1397256317733322,CHF
Anton,Nemeș,0752 218 610,1952-04-12,"Aleea Diaconu Nr. 77 Bl. 55  Sc. 46 Ap. 762, Arbore, 448231",9b:c3:5f:8d:1a:67,185.213.110.201,Legator De Par,RO10BIIF3110513519528652,LSL
Cristobal,Diaconescu,0250 204 599,2004-06-10,"Strada Angel Georgescu Nr. 682 Bl. 47  Sc. 41 Ap. 930, Lumina, 118356",a2:f3:98:cd:a8:54,40.227.125.22,"Sef Centru Dezinfectie, Deratizare Si Dezinsectie",RO30ZYPF1161516412943716,PGK
Vasile,Toma,0723 305 626,1914-08-02,"Intrarea Cristea, Darmanesti, 790022",ae:90:18:06:58:53,61.102.23.56,Asistent De Cercetare In Filatura-Tesatorie,RO63YWYN4727098746693812,KPW
Stela,Suciu,0737 866 971,1940-08-16,"Strada Stoica Nr. 132 Bl. 67  Sc. 24 Ap. 130, Tasnad, 214415",55:44:94:39:5b:96,58.234.61.170,Inginer De Cercetare In Filatura-Tesatorie,RO19KDEX1666069059199816,GGP
Pătru,Mocanu,0757 190 773,1974-12-25,"Strada Ionescu Nr. 66, Gheorgheni, 267805",b4:31:7d:ba:a6:b8,178.236.183.2,Controlor Trafic,RO73RMAK0051563184350933,PHP
Bernard,Eftimie,0233 560 408,1975-05-02,"Aleea Popa Nr. 17, Rasnov, 537082",3b:df:20:5a:38:e8,190.32.189.100,Snuruitor Jaqard,RO73MWBW0606508745410318,XPF
