first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,job
Crina,Dumitrescu,6740123444171,1992-02-17,"Bulevardul Stancu, Ramnicu Valcea, 910946",Suceava,0763 830 491,1b:9c:76:b9:3a:a1,33.237.104.24,Inginer Tehnolog In Fabricarea Armamentului Si Munitiei
Sonia,Ionescu,1480202316083,2010-06-09,"Bulevardul Manole, Onesti, 245974",Hunedoara,0242 089 779,42:c0:d8:f6:3d:c2,150.204.193.227,Inspector Scolar Pentru Educatie Permanenta
Olivia,Dobre,3150128240374,1953-05-10,"Soseaua Romina Tomescu Nr. 619 Bl. 72  Sc. 68 Ap. 510, Rucar, 158165",Argeș,0252 195 651,d1:ec:50:c1:fd:20,9.209.106.152,Recuziter
Iustin,Niță,3461013202649,2017-01-25,"Strada Augustin Oprea Nr. 81, Buzau, 563035",Iași,0753 556 558,dc:bb:9c:fb:77:b9,187.129.168.36,Inspector De Specialitate Inginer Chimist
Romina,Niță,2150515511932,1959-02-12,"Drumul Ioniță Nr. 45, Botosani, 897576",Hunedoara,0729 280 687,25:24:93:bc:20:20,77.211.151.215,Consilier Inginer Chimist
Eduard,Mocanu,4600924370574,1995-06-19,"Intrarea Tabacu, Petrosani, 556776",Timiș,0729 264 956,d9:34:8c:0d:b0:b6,81.223.14.19,Controlor Calitate Dupa Efectuarea Probelor La Armament Si Munitie
Timea,Florea,1490204433419,1948-05-17,"Aleea Stănescu Nr. 702, Vicovu de Jos, 625074",Dolj,021 793 9978,53:ad:4e:38:b7:04,135.19.108.209,Terapeut Ocupational
Marin,Dobre,6660719168736,1931-07-18,"Drumul Casiana Nistor, Bacau, 244262",Gorj,0726 107 246,bc:b0:7b:d4:8e:b7,83.60.198.149,Cercetator In Centrale Nuclearoelectrice
Elisabeta,Florea,8520904366451,1977-09-27,"Bulevardul Stan Nr. 492, Curcani, 520845",Mehedinți,0722 148 369,53:94:72:94:0b:12,212.157.215.110,Gestionar Custode Sala
Gențiana,Popescu,8641011075232,1937-04-18,"Strada Popescu, Rasnov, 163743",Constanța,0749 689 545,0f:81:c9:ff:d5:db,147.79.9.10,Cercetator In Instalatii Si Utilaje Pentru Transportul Si Depozitarea Produselor Petroliere
Iosif,Nistor,3470804030043,1977-06-20,"Intrarea Dobre Nr. 196, Pecica, 256867",Bihor,0264 706 897,03:75:fe:4d:28:a1,16.69.166.103,Tubulator Naval
Leontin,Voinea,7590913193061,1945-02-01,"Aleea Florina Ionescu Nr. 670, Brasov, 109873",Mureș,0766 345 414,d0:f3:3a:63:0c:39,128.49.185.200,"Cercetator In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor"
Roberta,Mocanu,2080611128961,1957-01-12,"Soseaua Cecilia Mazilescu Nr. 77, Campulung Moldovenesc, 541810",Alba,0766 409 736,22:08:d9:64:a1:f4,181.14.198.11,Pictor Creator Costume
Eusebia,Marin,1000319458205,1935-09-20,"Soseaua Eftimie, Simleu Silvaniei, 443344",Vrancea,0711 962 663,c4:c3:b1:d5:ff:7c,179.138.14.40,Sef Atelier Scoala
Teodor,Stan,7800910068502,1952-06-03,"Aleea Sânziana Ababei Nr. 69 Bl. 87  Sc. 41 Ap. 609, Berceni, 100952",Covasna,0767 059 366,09:f2:6b:ea:24:af,73.181.244.118,Debitator-Slefuitor Perii De Masini Electrice
Sorina,Gheorghiu,4640623359436,2015-06-02,"Strada Diaconu Nr. 48 Bl. 22  Sc. 79 Ap. 549, Ruscova, 518086",Maramureș,0770 874 640,61:a5:04:88:eb:1c,4.128.50.198,Electrician Constructor Pentru Probe Si Incercari Functionale
Catrinel,Barbu,3030909426132,1978-12-29,"Bulevardul Estera Oprea Nr. 846 Bl. 65  Sc. 45 Ap. 456, Arad, 518984",Brăila,0268 668 825,7b:fa:90:8d:f4:ca,38.187.165.1,Alpinist Utilitar
Florina,Suciu,4531019459751,1962-10-03,"Bulevardul Cristea Nr. 788, Saveni, 219696",Ilfov,0721 141 487,20:f9:a9:a7:2d:ff,98.157.27.25,Librar-Sef
Corvin,Dochioiu,4231123230351,1911-08-04,"Drumul Gheorghiu Nr. 57 Bl. 58  Sc. 49 Ap. 144, Petrosani, 817343",București,0747 993 184,7f:78:94:bf:9c:43,223.38.227.126,Analist Piata Muncii
Diana,Dobre,6831013023167,1971-11-20,"Aleea Popescu, Sinaia, 340538",București,0760 951 853,dc:98:aa:e5:0b:1e,219.61.143.27,Psiholog In Specialitatea Psihologia Aplicata In Servicii
Jan,Manole,5820516394943,1996-02-22,"Soseaua Cazimir Voinea, Dragasani, 102542",Buzău,0257 680 296,46:f1:68:b7:30:c7,27.168.157.226,Agent De Transport International
Lucia,Stancu,5461029439883,1964-02-04,"Bulevardul Popescu Nr. 63, Poiana Mare, 331820",Bacău,0737 813 779,ab:7f:3f:08:f1:6e,216.217.63.248,Albitor Pasta Hartie
Clarisa,Dobre,1980408021446,1983-08-22,"Strada Dumitrescu Nr. 30, Baraolt, 238483",Teleorman,0744 458 040,f2:55:27:4a:42:2b,218.107.2.61,Maistru Instructor
Cristofor,Dinu,6380331370061,1938-04-28,"Soseaua Carla Nistor Nr. 18 Bl. 86  Sc. 36 Ap. 206, Feldru, 871227",Timiș,0786 493 424,23:a6:45:8d:9b:7d,7.68.4.200,Tehnician Silvic 
Tamara,Niță,2210522350990,1987-11-22,"Drumul Popescu, Buhusi, 548413",Teleorman,0752 152 882,94:f4:ec:ad:22:17,160.51.87.188,Comandant Detasament Zbor
Romina,Mocanu,7581025454614,2023-11-30,"Intrarea Ioniță Nr. 445 Bl. 76  Sc. 26 Ap. 663, Targu Neamt, 474718",București,0269 645 067,43:a3:38:2f:82:83,144.223.8.51,Operator Centru De Racire Lapte
Natalia,Stan,6231207425809,1966-04-26,"Soseaua Toma, Motru, 497567",Covasna,0238 070 641,87:30:08:c5:bf:e2,90.212.16.120,Asistent Social Nivel Mediu
Janeta,Dima,7270510039726,2019-03-06,"Intrarea Dobre, Hateg, 671785",Dolj,0256 904 718,ac:e9:07:fe:35:2b,177.186.15.31,Brand Manager
Mărioara,Popa,2731106149506,2018-04-19,"Intrarea Tomescu Nr. 501 Bl. 54  Sc. 16 Ap. 389, Barbulesti, 720532",București,0242 294 539,df:48:7e:94:6f:d0,50.1.40.92,Notar
Draga,Barbu,6970325036321,1934-10-18,"Intrarea Niță Nr. 607 Bl. 12  Sc. 67 Ap. 454, Paunesti, 879835",Olt,0756 900 097,29:c8:4f:f5:a0:cc,34.233.131.211,Inspector Scolar Pentru Implementarea Descentralizarii Institutionale
Ghiță,Voinea,8570501102169,2021-09-24,"Intrarea Eliza Tudor, Ploiesti, 426455",Călărași,0233 330 882,a0:08:ed:b1:db:f7,14.87.225.134,Montator Aparate Aer Conditionat
Dan,Popescu,8240922398476,1963-06-30,"Soseaua Stănescu, Apahida, 254933",Buzău,0761 263 594,20:5a:5f:58:0f:7f,38.169.70.207,Cercetator In Domeniul Stiintelor Juridice
Iacob,Ene,2950214366321,1921-11-18,"Drumul Dariana Stan Nr. 678, Dumbravita, 710098",Călărași,0259 535 316,63:fc:31:8c:20:05,158.58.65.10,Editor Imagine
Viorel,Florea,8390626397721,2015-06-12,"Bulevardul Ardelean Nr. 872 Bl. 47  Sc. 61 Ap. 928, Otelu Rosu, 441950",Caraș Severin,0760 205 403,df:d7:92:fa:33:6f,165.67.232.231,Referent Evidenta Persoanelor
Albertina,Albu,6230220466018,2007-07-27,"Bulevardul Suciu Nr. 52, Tunari, 183916",Bacău,0265 825 277,0a:90:00:e7:95:9e,203.237.183.11,Conducator Activitate De Transport Rutier
Georgia,Diaconu,3350110283454,1918-03-09,"Intrarea Niță, Baia, 205969",Satu Mare,0729 465 930,e0:fe:55:b2:7c:32,152.213.29.192,"Maistru Intretinere Si Reparatii Masini-Unelte, Utilitati, Service, Prototipuri"
Codrina,Dinu,6670331510162,2018-09-24,"Strada Andrei Dinu Nr. 321 Bl. 88  Sc. 87 Ap. 678, Santana, 626853",Iași,0253 463 674,5e:b2:8f:f0:5b:01,3.96.209.80,Asistent De Cercetare In Agromontanologie
Valter,Mocanu,3720423033630,2004-05-13,"Soseaua Gheorghiu Nr. 12, Harsova, 929884",Hunedoara,0746 534 232,90:15:31:c1:60:43,154.151.181.81,"Rabotor, Mortezor Roti Dintate"
Elisaveta,Pop,2490323073384,2006-05-12,"Bulevardul Albu Nr. 29 Bl. 33  Sc. 54 Ap. 579, Bistrita, 535822",Bistrița-Năsăud,0729 392 104,69:bb:65:6f:d3:f8,147.201.81.179,Director De Program
Rareș,Ardelean,7780827382761,1992-12-04,"Intrarea Nemeș, Branesti, 439923",Dâmbovița,0265 094 411,c8:23:f9:30:be:c6,74.49.91.113,Medic Veterinar 
Horea,Stan,6970607389910,1953-11-04,"Bulevardul Pușcașu, Chisineu-Cris, 514239",Vaslui,0236 323 342,54:df:88:5e:c9:ad,111.108.84.168,Sef Agentie Cec
Lică,Diaconescu,8690517404347,2008-03-10,"Bulevardul Larisa Stan, Diosig, 966722",Prahova,0260 102 285,48:b9:cd:e3:4d:80,205.55.245.171,Medic Veterinar Sef
Monica,Tudor,3790210024703,1915-07-23,"Drumul Preda Nr. 267 Bl. 48  Sc. 16 Ap. 553, Horodnic de Sus, 875988",Vâlcea,0752 732 631,32:77:bc:aa:db:42,149.217.71.121,Expert Hidrogeolog
Eliza,Popescu,2270514334941,1972-08-16,"Intrarea Ioniță Nr. 73 Bl. 46  Sc. 42 Ap. 660, Sangeorz-Bai, 861770",Ilfov,0234 676 136,20:73:40:84:08:2c,90.20.242.167,Tehnician Proiectant Mecanic
Luana,Dinu,5050610083791,1910-08-28,"Intrarea Dinu, Bals, 842847",Vrancea,0740 098 586,33:bc:0f:be:9c:c8,213.33.13.79,Calugarita
Valentin,Eftimie,7031114408773,1994-01-02,"Soseaua Preda, Talmaciu, 537407",Brașov,0267 518 452,1b:76:1a:da:04:a6,40.77.31.72,Regulator Tevi
Malvina,Nemeș,8930312203249,1990-07-13,"Aleea Ștefana Nistor Nr. 886, Roman, 586910",Bacău,0236 070 244,a7:52:0a:ac:2b:e1,46.2.32.9,Sef Tura Servicii Securitate
Venera,Cristea,5250923442372,1988-04-13,"Soseaua Preda Nr. 14, Baile Borsa, 981184",Timiș,0734 704 870,c0:2c:6a:28:5e:21,176.122.210.118,Controlor Trafic Aerian Dirijare Nonradar
Eusebiu,Eftimie,1811123087831,1919-12-11,"Drumul Suciu Nr. 876, Sinaia, 587767",Alba,0723 021 947,9a:20:91:10:82:ff,73.255.123.59,Supraveghetor Muzeu
Aurelian,Cristea,2250604418529,1995-06-12,"Strada Dinu Nr. 109, Cisnadie, 488451",București,0726 588 901,4b:83:7a:32:4f:f0,186.91.65.135,Solist Concertist
Floare,Dochioiu,4200101274506,1992-12-14,"Drumul Suciu, Segarcea, 482515",Dâmbovița,0251 264 917,aa:30:08:df:46:22,57.15.247.111,Solist Concertist
Lucențiu,Popescu,7080410278329,1945-11-01,"Strada Tatiana Dobre Nr. 62, Borsa, 181612",Galați,021 656 2051,f2:a5:36:9b:d4:11,190.12.162.126,Agent Transporturi Interne
Romeo,Voinea,8491218331955,1916-06-26,"Drumul Gică Manole Nr. 763 Bl. 13  Sc. 63 Ap. 525, Toflea, 611275",Olt,0253 775 431,08:72:94:75:6a:34,95.158.194.7,Lucrator Utilaje Specializate Pentru Salubrizare
Marga,Dima,6210118083912,1966-03-10,"Aleea Marin, Negresti-Oas, 453996",Bacău,0721 058 432,35:f2:a4:41:91:79,128.185.15.149,"Inginer De Cercetare In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor"
Bernard,Ionescu,6650727224402,1923-12-12,"Soseaua Diaconescu Nr. 405, Valea Caselor (Dragasani), 699992",Maramureș,0263 371 648,50:03:af:77:d4:81,60.170.155.32,Grefier Arhivar
Vincențiu,Nistor,1900410311539,1927-07-08,"Intrarea Nicodim Ioniță, Urlati, 914736",Brăila,0711 017 545,ab:03:fa:78:96:fc,87.67.47.201,Referent De Specialitate Ecolog
Antoniu,Popa,3340817346515,1981-12-12,"Aleea Betina Tudor Nr. 713, Odobesti, 847088",Covasna,0253 226 190,40:63:fc:9c:a3:3b,128.69.112.142,Masinist La Linii Automate Aschietoare
Rozalia,Voinea,2970613361492,1970-11-26,"Aleea Raluca Aanei, Bumbesti-Jiu, 825143",Mehedinți,0237 916 915,9f:81:91:95:2e:cd,106.92.116.134,Secretar Organizatie Politica
Romeo,Albu,8901206012120,1934-09-13,"Soseaua Florea, Teius, 876223",Suceava,0247 173 081,fa:c6:9d:27:10:55,30.4.123.31,Analist Servicii Client
Dida,Albu,4011218402820,2016-07-01,"Drumul Ababei Nr. 846, Baia Sprie, 842370",Brașov,0724 948 400,02:57:a4:ec:b1:b4,168.87.65.87,"Loctiitor Al Conducatorului De Asociatii, Filiale Si Organizatii Obstesti"
Luca,Preda,8440601291880,1932-03-04,"Drumul Niță Nr. 68 Bl. 64  Sc. 19 Ap. 692, Odorheiu Secuiesc, 966650",Tulcea,0759 924 634,82:95:32:a3:b4:e7,111.181.27.95,Inspector De Specialitate Inginer Constructii
Tudor,Suciu,8281113103714,1917-04-28,"Aleea Popa Nr. 183, Tunari, 338889",Dolj,0768 004 372,83:99:81:08:30:49,175.3.169.13,Raportor Ecolog
Iulia,Mocanu,1831225244014,1966-05-20,"Intrarea Dima, Sadova, 596786",Satu Mare,0249 210 452,47:6f:ea:e0:99:60,108.80.91.192,Operator Devize
Voicu,Dumitrescu,7131230215194,1968-11-25,"Strada Mazilescu, Savinesti, 657200",Tulcea,0749 359 014,ea:47:4b:94:ef:4a,189.72.36.243,Confectioner Proteze Ortopedice
Marin,Dinu,6771115209520,1931-08-31,"Soseaua Voinea Nr. 69, Prejmer, 377388",Vâlcea,0238 735 395,a7:9c:71:94:27:4e,139.226.207.160,Decorator Servicii Funerare
Emilian,Manole,3600323042226,2019-02-05,"Intrarea Ene Nr. 185, Santana, 518691",Olt,0721 475 077,d4:58:04:e1:24:9d,190.183.77.102,Consilier Diplomatic
Daniela,Ionescu,1430815462348,1986-03-31,"Bulevardul Florea Nr. 54, Domnesti, 685719",Covasna,0750 211 243,b9:0b:19:ef:f5:75,90.186.167.240,Profesor Universitar
Fabia,Voinea,3021024261878,1916-08-12,"Aleea Ionescu Nr. 965 Bl. 48  Sc. 42 Ap. 824, Jimbolia, 920467",București,0269 378 049,79:99:d9:15:b9:52,41.193.21.21,Instalator Ventilare Si Conditionare Apa
Carolina,Preda,2690310158358,2004-02-10,"Bulevardul Venera Oprea, Targu Secuiesc, 630204",Vrancea,0761 269 865,9a:46:dc:1e:8a:fe,141.170.116.130,Operator Imagine
Ciprian,Pușcașu,3431030328411,1981-05-28,"Strada Tudor Nr. 799, Alexandria, 654040",Mureș,0240 544 473,e8:93:11:42:78:94,179.43.122.94,Inginer De Cercetare In Filatura-Tesatorie
Eremia,Pop,6210903270011,1993-12-04,"Soseaua Pop, Sadova, 291456",Mehedinți,0247 731 122,aa:e3:81:59:82:de,50.168.253.68,Designer Grafica (Studii Medii)
Lili,Tomescu,7560909523258,1912-02-07,"Bulevardul Pop Nr. 111 Bl. 35  Sc. 23 Ap. 440, Talmaciu, 508326",Mehedinți,0727 213 747,00:04:2c:a5:7e:57,138.114.152.229,"Confectioner Obiecte Din Os, Scoica, Mica Etc."
Daria,Florea,2690804268927,1949-08-07,"Aleea Tomescu, Gaesti, 978036",Tulcea,0231 996 405,18:ff:14:a1:59:0d,202.121.176.26,Inginer De Cercetare In Pescuit Si Acvacultura
Raul,Ioniță,3981129407931,1972-03-02,"Strada Marius Ababei Nr. 25, Dumbraveni, 202310",Harghita,0727 194 364,bd:ec:43:19:5e:f1,182.204.79.182,Linior
Lazăr,Stancu,8971201394197,2022-11-14,"Aleea Florea, Codlea, 569184",Bistrița-Năsăud,0751 565 381,57:32:62:c7:77:69,77.194.96.148,Expert/Inspector Vamal
Francesca,Dobre,1390425361994,2013-05-26,"Intrarea Voinea, Tandarei, 114750",Timiș,0767 717 879,83:b7:dc:47:b3:0f,162.58.123.33,Excavatorist Pentru Excavatoare Cu Rotor De Mare Capacitate
Corvin,Nemeș,6280803045144,1948-03-08,"Aleea Cristea Nr. 979 Bl. 49  Sc. 78 Ap. 725, Pecica, 834393",Vrancea,0755 014 688,07:e7:9e:70:7f:6a,75.20.216.106,Fotocopist
Viorel,Aanei,3090919447715,2017-06-14,"Drumul Pușcașu, Dragu-Brad, 349036",Neamț,0760 421 297,5f:89:15:1c:d5:05,29.246.221.253,Instructor Instalatii
Sandu,Ardelean,3370502354775,1974-03-13,"Drumul Pop Nr. 55, Corabia, 973385",Suceava,0725 053 199,53:51:fb:92:2e:0d,124.112.75.215,Secretar Notariat
Ariadna,Dumitrescu,8561006157551,1978-03-20,"Soseaua Costel Pop Nr. 385, Eforie Nord, 428836",Bistrița-Năsăud,0730 849 763,9f:12:dd:01:57:db,138.53.52.55,Mediator Scolar
Luana,Ababei,7310508182541,1941-02-23,"Soseaua Antonia Mazilescu, Pancota, 881624",Mehedinți,0263 933 049,65:76:d2:fe:d8:75,114.15.138.56,Preparator Produse Lactate
Iurie,Diaconescu,8180910383889,1916-12-05,"Drumul Aurică Dobre Nr. 778 Bl. 35  Sc. 29 Ap. 223, Moldova Veche, 667456",Ialomița,0788 124 868,7d:a4:79:6e:90:a3,3.225.202.11,Franar
Damian,Mocanu,8850701135190,2002-01-17,"Aleea Marin Nr. 91 Bl. 58  Sc. 76 Ap. 207, Hateg, 167694",Hunedoara,0268 758 219,c4:f0:68:cb:e2:c7,84.108.49.241,Teleoperator Financiar-Bancar
Florentin,Manole,5650217057296,2007-12-01,"Soseaua Tomescu Nr. 302, Ploiesti, 553592",Argeș,0245 853 095,64:49:e0:1d:2b:2a,81.194.87.154,Tehnician Retele De Telecomunicatii
Miron,Cristea,3090623192645,1939-07-29,"Aleea Cezara Pușcașu, Targu Mures, 210431",Constanța,0250 696 159,a2:d4:02:d9:bf:06,10.195.180.101,Prelucrator De Topituri La Semiautomate
Mitruț,Eftimie,8461007338683,1973-01-01,"Drumul Mihai Oprea Nr. 55 Bl. 75  Sc. 40 Ap. 480, Prejmer, 727725",Buzău,021 629 6800,6e:c6:0f:64:45:ce,124.35.57.225,Presedinte Inalta Curte De Casatie Si Justitie
Liliana,Diaconescu,7370515104690,1997-01-31,"Strada Paulica Dochioiu Nr. 699, Gaesti, 118244",Mehedinți,0257 995 191,ee:56:a2:b9:80:a8,211.117.27.144,Curbator-Montator Butoaie Din Lemn
Tincuța,Pop,4400709094508,1997-03-01,"Drumul Niță Nr. 328 Bl. 59  Sc. 46 Ap. 209, Mizil, 292813",Gorj,0726 531 351,e0:34:4e:0e:58:74,94.65.151.123,Inginer De Cercetare In Exploatari Miniere
Salomea,Ionescu,3260414350236,1919-03-18,"Strada Ionică Albu, Mangalia, 137187",Brăila,0252 758 858,fa:f1:20:bb:de:49,30.126.219.120,Sef Restaurant
Vera,Suciu,2230121125269,2002-07-12,"Soseaua Ardelean Nr. 147 Bl. 97  Sc. 20 Ap. 741, Targu Ocna, 224828",Sălaj,0253 547 570,be:36:df:f7:46:d5,136.69.165.133,Croitor Confectii Industriale Din Blana
Visarion,Suciu,7350411403026,1973-11-08,"Aleea Emil Niță Nr. 735 Bl. 84  Sc. 10 Ap. 296, Harsova, 552567",Tulcea,0753 451 233,1f:d2:18:f5:5f:89,74.107.38.15,Lucrator In Ateliere De Modele
Norman,Stan,5091107180511,2023-07-22,"Strada Mazilescu, Odorheiu Secuiesc, 144939",Brașov,0767 461 547,dc:52:d1:ce:80:c0,194.138.181.40,Sef Divizie Cai Ferate
Daniel,Nistor,6221208178975,2018-12-29,"Intrarea Diaconu Nr. 464 Bl. 20  Sc. 81 Ap. 492, Anina, 766677",Iași,0766 946 001,bb:12:7d:1d:81:3a,186.162.177.118,Arhiepiscop
Denis,Albu,1790404110729,1969-08-14,"Strada Georgescu, Balotesti, 135466",Maramureș,0233 538 398,05:cf:99:1c:21:52,68.197.208.48,Consultant In Resurse Umane
Sonia,Pușcașu,1990127178981,1939-08-16,"Intrarea Anuța Dumitrescu Nr. 382 Bl. 22  Sc. 83 Ap. 735, Focsani, 618657",Bacău,0733 276 016,7c:c6:1d:c2:d3:af,19.217.93.126,Turnator Formator
Niculina,Stănescu,6971003182327,1999-01-27,"Intrarea Albertina Tomescu, Segarcea, 539238",Mehedinți,0771 070 032,7a:7c:9b:61:70:49,28.125.167.12,Sudor Cu Arc Electric Acoperit Sub Strat De Flux
Varvara,Nistor,5730609378864,1973-09-28,"Bulevardul Silvana Suciu, Dragu-Brad, 974281",Dolj,0249 330 885,76:87:70:87:c8:e8,92.223.165.119,Agent De Asigurare
Ada,Stoica,1690717179612,1938-08-10,"Bulevardul Albu Nr. 29 Bl. 64  Sc. 64 Ap. 873, Mogosoaia, 835984",Hunedoara,0232 964 650,c5:a1:38:f7:5c:5c,28.247.38.94,Preparator Coniac
Fabiana,Florea,5330907426033,1974-10-30,"Soseaua Manole Nr. 66 Bl. 66  Sc. 27 Ap. 558, Siria, 802323",Giurgiu,0738 156 201,4d:5b:4d:2c:40:27,56.18.19.219,Referent De Specialitate Inginer Industria Alimentara
Eusebia,Ababei,6440722236302,1998-02-16,"Intrarea Cristea Nr. 60, Matca, 242301",Ilfov,0726 757 222,26:2a:c2:9f:a3:36,22.112.228.214,Receptionist
Octaviu,Ene,6400217080410,2011-09-07,"Strada Teona Diaconescu Nr. 356, Alexandria, 493041",Satu Mare,0748 321 218,32:21:8c:4c:21:28,167.197.100.57,Operator La Fabricarea Sticlei
Suzana,Barbu,6480609233031,1991-08-21,"Aleea Milena Gheorghiu, Salonta, 974134",Brăila,0757 770 701,3e:8e:f6:f8:73:4c,203.33.54.57,Confectioner Articole Din Piele Si Inlocuitori
Filofteia,Stoica,3120605334711,1989-10-09,"Drumul Cătălin Mazilescu, Oradea, 225846",Călărași,0722 325 628,9d:ad:25:d5:d8:25,214.48.201.147,Morar Lianti
Aristița,Eftimie,5510428181361,2002-01-10,"Bulevardul Ababei, Negresti-Oas, 304706",Brăila,0743 341 658,58:7a:f0:6a:7a:8d,13.219.175.236,"Confectioner Cutite, Brice, Bratari, Andrele, Agrafe, Inele"
Adela,Pop,3300502095628,1985-04-05,"Soseaua Ionescu Nr. 90 Bl. 15  Sc. 68 Ap. 698, Iasi, 535354",Alba,0752 586 581,3c:bc:75:ad:88:b9,53.58.212.43,"Rabotor, Mortezor Roti Dintate"
Olimpiu,Eftimie,6550504139171,1913-08-29,"Drumul Stancu Nr. 72, Gaesti, 827602",Ilfov,0236 693 909,b3:82:55:11:28:2b,4.162.6.216,Operator La Masina De Tampografiat
Coralia,Popa,4170501305195,1979-05-14,"Strada Gheorghiu Nr. 12, Baciu, 944508",Prahova,0745 499 322,0d:38:97:4c:4e:cd,103.123.107.47,Operator La Instalatiile Din Centrale Electrice
Suzana,Ene,5841211026347,2013-09-05,"Bulevardul Cristea Nr. 400 Bl. 92  Sc. 91 Ap. 294, Negresti-Oas, 927829",Ialomița,0769 420 470,6b:af:83:4b:be:b3,167.174.119.72,Montator Geogrile
Doina,Stancu,1430511329724,1986-11-25,"Intrarea Aanei Nr. 25, Baraolt, 886591",Timiș,0261 789 174,6c:79:8b:54:b0:4e,82.26.230.170,"Cizmar-Confectioner Incaltaminte, Dupa Comanda"
Pamfil,Diaconescu,4980115109370,1982-01-22,"Bulevardul Denis Albu Nr. 23, Baia Mare, 391075",Brăila,0748 124 157,f5:66:3e:c1:c4:af,115.10.91.148,Editor Imagine
Adelina,Tudor,6851230149024,1980-10-14,"Soseaua Doru Stănescu Nr. 962 Bl. 40  Sc. 19 Ap. 599, Bistrita, 115282",Vâlcea,0736 511 012,b4:1e:ac:ed:2a:d2,31.144.232.160,Sef Formatie In Industria De Masini Si Echipamente
Aureliana,Dochioiu,8490722152940,1993-04-23,"Drumul Alma Nemeș, Fagetel (Remetea), 381640",Harghita,0753 770 501,71:33:d3:68:17:be,54.41.26.52,Cap De Masa (Cazino)
Liana,Preda,7170702143787,1985-12-14,"Drumul Aanei Nr. 972, Tunari, 830363",Neamț,0765 997 629,a0:bb:c5:02:96:96,105.203.160.200,"Presedinte Complex, Club Sportiv"
Antoaneta,Marin,7340229345050,2018-08-07,"Intrarea Pop Nr. 490 Bl. 75  Sc. 40 Ap. 647, Homocea, 997580",Suceava,0737 526 141,e2:06:2d:ea:e7:80,105.34.215.214,Turnator Ornamentalist
Gherghina,Pușcașu,6870205105450,1980-01-04,"Soseaua Catrina Suciu Nr. 37, Ianca, 696084",Harghita,0723 695 365,50:6b:2d:b1:60:a3,64.179.122.34,Maistru Aviatie
Ladislau,Popa,2580201193701,1995-09-13,"Aleea Aurica Pop Nr. 36, Husi, 798187",Dâmbovița,0257 041 838,0a:b9:41:d8:81:c4,21.110.14.186,Preparator Invatamantul Universitar
Evanghelina,Popa,4310312388046,1956-04-08,"Soseaua Pușcașu Nr. 85, Copsa Mica, 122692",Arad,0233 538 962,f6:16:95:9d:04:a6,122.146.17.59,Distilator In Industria Chimica
Aristița,Nistor,1370129122061,1978-01-17,"Intrarea Fiodor Mocanu, Ocna Mures, 487775",Neamț,0788 309 069,21:19:f1:c7:a5:c5,33.111.53.217,Viceprimar
Manuela,Mazilescu,8361106060067,1979-12-05,"Aleea Emilian Tomescu, Fetesti, 123779",Brașov,0760 380 912,51:9f:8b:36:1b:0c,99.110.51.63,Operator Devize
Răzvan,Aanei,6990930033228,1983-11-19,"Soseaua Ioniță Nr. 958 Bl. 20  Sc. 38 Ap. 500, Pechea, 107859",Botoșani,0258 923 106,b1:72:5a:0f:37:7c,202.208.5.73,Auditor In Domeniul Sigurantei Alimentare
Sânziana,Cristea,4921019290787,2023-06-15,"Aleea Cristea Nr. 140, Amara, 844945",Hunedoara,0734 894 661,c6:8c:31:31:29:9b,132.105.237.153,Membru Al Consiliului Superior Al Magistraturii
Cecilia,Tomescu,1071108525360,2013-06-22,"Drumul Ionescu Nr. 272, Codlea, 860639",Mureș,0732 421 379,d4:c2:5c:29:c7:3c,26.4.114.3,Sef Formatie
Noemi,Dumitrescu,8910313408438,1954-10-28,"Aleea Diaconu Nr. 30, Medias, 712098",Maramureș,0250 145 912,63:b5:eb:a6:3d:e6,149.38.168.11,Retusor Foto
Antim,Tomescu,8430429110306,1920-01-08,"Soseaua Ionescu Nr. 21, Alexandria, 514830",Teleorman,0737 940 743,2f:88:11:83:b7:23,53.167.35.212,"Operator La Confectionarea Industriala A Articolelor De Sport Si Protectie, Din Piele Si Inlocuitori"
Nae,Dima,4961110105745,1915-03-30,"Aleea Lucențiu Niță Nr. 27, Brad, 743956",Argeș,0769 764 407,44:82:f2:43:82:4b,179.21.24.77,Operator-Prospector Lucrari Geologice Si Geofizice
Mona,Dochioiu,3391124149443,2001-11-28,"Bulevardul Barbu Nr. 28, Buftea, 775598",Hunedoara,0749 417 074,9b:88:a7:f2:33:c7,103.208.124.228,Sef Sector (Sectie) Drumuri-Poduri
Janeta,Preda,5551009245451,1910-03-22,"Intrarea Mazilescu Nr. 514 Bl. 21  Sc. 81 Ap. 166, Moinesti, 225333",Bihor,0720 222 708,09:cc:79:8b:21:ed,220.77.206.173,Cap De Masa (Cazino)
Aura,Eftimie,3750820216527,2011-10-07,"Aleea Barbu Nr. 18 Bl. 61  Sc. 50 Ap. 724, Covasna, 466308",Dolj,0756 135 267,26:cf:28:96:88:57,152.210.173.96,Florar-Decorator
Nicodim,Ene,3140702510946,1988-07-11,"Strada Stan, Curtea de Arges, 516530",Suceava,0747 052 553,af:e6:fc:f3:c1:54,203.173.204.136,Cercetator In Instalatii
